event_number,record_index,volume,pdg,pro,E0_keV,Eprime_k_keV,energy_transfer_E0_minus_Eprime_keV
49321,3,3,22,2013,662.0,306.65335924685303,355.34664075314697
49329,3,3,22,2013,662.0,310.260475144308,351.739524855692
49336,4,2,22,2013,662.0,289.73689381713353,372.26310618286647
49343,3,3,22,2013,662.0,516.2119268381788,145.78807316182122
49351,2,2,22,2013,662.0,355.69100963978707,306.30899036021293
49355,3,3,22,2013,662.0,484.67975431821725,177.32024568178275
49358,4,2,22,2013,662.0,493.44769626132484,168.55230373867516
49369,3,3,22,2013,662.0,447.1681001236433,214.83189987635672
49371,4,2,22,2013,662.0,302.677478935476,359.322521064524
49386,3,3,22,2013,662.0,654.8226417961666,7.177358203833364
49388,3,3,22,2013,662.0,517.9163745922447,144.08362540775533
49404,3,3,22,2013,662.0,465.2081957959135,196.79180420408647
49424,3,3,22,2013,662.0,470.150296328296,191.849703671704
49430,2,2,22,2013,662.0,358.3063011739342,303.6936988260658
49438,3,3,22,2013,662.0,444.5361875860634,217.46381241393658
49438,4,3,22,2013,662.0,185.32850175939237,476.67149824060766
49456,3,3,22,2013,662.0,332.74420274234325,329.25579725765675
49456,5,2,22,2013,662.0,227.77520501929226,434.22479498070777
49468,3,3,22,2013,662.0,293.6096921533742,368.3903078466258
49483,3,3,22,2013,662.0,256.2771663492438,405.7228336507562
49486,3,3,22,2013,662.0,369.1573426161197,292.8426573838803
49493,3,3,22,2013,662.0,289.5482372091985,372.4517627908015
49493,4,3,22,2013,662.0,181.669762682445,480.330237317555
49498,3,3,22,2013,662.0,441.2516014334566,220.74839856654341
49502,4,2,22,2013,662.0,448.7165379585997,213.2834620414003
49505,3,3,22,2013,662.0,375.1354675754742,286.8645324245258
49516,3,3,22,2013,662.0,235.36515189733805,426.634848102662
49519,3,3,22,2013,662.0,349.2876790564768,312.7123209435232
49524,3,3,22,2013,662.0,467.1922987151656,194.80770128483442
49524,5,2,22,2013,662.0,297.9160921781661,364.0839078218339
49525,3,3,22,2013,662.0,502.14890730707606,159.85109269292394
49533,3,3,22,2013,662.0,322.55248134078704,339.44751865921296
49542,2,2,22,2013,662.0,337.3096178952653,324.6903821047347
49548,3,3,22,2013,662.0,581.1783558573186,80.82164414268141
49569,3,3,22,2013,662.0,430.04406117044647,231.95593882955353
49577,2,2,22,2013,662.0,535.9191092804152,126.08089071958477
49582,4,2,22,2013,662.0,526.27020453377,135.72979546623003
49616,3,3,22,2013,662.0,312.3879477887665,349.6120522112335
49631,3,3,22,2013,662.0,661.1425104659718,0.8574895340282183
49636,3,3,22,2013,662.0,408.0910310008275,253.9089689991725
49662,3,3,22,2013,662.0,474.603801170294,187.396198829706
49676,3,3,22,2013,662.0,209.26365980970078,452.7363401902992
49688,3,3,22,2013,662.0,614.9802284924617,47.01977150753828
49716,3,3,22,2013,662.0,218.5197009069443,443.4802990930557
49723,3,3,22,2013,662.0,285.39389527392905,376.60610472607095
49724,3,3,22,2013,662.0,248.67957296103475,413.32042703896525
49725,3,3,22,2013,662.0,658.9352567480629,3.0647432519371023
49728,3,3,22,2013,662.0,638.6807686954386,23.319231304561413
49729,2,2,22,2013,662.0,201.45971059497876,460.5402894050212
49740,3,3,22,2013,662.0,506.7097944985081,155.29020550149193
49741,2,2,22,2013,662.0,210.83511764498627,451.16488235501373
49743,3,3,22,2013,662.0,192.20097050183705,469.79902949816295
49743,13,2,22,2013,662.0,64.33535385631616,597.6646461436839
49746,3,3,22,2013,662.0,219.16389217572404,442.8361078242759
49758,3,3,22,2013,662.0,648.3694943891757,13.630505610824343
49768,3,3,22,2013,662.0,215.5811016903528,446.4188983096472
49770,3,3,22,2013,662.0,630.8376321286843,31.162367871315723
49774,3,3,22,2013,662.0,190.34724712135784,471.65275287864216
49781,3,3,22,2013,662.0,551.547601274636,110.45239872536399
49782,2,2,22,2013,662.0,557.4478980934026,104.55210190659739
49783,3,3,22,2013,662.0,535.1664368341142,126.83356316588583
49785,4,2,22,2013,662.0,269.34279848339577,392.65720151660423
49788,3,3,22,2013,662.0,440.983015929747,221.016984070253
49789,3,3,22,2013,662.0,628.6159072392028,33.384092760797216
49822,3,3,22,2013,662.0,280.28835101821636,381.71164898178364
49823,3,3,22,2013,662.0,595.5123870455574,66.48761295444262
49823,5,2,22,2013,662.0,234.83363531972086,427.1663646802791
49832,3,3,22,2013,662.0,607.5714375720906,54.428562427909355
49851,3,3,22,2013,662.0,606.6132103093205,55.38678969067951
49851,4,3,22,2013,662.0,587.2055095785106,74.7944904214894
49855,3,3,22,2013,662.0,521.9609131904554,140.03908680954464
49859,3,3,22,2013,662.0,283.2828043352856,378.7171956647144
49883,2,2,22,2013,662.0,470.77257933175423,191.22742066824577
49891,3,3,22,2013,662.0,578.6858287100597,83.3141712899403
49892,3,3,22,2013,662.0,437.6642661646911,224.33573383530887
49894,3,3,22,2013,662.0,417.7256279446442,244.2743720553558
49902,3,3,22,2013,662.0,226.78994983666504,435.2100501633349
49904,2,2,22,2013,662.0,426.4732557073053,235.52674429269467
49925,2,2,22,2013,662.0,350.77778373914487,311.22221626085513
49927,3,3,22,2013,662.0,478.3892014940731,183.61079850592688
49940,3,3,22,2013,662.0,194.73876138573485,467.26123861426515
49949,4,2,22,2013,662.0,322.8941228319408,339.1058771680592
49958,3,3,22,2013,662.0,504.0493877928833,157.9506122071167
49976,3,3,22,2013,662.0,357.7617473753296,304.2382526246704
49982,3,3,22,2013,662.0,524.2405553243299,137.75944467567012
49983,3,3,22,2013,662.0,539.4419759494355,122.55802405056454
50001,2,2,22,2013,662.0,651.501868249902,10.498131750097969
50008,3,3,22,2013,662.0,467.07353413596934,194.92646586403066
50010,4,2,22,2013,662.0,435.75361244004273,226.24638755995727
50016,3,3,22,2013,662.0,237.1474060835684,424.8525939164316
50016,4,3,22,2013,662.0,152.0750708789421,509.92492912105786
50018,2,2,22,2013,662.0,341.8895462931968,320.1104537068032
50047,3,3,22,2013,662.0,238.72687268280066,423.27312731719934
50055,4,2,22,2013,662.0,189.48498628366448,472.5150137163355
50067,3,3,22,2013,662.0,621.6520034573791,40.347996542620876
50076,3,3,22,2013,662.0,189.05125390695775,472.94874609304225
50082,2,2,22,2013,662.0,510.1025395079561,151.89746049204388
50086,3,3,22,2013,662.0,244.26768965136986,417.7323103486301
50089,3,3,22,2013,662.0,185.82624644062895,476.17375355937105
50097,3,3,22,2013,662.0,318.74648301093515,343.25351698906485
50102,3,3,22,2013,662.0,327.2420608023105,334.7579391976895
50105,4,2,22,2013,662.0,432.77696556336895,229.22303443663105
50109,4,2,22,2013,662.0,544.9914424390267,117.00855756097326
50116,3,3,22,2013,662.0,391.2807139456633,270.7192860543367
50117,3,3,22,2013,662.0,534.0493427787687,127.95065722123127
50117,5,2,22,2013,662.0,185.9576408790892,476.04235912091076
50117,6,2,22,2013,662.0,174.726331842308,487.273668157692
50131,3,3,22,2013,662.0,219.2593137231284,442.7406862768716
50137,3,3,22,2013,662.0,260.71428093025156,401.28571906974844
50142,3,3,22,2013,662.0,513.0764053891822,148.92359461081776
50142,4,3,22,2013,662.0,460.8461385454492,201.1538614545508
50149,3,3,22,2013,662.0,432.695370982663,229.304629017337
50158,3,3,22,2013,662.0,223.96342102258,438.03657897742
50162,2,2,22,2013,662.0,350.33494403079106,311.66505596920894
50183,3,3,22,2013,662.0,371.03604048733575,290.96395951266425
50188,3,3,22,2013,662.0,281.4852266709298,380.5147733290702
50192,3,3,22,2013,662.0,436.4004508993957,225.5995491006043
50193,3,3,22,2013,662.0,313.5206200355588,348.4793799644412
50198,3,3,22,2013,662.0,448.6758627947348,213.32413720526517
50206,3,3,22,2013,662.0,191.3397809644385,470.6602190355615
50207,2,2,22,2013,662.0,625.3047557400254,36.69524425997463
50224,3,3,22,2013,662.0,657.928646154454,4.071353845546014
50225,4,2,22,2013,662.0,261.2810517999744,400.7189482000256
50237,3,3,22,2013,662.0,367.89874141761527,294.10125858238473
50243,4,2,22,2013,662.0,427.7815354721935,234.21846452780647
50250,3,3,22,2013,662.0,661.8953336813573,0.10466631864267129
50262,3,3,22,2013,662.0,468.1338087201867,193.86619127981328
50268,4,2,22,2013,662.0,608.7644918732324,53.23550812676763
50274,3,3,22,2013,662.0,436.7961962846787,225.20380371532133
50278,3,3,22,2013,662.0,562.427664394556,99.57233560544398
50289,3,3,22,2013,662.0,252.57494309558732,409.4250569044127
50290,4,2,22,2013,662.0,284.94027137027246,377.05972862972754
50308,3,3,22,2013,662.0,450.90127973784905,211.09872026215095
50333,3,3,22,2013,662.0,360.5332097616504,301.4667902383496
50343,3,3,22,2013,662.0,656.9083213630246,5.091678636975416
50345,3,3,22,2013,662.0,619.2610285875077,42.73897141249233
50367,4,2,22,2013,662.0,268.6187163630157,393.3812836369843
50369,3,3,22,2013,662.0,333.79963293598394,328.20036706401606
50377,3,3,22,2013,662.0,189.4782445896528,472.52175541034717
50379,3,3,22,2013,662.0,429.0185609745769,232.98143902542307
50386,3,3,22,2013,662.0,409.8846244934592,252.11537550654077
50392,3,3,22,2013,662.0,462.71339034895135,199.28660965104865
50393,3,3,22,2013,662.0,631.4207609246507,30.579239075349278
50402,2,2,22,2013,662.0,508.5554502954881,153.44454970451193
50409,3,3,22,2013,662.0,656.3624558048009,5.637544195199098
50422,3,3,22,2013,662.0,199.88581305595687,462.1141869440431
50424,3,3,22,2013,662.0,391.3626609058896,270.6373390941104
50425,3,3,22,2013,662.0,493.4686287418051,168.5313712581949
50438,3,3,22,2013,662.0,265.860715187795,396.139284812205
50454,3,3,22,2013,662.0,573.6659770088179,88.33402299118211
50459,3,3,22,2013,662.0,192.48267972999483,469.51732027000514
50460,3,3,22,2013,662.0,596.3174435327451,65.68255646725493
50470,3,3,22,2013,662.0,577.9172909746752,84.08270902532479
50485,3,3,22,2013,662.0,184.93200375879601,477.067996241204
50485,4,3,22,2013,662.0,176.37702668053282,485.6229733194672
50503,3,3,22,2013,662.0,600.657481316911,61.342518683089
50506,3,3,22,2013,662.0,404.60016569234807,257.39983430765193
50516,3,3,22,2013,662.0,628.0353434616324,33.96465653836765
50517,3,3,22,2013,662.0,373.83722448483616,288.16277551516384
50517,4,3,22,2013,662.0,228.77209435348774,433.2279056465122
50518,3,3,22,2013,662.0,382.33650009202495,279.66349990797505
50530,3,3,22,2013,662.0,206.59451403654577,455.4054859634542
50533,3,3,22,2013,662.0,433.25421223310474,228.74578776689526
50534,3,3,22,2013,662.0,291.90578732937036,370.09421267062964
50554,3,3,22,2013,662.0,642.3126221129161,19.687377887083926
50562,3,3,22,2013,662.0,577.1110286986461,84.88897130135388
50572,3,3,22,2013,662.0,337.952708400875,324.047291599125
50572,4,3,22,2013,662.0,326.61443368432435,335.38556631567565
50599,3,3,22,2013,662.0,634.9084215281839,27.091578471816092
50612,3,3,22,2013,662.0,200.21569657175252,461.7843034282475
50619,2,2,22,2013,662.0,618.2558721252161,43.744127874783885
50622,4,2,22,2013,662.0,211.9521047787711,450.04789522122894
50624,3,3,22,2013,662.0,367.5114449338056,294.4885550661944
50624,5,2,22,2013,662.0,232.07302523102925,429.92697476897075
50627,3,3,22,2013,662.0,531.0738140749575,130.92618592504255
50641,3,3,22,2013,662.0,225.53386841684076,436.46613158315927
50653,4,2,22,2013,662.0,497.3001440491262,164.69985595087383
50655,3,3,22,2013,662.0,354.0162717362932,307.9837282637068
50671,3,3,22,2013,662.0,231.28889022805512,430.71110977194485
50677,4,2,22,2013,662.0,225.2333960505229,436.7666039494771
50677,5,2,22,2013,662.0,129.71533845035768,532.2846615496424
50680,2,2,22,2013,662.0,438.5831861879445,223.41681381205552
50693,3,3,22,2013,662.0,316.5921289732142,345.4078710267858
50695,3,3,22,2013,662.0,508.76826234312057,153.23173765687943
50708,3,3,22,2013,662.0,189.19292869320182,472.8070713067982
50718,3,3,22,2013,662.0,383.8806827161568,278.1193172838432
50734,3,3,22,2013,662.0,463.21842363290034,198.78157636709966
50739,4,2,22,2013,662.0,661.9613279788506,0.038672021149409375
50751,3,3,22,2013,662.0,462.59742588266727,199.40257411733273
50754,3,3,22,2013,662.0,188.88322062368084,473.1167793763192
50755,3,3,22,2013,662.0,409.51969199104485,252.48030800895515
50755,4,3,22,2013,662.0,183.2134654506156,478.78653454938444
50759,3,3,22,2013,662.0,341.3455036320601,320.6544963679399
50793,3,3,22,2013,662.0,507.25368989393627,154.74631010606373
50800,3,3,22,2013,662.0,371.22101907258894,290.77898092741106
50815,4,2,22,2013,662.0,436.46481093560965,225.53518906439035
50826,4,2,22,2013,662.0,225.2636086875071,436.7363913124929
50833,3,3,22,2013,662.0,265.8251280082783,396.1748719917217
50836,3,3,22,2013,662.0,594.9939347272724,67.0060652727276
50840,3,3,22,2013,662.0,372.3715600259762,289.6284399740238
50840,4,3,22,2013,662.0,307.8429377425254,354.1570622574746
50860,3,3,22,2013,662.0,185.89669927477343,476.1033007252266
50914,3,3,22,2013,662.0,358.3440268826337,303.6559731173663
50926,2,2,22,2013,662.0,509.5514883452131,152.4485116547869
50933,2,2,22,2013,662.0,583.0087079972616,78.99129200273842
50937,3,3,22,2013,662.0,214.7125513875504,447.28744861244957
50955,4,2,22,2013,662.0,345.75075708456785,316.24924291543215
50959,4,2,22,2013,662.0,567.4308186908754,94.56918130912459
50968,3,3,22,2013,662.0,196.46279003240204,465.53720996759796
50981,3,3,22,2013,662.0,264.7629596784365,397.2370403215635
50982,3,3,22,2013,662.0,217.86690910213287,444.13309089786713
51001,2,2,22,2013,662.0,611.2817425697082,50.71825743029183
51020,2,2,22,2013,662.0,242.93842217709275,419.0615778229072
51034,3,3,22,2013,662.0,216.39730792763496,445.602692072365
51037,2,2,22,2013,662.0,464.9677731147375,197.0322268852625
51052,3,3,22,2013,662.0,272.68822978849647,389.31177021150353
51053,3,3,22,2013,662.0,620.8203153877462,41.17968461225382
51053,4,3,22,2013,662.0,237.70640102120495,424.29359897879505
51056,4,2,22,2013,662.0,311.72463962367215,350.27536037632785
51061,3,3,22,2013,662.0,217.2345576006563,444.76544239934367
51068,3,3,22,2013,662.0,349.4997567001986,312.5002432998014
51071,3,3,22,2013,662.0,191.61073294446786,470.3892670555322
51090,3,3,22,2013,662.0,209.21884419094442,452.7811558090556
51092,3,3,22,2013,662.0,260.65727295901576,401.34272704098424
51092,4,3,22,2013,662.0,133.97815101290053,528.0218489870995
51110,3,3,22,2013,662.0,335.3072127955739,326.6927872044261
51111,3,3,22,2013,662.0,566.7614772082816,95.23852279171842
51118,4,2,22,2013,662.0,299.80802840456244,362.19197159543756
51143,4,2,22,2013,662.0,378.08230852458826,283.91769147541174
51145,3,3,22,2013,662.0,220.39056435423922,441.60943564576075
51149,3,3,22,2013,662.0,585.516639463071,76.48336053692901
51168,3,3,22,2013,662.0,464.8202579316584,197.17974206834162
51176,3,3,22,2013,662.0,576.6890568739198,85.31094312608025
51178,3,3,22,2013,662.0,188.38509637575442,473.6149036242456
51183,3,3,22,2013,662.0,320.3373943417948,341.6626056582052
51188,3,3,22,2013,662.0,458.1955014476109,203.80449855238908
51190,3,3,22,2013,662.0,583.4070222454897,78.59297775451034
51191,3,3,22,2013,662.0,544.9782936836876,117.02170631631236
51195,3,3,22,2013,662.0,260.44168139576817,401.55831860423183
51199,4,2,22,2013,662.0,271.61785397783905,390.38214602216095
51202,3,3,22,2013,662.0,475.5419706988386,186.4580293011614
51213,3,3,22,2013,662.0,216.2866512295575,445.7133487704425
51220,3,3,22,2013,662.0,388.1422790161539,273.8577209838461
51242,3,3,22,2013,662.0,561.9149019644958,100.08509803550419
51249,3,3,22,2013,662.0,586.1581873450956,75.8418126549044
51251,4,2,22,2013,662.0,436.77388185437337,225.22611814562663
51261,3,3,22,2013,662.0,446.45822608594455,215.54177391405545
51266,3,3,22,2013,662.0,214.46673954720228,447.5332604527977
51268,3,3,22,2013,662.0,186.97669707912007,475.0233029208799
51270,3,3,22,2013,662.0,538.6569637927502,123.34303620724984
51287,3,3,22,2013,662.0,592.4822504367663,69.51774956323368
51290,3,3,22,2013,662.0,283.16561303400783,378.83438696599217
51315,4,2,22,2013,662.0,426.0069897800057,235.9930102199943
51317,3,3,22,2013,662.0,257.7169461416953,404.2830538583047
51318,3,3,22,2013,662.0,542.7332120673848,119.26678793261522
51350,3,3,22,2013,662.0,435.58079627159725,226.41920372840275
51365,4,2,22,2013,662.0,472.50001493535694,189.49998506464306
51385,3,3,22,2013,662.0,354.00837455668017,307.99162544331983
51403,3,3,22,2013,662.0,530.8772197909599,131.12278020904012
51406,3,3,22,2013,662.0,425.5030096630658,236.49699033693418
51415,3,3,22,2013,662.0,372.97864823791497,289.02135176208503
51417,3,3,22,2013,662.0,579.6823886742816,82.31761132571842
51422,3,3,22,2013,662.0,603.6487406718616,58.35125932813844
51432,3,3,22,2013,662.0,516.6577672398719,145.34223276012813
51460,3,3,22,2013,662.0,211.063675868031,450.936324131969
51464,3,3,22,2013,662.0,208.16861367791327,453.8313863220867
51478,3,3,22,2013,662.0,205.04097527063314,456.9590247293669
51479,3,3,22,2013,662.0,511.7073942405734,150.29260575942658
51483,3,3,22,2013,662.0,579.1856829985796,82.81431700142036
51492,4,2,22,2013,662.0,264.7008450327909,397.2991549672091
51495,3,3,22,2013,662.0,653.2169983843828,8.783001615617195
51516,3,3,22,2013,662.0,247.9855476804806,414.01445231951936
51541,3,3,22,2013,662.0,212.1404841369913,449.8595158630087
51548,3,3,22,2013,662.0,511.23789985846344,150.76210014153656
51549,3,3,22,2013,662.0,447.06278525001846,214.93721474998154
51554,3,3,22,2013,662.0,219.59493988605254,442.40506011394746
51561,3,3,22,2013,662.0,224.4574753401082,437.5425246598918
51569,3,3,22,2013,662.0,299.7705970650167,362.2294029349833
51572,3,3,22,2013,662.0,233.93523035169656,428.06476964830347
51579,3,3,22,2013,662.0,304.334432703812,357.665567296188
51582,3,3,22,2013,662.0,632.1677183719084,29.83228162809155
51589,3,3,22,2013,662.0,430.89340460330567,231.10659539669433
51611,3,3,22,2013,662.0,657.036861915702,4.9631380842979524
51618,3,3,22,2013,662.0,422.96918920181713,239.03081079818287
51650,3,3,22,2013,662.0,625.5923993396266,36.40760066037342
51653,3,3,22,2013,662.0,412.5749894018342,249.42501059816578
51653,4,3,22,2013,662.0,316.69444774583485,345.30555225416515
51686,3,3,22,2013,662.0,237.11111304414683,424.8888869558532
51692,3,3,22,2013,662.0,233.2668138638325,428.7331861361675
51711,3,3,22,2013,662.0,629.8010423006943,32.19895769930565
51716,2,2,22,2013,662.0,363.17583154434686,298.82416845565314
51716,3,2,22,2013,662.0,305.312449181953,356.687550818047
51721,3,3,22,2013,662.0,546.6646784983726,115.33532150162739
51734,3,3,22,2013,662.0,447.2092991156401,214.79070088435992
51750,3,3,22,2013,662.0,452.970446633915,209.029553366085
51761,2,2,22,2013,662.0,487.7148503090072,174.2851496909928
51770,3,3,22,2013,662.0,378.8686430221204,283.1313569778796
51791,3,3,22,2013,662.0,347.82604227957324,314.17395772042676
51794,3,3,22,2013,662.0,286.55663197492197,375.44336802507803
51796,3,3,22,2013,662.0,549.4924566525774,112.5075433474226
51827,3,3,22,2013,662.0,429.97911969672344,232.02088030327656
51830,3,3,22,2013,662.0,659.2542884983054,2.7457115016945863
51856,3,3,22,2013,662.0,525.9259511829027,136.07404881709726
51863,3,3,22,2013,662.0,203.72722138697475,458.27277861302525
51880,3,3,22,2013,662.0,587.5626432999696,74.43735670003036
51886,3,3,22,2013,662.0,505.92222444559053,156.07777555440947
51893,3,3,22,2013,662.0,479.8811050047375,182.1188949952625
51898,3,3,22,2013,662.0,281.79763535772895,380.20236464227105
51927,3,3,22,2013,662.0,576.0542188501515,85.94578114984847
51929,2,2,22,2013,662.0,374.60140161259363,287.39859838740637
51961,3,3,22,2013,662.0,545.7220451945979,116.27795480540215
51972,3,3,22,2013,662.0,380.7454325173367,281.2545674826633
51975,3,3,22,2013,662.0,430.60642170353884,231.39357829646116
51978,4,2,22,2013,662.0,609.7527460151932,52.247253984806775
52020,3,3,22,2013,662.0,206.18262031530026,455.81737968469974
52024,3,3,22,2013,662.0,389.84505430924514,272.15494569075486
52028,3,3,22,2013,662.0,320.01222026202606,341.98777973797394
52031,2,2,22,2013,662.0,304.3849037379143,357.6150962620857
52035,3,3,22,2013,662.0,222.43839138905963,439.56160861094037
52040,3,3,22,2013,662.0,425.36426660518543,236.63573339481457
52041,3,3,22,2013,662.0,199.76137759009157,462.23862240990843
52050,3,3,22,2013,662.0,239.48180536710578,422.5181946328942
52052,3,3,22,2013,662.0,308.9347396459542,353.0652603540458
52053,3,3,22,2013,662.0,575.1058532335954,86.89414676640456
52068,3,3,22,2013,662.0,272.69257370865324,389.30742629134676
52069,3,3,22,2013,662.0,490.12609654889286,171.87390345110714
52089,3,3,22,2013,662.0,247.6240234883764,414.3759765116236
52094,3,3,22,2013,662.0,187.16102314845165,474.83897685154835
52110,3,3,22,2013,662.0,279.5547846743694,382.4452153256306
52123,2,2,22,2013,662.0,194.15033585395284,467.8496641460472
52128,2,2,22,2013,662.0,221.23076174536413,440.76923825463587
52128,3,2,22,2013,662.0,125.80917859119927,536.1908214088007
52150,2,2,22,2013,662.0,341.29685525557034,320.70314474442966
52164,3,3,22,2013,662.0,282.6568319995279,379.3431680004721
52166,2,2,22,2013,662.0,201.43165835946323,460.5683416405368
52172,3,3,22,2013,662.0,284.1475984918205,377.8524015081795
52175,3,3,22,2013,662.0,423.1200486243806,238.87995137561938
52176,3,3,22,2013,662.0,193.80257786832976,468.19742213167024
52188,3,3,22,2013,662.0,221.12270203593926,440.87729796406074
52203,3,3,22,2013,662.0,381.07796938129866,280.92203061870134
52208,3,3,22,2013,662.0,484.21858099367336,177.78141900632664
52215,3,3,22,2013,662.0,406.3697502878966,255.63024971210342
52219,2,2,22,2013,662.0,195.0834120307713,466.91658796922866
52225,3,3,22,2013,662.0,509.9801160006324,152.0198839993676
52235,3,3,22,2013,662.0,204.76289972470596,457.23710027529404
52246,3,3,22,2013,662.0,631.4621607858184,30.537839214181645
52257,3,3,22,2013,662.0,193.53600191048923,468.46399808951077
52261,3,3,22,2013,662.0,403.363219043342,258.636780956658
52261,5,2,22,2013,662.0,339.2140365815024,322.7859634184976
52279,3,3,22,2013,662.0,473.9154980435591,188.08450195644087
52302,2,2,22,2013,662.0,617.1368051097779,44.863194890222076
52302,5,2,22,2013,662.0,231.24846021720634,430.75153978279366
52303,2,2,22,2013,662.0,265.0825388240395,396.9174611759605
52306,3,3,22,2013,662.0,241.6423004013803,420.35769959861966
52324,3,3,22,2013,662.0,585.242831164989,76.75716883501104
52330,3,3,22,2013,662.0,308.8643037879259,353.1356962120741
52335,3,3,22,2013,662.0,630.2326103192141,31.767389680785868
52352,3,3,22,2013,662.0,496.4819511960539,165.5180488039461
52385,4,2,22,2013,662.0,367.62186056222674,294.37813943777326
52415,3,3,22,2013,662.0,631.0570248400151,30.94297515998494
52424,3,3,22,2013,662.0,352.1372998453349,309.8627001546651
52424,4,3,22,2013,662.0,297.67383771589346,364.32616228410654
52427,3,3,22,2013,662.0,561.0294468787273,100.9705531212727
52429,3,3,22,2013,662.0,308.4042786455648,353.5957213544352
52441,3,3,22,2013,662.0,563.8053779473158,98.19462205268417
52441,4,3,22,2013,662.0,346.39408997374034,315.60591002625966
52442,3,3,22,2013,662.0,531.5585646383498,130.44143536165018
52443,2,2,22,2013,662.0,480.7336199993186,181.2663800006814
52453,4,2,22,2013,662.0,536.8134220685814,125.18657793141858
52462,4,2,22,2013,662.0,470.2428817291531,191.7571182708469
52467,3,3,22,2013,662.0,387.481933232141,274.518066767859
52468,3,3,22,2013,662.0,300.6383263664831,361.3616736335169
52474,3,3,22,2013,662.0,254.18878828298634,407.81121171701363
52475,2,2,22,2013,662.0,537.7041441627698,124.29585583723019
52484,3,3,22,2013,662.0,213.25445472506013,448.7455452749399
52486,3,3,22,2013,662.0,322.1534981743876,339.8465018256124
52491,3,3,22,2013,662.0,486.9576599076912,175.0423400923088
52533,3,3,22,2013,662.0,611.3932538626666,50.6067461373334
52543,2,2,22,2013,662.0,498.687296155562,163.31270384443798
52545,3,3,22,2013,662.0,609.5898908100271,52.4101091899729
52551,3,3,22,2013,662.0,288.3506511576759,373.6493488423241
52554,3,3,22,2013,662.0,216.54335190932952,445.45664809067046
52563,3,3,22,2013,662.0,576.2092748760671,85.79072512393293
52571,3,3,22,2013,662.0,481.37613545347875,180.62386454652125
52571,4,3,22,2013,662.0,449.8976626969826,212.1023373030174
52575,4,2,22,2013,662.0,213.11204729416315,448.8879527058368
52581,4,2,22,2013,662.0,661.9614081490765,0.038591850923467064
52587,4,2,22,2013,662.0,631.5488066805905,30.451193319409526
52589,3,3,22,2013,662.0,252.74215585270832,409.2578441472917
52604,4,2,22,2013,662.0,407.1673197013333,254.83268029866667
52613,3,3,22,2013,662.0,242.50202289947674,419.49797710052326
52628,3,3,22,2013,662.0,661.2752366680885,0.7247633319115039
52643,3,3,22,2013,662.0,300.27208278329243,361.72791721670757
52647,3,3,22,2013,662.0,538.0530065119309,123.9469934880691
52649,3,3,22,2013,662.0,209.85785151365982,452.14214848634015
52651,3,3,22,2013,662.0,513.2543022350086,148.7456977649914
52672,3,3,22,2013,662.0,257.38047379027375,404.61952620972625
52679,3,3,22,2013,662.0,411.2730682138137,250.7269317861863
52691,3,3,22,2013,662.0,422.8507069054434,239.14929309455658
52718,3,3,22,2013,662.0,566.8724613602909,95.12753863970909
52736,3,3,22,2013,662.0,266.4654963395329,395.5345036604671
52760,2,2,22,2013,662.0,227.94595070098862,434.05404929901135
52776,3,3,22,2013,662.0,598.6005542967442,63.399445703255765
52803,4,2,22,2013,662.0,324.8562556159708,337.1437443840292
52808,2,2,22,2013,662.0,187.69968687113825,474.3003131288617
52815,3,3,22,2013,662.0,500.62066985361986,161.37933014638014
52826,3,3,22,2013,662.0,307.51089284335427,354.48910715664573
52834,3,3,22,2013,662.0,561.1518334673384,100.8481665326616
52847,3,3,22,2013,662.0,496.8809207040778,165.11907929592218
52861,3,3,22,2013,662.0,287.84326471340387,374.15673528659613
52863,3,3,22,2013,662.0,258.06920203744954,403.93079796255046
52863,5,2,22,2013,662.0,238.886320525634,423.113679474366
52875,3,3,22,2013,662.0,293.46842545756095,368.53157454243905
52887,3,3,22,2013,662.0,217.51241641325387,444.48758358674615
52891,2,2,22,2013,662.0,331.4674765232869,330.5325234767131
52895,3,3,22,2013,662.0,231.3623375884643,430.6376624115357
52897,4,2,22,2013,662.0,184.69717928186057,477.3028207181394
52901,3,3,22,2013,662.0,510.17399338634425,151.82600661365575
52919,2,2,22,2013,662.0,539.882670900363,122.117329099637
52923,3,3,22,2013,662.0,242.4063123651259,419.5936876348741
52924,3,3,22,2013,662.0,463.3270847826168,198.6729152173832
52940,3,3,22,2013,662.0,185.74951885115945,476.25048114884055
52965,4,2,22,2013,662.0,274.7857384929302,387.2142615070698
52975,2,2,22,2013,662.0,394.92128305327464,267.07871694672536
52979,3,3,22,2013,662.0,593.7290128265224,68.27098717347758
53018,4,2,22,2013,662.0,444.5266764627157,217.47332353728427
53019,3,3,22,2013,662.0,383.03323301352196,278.96676698647804
53022,4,2,22,2013,662.0,587.4195530942294,74.5804469057706
53027,3,3,22,2013,662.0,184.65322791890682,477.34677208109315
53037,4,2,22,2013,662.0,242.221539236217,419.77846076378296
53038,3,3,22,2013,662.0,624.5969672930985,37.40303270690151
53047,2,2,22,2013,662.0,269.003260995589,392.996739004411
53059,3,3,22,2013,662.0,472.7121821876118,189.2878178123882
53086,3,3,22,2013,662.0,538.5198878933566,123.48011210664345
53088,3,3,22,2013,662.0,228.0834615619058,433.9165384380942
53091,3,3,22,2013,662.0,463.6128636035445,198.3871363964555
53095,3,3,22,2013,662.0,331.37399347325646,330.62600652674354
