Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_5s1/2(2),J_5p1/2(2),J_5p3/2(2),J_5d3/2(1),J_6s1/2(2),J_total_La_relativistic
0.9500000000000001,0.014024960910097058,0.04967675946558974,0.024778365103459606,0.026226615362668283,0.10837079176049264,0.06762089114867689,0.07028992352272403,0.046396762592685235,0.04700488704893416,0.18590728768565662,0.15378422683608486,0.15936283689903763,0.13005322654105966,0.13166285781063086,0.13671371846681468,0.24430305361450758,0.23768715260845835,0.199828589189048,0.04886780900980428,6.019996856455339
1.0,0.014023765074022651,0.049627038542568294,0.02477826803950856,0.02622649180295487,0.10771495921259254,0.06760888360085303,0.0702754168756164,0.046396636055443294,0.04700475017939426,0.18044354666300647,0.15309721392124118,0.15854486591045558,0.1299438980610286,0.1315446238325116,0.11939212516841552,0.2251480683415817,0.216979203663535,0.17844877208294294,0.04312508676481954,5.813128976287731
1.05,0.014022508066203879,0.049574827215072184,0.02477815539252278,0.026226348416106167,0.10703003013076398,0.06759500992136001,0.0702586625560253,0.04639647469568334,0.047004575666842296,0.17488593927483825,0.1523213439845353,0.15762317812793464,0.1298094273803824,0.1313993505290127,0.10438772630858359,0.20629329384195266,0.1968689069976263,0.15886970491465136,0.037527065059010656,5.6148570531745
1.1,0.014021189909591095,0.049520134306721524,0.02477802559430437,0.026226183209740957,0.10631665047860608,0.0675790980593238,0.07023945509587899,0.04639627141232825,0.047004355843636304,0.16925566414520607,0.15145248321211796,0.15659344382864604,0.12964626275967633,0.13122326685019026,0.09158125102028128,0.1879590537446638,0.17757955744401024,0.14102803045547496,0.03226381505397968,5.4265731926691485
1.1500000000000001,0.014019810628247599,0.04946296905112778,0.024777877005626295,0.026225994101835966,0.10557548962997548,0.06756097118017122,0.07021758366523095,0.04639601813120059,0.047004081994006935,0.16357357762929997,0.15048702222666654,0.15545201497883296,0.12945073311138752,0.13101248791161174,0.08081999510615057,0.17033300832133952,0.1592910334445633,0.12484155733333951,0.02745675242960605,5.249209432915679
1.2000000000000002,0.014018370247348696,0.049403341089022806,0.02477770791699816,0.026225778921780955,0.10480723930739237,0.06754044812584274,0.07019283266122553,0.04639570573703163,0.0470037442814588,0.15786007496768242,0.14942191765492652,0.15419596935207355,0.1292190941005014,0.13076306561838624,0.07192760336837685,0.1535683800354676,0.14214000008344943,0.11021648640372678,0.02317157328811636,5.083288181229395
1.25,0.014016868793180716,0.04934126046526533,0.024777516549464005,0.02622553541147761,0.10401261249210886,0.06751734388436449,0.07016498230781269,0.04639532400677798,0.0470033316777013,0.15213497951195043,0.14825472599847392,0.15282314430745397,0.1289475768459613,0.13047104175761695,0.06471298049387623,0.13778388832521773,0.12622191298273847,0.09705264196829327,0.019431452369096217,4.928980043795087
1.3,0.014015306293139988,0.04927673762572621,0.02477730105543171,0.026225261226481507,0.1031923423083469,0.06749147006738748,0.07013380926431433,0.046394861544696825,0.04700283189360028,0.14641744072789456,0.14698362964302855,0.15133216016208065,0.12863243805416355,0.13013250226512238,0.05897813482592491,0.12306504701353127,0.11159432649852119,0.08524723030125854,0.016228832978064642,4.78616314733158
1.35,0.014013682775731772,0.049209783414054076,0.024777059519533524,0.026224953937186424,0.10234718088425042,0.06746263539429072,0.07009908724093455,0.04639430571962072,0.04700223131262977,0.14072584155104087,0.14560745496835936,0.14972243326436668,0.12827001042617114,0.12974363139699577,0.05452484986643241,0.10946648153740413,0.09828105709578257,0.074697520187779,0.013535216959669633,4.654480460923314
1.4000000000000001,0.014011998270569146,0.04914040906832292,0.024776789959517195,0.02622461103005028,0.10147789819212573,0.06743064618143887,0.07006058761930473,0.046393642604859904,0.04700151492728819,0.13507771553752979,0.144125682640967,0.14799417903402284,0.12785675222665666,0.129300764600316,0.05116015396283332,0.09701494891301654,0.08627681788277108,0.06530273709045366,0.011308908887557227,4.5333930790744965
1.4500000000000002,0.01401025280837186,0.04906862621756316,0.024776490327167174,0.026224229908861873,0.10058528087056576,0.0673953068351842,0.07001808007615848,0.046392856921144705,0.047000666278925685,0.12948967412265977,0.14253845028339232,0.14614840537921694,0.12738929497976673,0.1288004389740387,0.04870061840573229,0.08571278240017834,0.07555201221772388,0.05696538336984336,0.009500916002416168,4.4222283293655815
1.5,0.014008446420965126,0.048994446878177944,0.024776158509255363,0.026223807896047675,0.09967013103106738,0.06735642034720662,0.069971333208245,0.046391931983003024,0.04699966740140898,0.12397734417199871,0.14084654781559755,0.14418689702902773,0.12686448835946484,0.128239440334098,0.04697555850954502,0.0755415283029768,0.06605744540781348,0.04959213816509055,0.00805929352239845,4.320222151130918
1.55,0.014006579141278393,0.04891788345024638,0.024775792328520882,0.026223342234017812,0.09873326505175703,0.06731378879079487,0.06992011515660787,0.04639084964894782,0.046998498769027564,0.11855531588746264,0.13905140585415496,0.14211219142875378,0.12627944146347372,0.1276148460391053,0.04582924250402694,0.06646558910838252,0.0577287788943489,0.04309444777777174,0.006932233455381418,4.22655558307518
1.6,0.014004651003344058,0.048838948713715434,0.024775389544678214,0.026222830086550408,0.09777551236083791,0.06726721381668561,0.06986419422838315,0.046389590275827675,0.046997139249019965,0.11323710101469647,0.1371550776330535,0.13992754693602644,0.1256315597946993,0.12692406288790076,0.045122231118738386,0.058435731688275754,0.0504906082347926,0.03738888665639866,0.006070167653563855,4.14038546679822
1.6500000000000001,0.014002662042296136,0.048757655824482396,0.02477494785545322,0.026222268540213426,0.09679771421236286,0.06721649714709622,0.06980333951430358,0.04638813267766962,0.04699556605907206,0.10803510118976584,0.13516021497522934,0.13763690412670432,0.12491857741621108,0.12616485956113208,0.04473197873649365,0.051392359380966125,0.04426009353946672,0.032397347275865254,0.005427115619424229,4.060869658222505
1.7000000000000002,0.014000612294368905,0.048674018310369695,0.024774464897646363,0.026221654605823094,0.09580072245692003,0.06716144106660989,0.06973732150013481,0.046386454089317894,0.04699375473011059,0.10296058616366249,0.13307003889619237,0.135244841071355,0.12413858389015761,0.12533539324013504,0.04455282709270234,0.045268481281124304,0.038950108794197566,0.02804710169983452,0.004961465905096916,3.987187162054639
