p,ChiF,ChiG,ChiTotal,I(p),J(Q)
247.05,2.446167710201385e-06,-2.991419794961697e-05,3.0014046302278205e-05,5.498178216193291e-05,0.00010737121241492426
247.10000000000002,2.4748332421474643e-06,-3.2765163116623557e-05,3.28584953038843e-05,6.592358768224203e-05,0.0001073650956354065
247.15,2.5025139010755965e-06,-3.5632912162563216e-05,3.5720680354803186e-05,7.79400488729853e-05,0.00010735781883103615
247.20000000000002,2.529191578147908e-06,-3.851650857454517e-05,3.85994590999924e-05,9.104568559483601e-05,0.00010734927304309976
247.25,2.554848707578712e-06,-4.1415001073355024e-05,4.1493729234965305e-05,0.0001052537402908711,0.0001073393479752901
247.3,2.5794682796765534e-06,-4.432742409711745e-05,4.440241191299822e-05,0.0001205761341085384,0.00010732793212615538
247.35000000000002,2.6030338535243725e-06,-4.72527982971864e-05,4.732444117110286e-05,0.00013702342474990181,0.00010731491292576256
247.4,2.6255295692851148e-06,-5.019013104603501e-05,5.0258757047278414e-05,0.00015460476616054747,0.00010730017687638922
247.45000000000002,2.646940160119366e-06,-5.3138416956660976e-05,5.320430103733351e-05,0.0001733278701636015,0.00010728360969704819
247.5,2.6672509637018066e-06,-5.609663841314438e-05,5.616001307833211e-05,0.00019319897014288503,0.00010726509647163844
247.55,2.6864479333254694e-06,-5.906376611199642e-05,5.9124829554351235e-05,0.0002142227868760824,0.00010724452180050564
247.60000000000002,2.7045176485803414e-06,-6.203875961378663e-05,6.209768200286291e-05,0.00023640249661424276,0.00010722176995518659
247.65,2.7214473255971243e-06,-6.502056790471453e-05,6.507749631168668e-05,0.0002597397015012734,0.00010719672503610183
247.70000000000002,2.737224826843457e-06,-6.800812996758586e-05,6.806319226601657e-05,0.0002842344024215575,0.00010716927113295248
247.75,2.751838670464243e-06,-7.100037536181598e-05,7.105368334989417e-05,0.0003098849743606116,0.00010713929248756853
247.8,2.7652780391549923e-06,-7.399622481191961e-05,7.404787673559573e-05,0.0003366881443578262,0.00010710667365894806
247.85000000000002,2.777532788560493e-06,-7.699459080407209e-05,7.704467341405265e-05,0.0003646389721264532,0.00010707129969021972
247.9,2.788593455189231e-06,-7.999437819019363e-05,8.00429684325491e-05,0.0003937308334097776,0.0001070330562772533
247.95000000000002,2.798451263836945e-06,-8.29944847991251e-05,8.304165121520814e-05,0.00042395540613810855,0.00010699182993863735
248.0,2.8070981345108727e-06,-8.599380205430986e-05,8.603960594803187e-05,0.00045530265944426177,0.00010694750818673722
248.05,2.8145266888493387e-06,-8.899121559756498e-05,8.903571201498047e-05,0.00048776084559109276,0.00010689997969954075
248.10000000000002,2.82073025602967e-06,-9.198560591832777e-05,9.202884447464925e-05,0.000521316494856784,0.00010684913449299571
248.15,2.8257028781600557e-06,-9.49758489879333e-05,9.501787456965323e-05,0.0005559544134192221,0.00010679486409353752
248.20000000000002,2.8294393151499595e-06,-9.79608168983598e-05,9.80016702624608e-05,0.0005916576842733895,0.00010673706171050356
248.25,2.8319350490554226e-06,-0.00010093937850489037,0.0001009790967927303,0.000628407671209375,0.00010667562240812767
248.3,2.833186287895899e-06,-0.00010391040007222204,0.00010394901725226249,0.0006661840258731558,0.00010661044327680519
248.35000000000002,2.833189968939634e-06,-0.00010687274592340727,0.00010691029317427422,0.0007049646979239931,0.00010654142360331938
