Q,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(6),J_4s(1),J_3d(10),J_total_Zn
3.7,0.027651432053181962,0.05793204910869845,0.05126605582987143,0.014458638675941979,0.02749989586207311,0.0007229468965879531,0.04440732521158339,1.1181990957363217
3.75,0.02761526833695956,0.05699615139590498,0.05110702754544572,0.014374311813761777,0.026080782649413464,0.0006983036041099329,0.043088934122926546,1.0933842726998932
3.8000000000000003,0.027578684822643737,0.05606492890802337,0.05094412740406673,0.014309212687448291,0.02472826187131056,0.0006774377961355597,0.04180719101796512,1.0693667742604172
3.85,0.027541684006247444,0.055138707606380274,0.050777371592575955,0.014260336840780803,0.02344034638136588,0.0006599035075105406,0.04056131682294103,1.0461207399948993
3.9000000000000004,0.02750426840733155,0.054217802987796326,0.05060677925876084,0.014224924284987265,0.022215021579696292,0.0006452941657394314,0.03935052775509391,1.023620662273391
3.95,0.027466440568621714,0.05330252003725683,0.05043237245860614,0.014200448171723015,0.021050255221920777,0.0006332398650290627,0.038174037785470384,1.0018414412231267
4.0,0.02742820305562293,0.052393153194266795,0.0502541761002194,0.01418460334161731,0.01994400636310678,0.0006234047583165858,0.037031060831390905,0.9807584317935133
4.05,0.027389558456231835,0.051489986332644185,0.0500722178846234,0.01417529484223314,0.018894233475874822,0.0006154845733546935,0.03592081270351956,0.9603474836071125
4.1000000000000005,0.027350509380346954,0.05059329275347849,0.04988652824360807,0.014170626497378512,0.017898901783529004,0.0006092042562473674,0.03484251283049023,0.9405849742426274
4.15,0.027311058459477035,0.049703335190957196,0.04969714027483334,0.014168889598684146,0.016955989850116673,0.0006043157436550365,0.03379538578214222,0.9214478365566692
4.2,0.027271208346347567,0.04882036583073918,0.04950408967437319,0.014168551780215071,0.016063495469807,0.0006005958631432379,0.032778662610619035,0.9029135806121616
4.25,0.027230961714505637,0.047944626340533286,0.04930741466688996,0.014168246127592647,0.015219440897996385,0.0005978443597681486,0.03179158202689526,0.8849603107430702
4.3,0.027190321257923266,0.04707634791251999,0.04910715593362588,0.014166760564642071,0.014421877466167944,0.0005958820459185101,0.0308333914287191,0.8675667382479616
4.3500000000000005,0.027149289690599352,0.04621575131723698,0.04890335653839703,0.01416302755291457,0.013668889621820588,0.000594549070616905,0.02990334779449547,0.850712190168996
4.4,0.02710786974616032,0.045363046968533244,0.04869606185177261,0.014156114132524976,0.012958598433797585,0.0005937033038811919,0.02900071845628427,0.8343766145784633
4.45,0.027066064177459666,0.04451843499918218,0.048485319473619636,0.014145212326552309,0.012289164602137812,0.0005932188313222757,0.028124781763846803,0.8185405827620457
4.5,0.027023875756176433,0.04368210534673259,0.04827117915419078,0.014129629925729591,0.011658791010192607,0.0005929845538756621,0.027274827650537976,0.8031852886567088
4.55,0.026981307272412845,0.04285423784916574,0.04805369271392965,0.01410878166525439,0.011065724855236674,0.0005929028874044519,0.02645015811080505,0.7882925458715233
4.6000000000000005,0.026938361534291126,0.04203500234991814,0.04783291396216473,0.014082180801238233,0.010508259392190456,0.0005928885568476486,0.02565008759811177,0.7738447825918391
4.65,0.0268950413675497,0.04122455881182349,0.04760889861485976,0.014049431090536402,0.00998473532339382,0.0005928674796004997,0.02487394335125214,0.7598250346410631
4.7,0.026851349615138825,0.0404230574395215,0.04738170421158439,0.014010219174415806,0.009493541865653798,0.0005927757328867645,0.024121065656244802,0.746216936949803
