Q,J_1s_one_electron,J_2s_one_electron,J_3s_one_electron,J_2p_one_electron,J_3p_one_electron,J_3d_one_electron,J_4s_one_electron,J_4p_one electron,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(6),J_4s(1),J_3d(10),J_4p(4),J_total_Se
3.1,0.024879211572240326,0.0670058900543847,0.026406505669889894,0.04644420947878114,0.06780020111943723,0.07824168558231857,0.008345307576638872,0.006085168692637273,0.04975842314448065,0.1340117801087694,0.27866525687268684,0.05281301133977979,0.40680120671662334,0.016690615153277744,0.7824168558231858,0.024340674770549093,1.7454978239293526
3.1500000000000004,0.024857945459572654,0.06629104943960978,0.025111206389635564,0.04638378710960243,0.06558168693506526,0.07688775139236499,0.00775780843116898,0.005965840918245104,0.04971589091914531,0.13258209887921957,0.2783027226576146,0.05022241277927113,0.39349012161039154,0.01551561686233796,0.7688775139236499,0.023863363672980416,1.7125697413046104
3.2,0.024836363967626417,0.0655735837544452,0.02391100422820968,0.04632110432486586,0.06339877221812153,0.07553407002604177,0.007205217245463379,0.005839486675603504,0.04967272793525283,0.1311471675088904,0.27792662594919515,0.04782200845641936,0.3803926333087292,0.014410434490926757,0.7553407002604178,0.023357946702414017,1.6800702446122455
3.25,0.024814468260257856,0.06485378378552775,0.02280148988472277,0.04625613328380665,0.06125342995984368,0.07418212519203557,0.006686866655215161,0.0057069996449150805,0.04962893652051571,0.1297075675710555,0.2775367997028399,0.04560297976944554,0.3675205797590621,0.013373733310430323,0.7418212519203558,0.022827998579660322,1.648019847133365
3.3000000000000003,0.024792259517375913,0.06413193706403894,0.021778266359945023,0.046188847569556185,0.05914744286895449,0.07283332991139112,0.006201907396429286,0.005569263746749034,0.04958451903475183,0.12826387412807788,0.2771330854173371,0.043556532719890045,0.354884657213727,0.012403814792858571,0.7283332991139112,0.022277054986996135,1.61643683740755
3.35,0.024769738934799057,0.06340832771662408,0.020836967046149932,0.0461192222140029,0.057082407375495456,0.07148902564393844,0.005749341799556832,0.005427140125013017,0.049539477869598114,0.12681665543324816,0.27671533328401743,0.041673934092299865,0.3424944442529727,0.011498683599113664,0.7148902564393844,0.021708560500052067,1.5853373454706865
3.4000000000000004,0.02474690772411026,0.06268323632285208,0.019973272161935413,0.04604723372040812,0.05505973835887258,0.07015048189500776,0.005328053827049398,0.005281457249821241,0.04949381544822052,0.12536647264570416,0.27628340232244875,0.039946544323870826,0.3303584301532355,0.010656107654098796,0.7015048189500777,0.021125828999284963,1.5547354204969412
3.45,0.024723767112510148,0.06195693977903846,0.01918292357621743,0.045972860083779606,0.05308067450341558,0.06881889625518788,0.004936835819255653,0.005133003614990641,0.049447534225020295,0.12391387955807692,0.27583716050267765,0.03836584715243486,0.3184840470204935,0.009873671638511307,0.6881889625518788,0.020532014459962562,1.5246431171090558
3.5,0.024700318342668347,0.06122971116827576,0.0184617380732338,0.04589608080900921,0.05114628418920602,0.06749539482739089,0.004574412140700478,0.004982522581047243,0.049400636685336695,0.12245942233655152,0.2753764848540553,0.0369234761464676,0.3068777051352361,0.009148824281400956,0.6749539482739089,0.019930090324188972,1.495070588037146
3.5500000000000003,0.02467656267257311,0.060501819636536336,0.017805619116832306,0.045816876926785065,0.04925747183082541,0.06618103299733702,0.004239459935375217,0.0048307089806113234,0.04935312534514622,0.12100363927307267,0.2749012615607104,0.03561123823366461,0.2955448309849525,0.008478919870750433,0.6618103299733702,0.019322835922445294,1.4660261811641124
