Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(6),J_4f5/2(6),J_4f7/2(8),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/2(4),J_5d5/2(6),J_5f5/2(6),J_6s1/2(2),J_6p1/2(2),J_6p3/2(4),J_7s1/2(2),J_total_Pu_relativistic
0.1,0.00719705174341226,0.025891212895293874,0.012367144069516252,0.014872542845063045,0.05679597467678435,0.03297081126321017,0.037014022434019446,0.023695603558256104,0.024556700247811203,0.1119343463668487,0.07004336274072523,0.07803075117415421,0.0573358800679866,0.05909519072855674,0.04556874824570822,0.046244433099180166,0.22520393265503702,0.1479072828884305,0.1660652392158781,0.1381068646186579,0.14298847104272533,0.21584342424615263,0.5301824596187118,0.37694316822721574,0.44969924400483885,1.7577048678107137,13.86783449344638
0.11,0.00719704783370205,0.025891059242225553,0.012367144067089773,0.014872542843221296,0.05679409296668883,0.032970811174459276,0.03701402227618557,0.023695603558253037,0.024556700247807414,0.11191826772870467,0.07004335865620082,0.07803074415397138,0.05733588006674395,0.05909519072703132,0.04556874824570783,0.04624443309917973,0.22506930462531247,0.1479071077066936,0.16606492559283953,0.13810686399227123,0.14298847023421296,0.21584017480607906,0.5285226530937862,0.3769246469097997,0.449653955131664,1.6940038267763748,13.736567962381145
0.12,0.007197043551642127,0.025890890956700646,0.012367144064244048,0.014872542840802572,0.05679203212154976,0.03297081105790737,0.03701402206891203,0.023695603558248218,0.024556700247801454,0.111900660571107,0.07004335329273116,0.07803073493588569,0.05733588006478841,0.05909519072463081,0.04556874824570709,0.04624443309917888,0.2249219518410943,0.14790687777172623,0.16606451400904748,0.13810686300738423,0.14298846896307335,0.21583466317838265,0.5267111420390957,0.3769004214271603,0.4495948360209285,1.6271136797761472,13.598510095917202
0.13,0.007197038897233483,0.025890708039037952,0.012367144060927765,0.014872542837697364,0.056789792161938704,0.03297081090827894,0.037014021802817876,0.02369560355824091,0.02455670024779242,0.11188152565154778,0.07004334640787788,0.07803072310339283,0.05733588006182478,0.059095190720992875,0.04556874824570578,0.0462444330991774,0.2247619006697304,0.1479065827537957,0.16606398601407493,0.13810686151618645,0.1429884670386464,0.21582585731721057,0.524749635858784,0.37686945694295454,0.4495194347426985,1.5576602821020078,13.454897909671473
0.14,0.0071970338704772,0.02589051048958399,0.012367144057085151,0.014872542833786638,0.05678737311021451,0.03297081071984032,0.0370140214677077,0.02369560355823018,0.024556700247779152,0.11186086379315734,0.07004333773823965,0.07803070820402323,0.05733588005747446,0.05909519071565278,0.04556874824570353,0.04624443309917484,0.2245891797379714,0.1479062114478175,0.16606332160512755,0.13810685932946876,0.1429884642169204,0.21581249182665713,0.5226399803666743,0.3768306455328755,0.4494251464391248,1.4862655411135755,13.306958634244475
0.15,0.0071970284713744415,0.025890298308712995,0.012367144052655972,0.014872542828941841,0.05678477499052301,0.03297081048639984,0.037014021052571976,0.02369560355821485,0.02455670024776019,0.11183867588464663,0.07004332699948193,0.078030689749405,0.057335880051261,0.05909519070802574,0.04556874824569982,0.04624443309917063,0.22440381992365852,0.14790575177903767,0.166062499239935,0.13810685620965168,0.1429884601915686,0.21579308812042536,0.5203841548161048,0.3767828101836,0.4493092271734133,1.4135382100052263,13.155891481130666
0.16,0.007197022699926459,0.02589007149682691,0.01236714404757554,0.014872542823024913,0.05678199782879653,0.03297081020130797,0.03701402054558742,0.02369560355819347,0.024556700247733758,0.11181496288024508,0.07004331388636904,0.07803066721533214,0.05733588004259465,0.05909519069738791,0.04556874824569392,0.04624443309916394,0.22420585434676316,0.14790519080915437,0.16606149585062802,0.13810685186332042,0.14298845458435944,0.21576599278875452,0.5179842687267836,0.376724709024645,0.449168808424413,1.340065551995071,13.002851261356193
0.17,0.007197016556134591,0.025889830054355398,0.0123671440417747,0.014872542815888266,0.056779041652753534,0.03297080985745754,0.037014019934117404,0.02369560355816426,0.024556700247697634,0.11178972579963375,0.07004329807279834,0.07803064004183743,0.05733588003075568,0.05909519068285594,0.045568748245684784,0.04624443309915359,0.2239953183597809,0.1479045147428748,0.1660602868585918,0.1381068459332823,0.14298844693496082,0.2157294309725259,0.515442558516277,0.37665503977471915,0.4490009121337268,1.2664060140334426,12.84893411544504
0.18,0.007197010040000263,0.025889573981755818,0.01236714403517984,0.014872542807374793,0.0567759064918981,0.03297080944728386,0.03701401920471228,0.02369560355812507,0.02455670024764918,0.11176296572787421,0.07004327921183699,0.07803060763327031,0.05733588001487663,0.059095190663365195,0.04556874824567101,0.04624443309913798,0.2237722495374848,0.14790370893490398,0.16605884619028397,0.13810683799016135,0.14298843669016012,0.21568156995726068,0.5127613839441708,0.37657244438337995,0.4488024662099701,1.193083007386358,12.695165520297092
0.19,0.007197003151524986,0.02588930327951326,0.012367144027712886,0.014872542797317881,0.05677259237751945,0.032970808962764935,0.03701401834310989,0.023695603558073354,0.024556700247585217,0.11173468381533244,0.07004325693576102,0.07803056935837993,0.05733587999392345,0.0590951906376466,0.0455687482456507,0.04624443309911497,0.22353668766604157,0.14790275789736101,0.166057146294006,0.138106827523547,0.1429884231925225,0.2156205874027152,0.5099432243773492,0.37647551384813654,0.44857032039331807,1.1205798511633007,12.542490651200982
0.2,0.0071969958907103565,0.02588901794814051,0.012367144019291312,0.014872542785541398,0.05676909934269141,0.03297080839542171,0.03701401733423595,0.023695603558006085,0.02455670024750203,0.11170488127759852,0.07004323085609665,0.07803052455040298,0.05733587996667549,0.05909519060420216,0.04556874824562139,0.04624443309908174,0.22328867473149552,0.14790164530761907,0.1660551581576158,0.13810681393271315,0.1429884056685118,0.2155447386175697,0.5069906748852028,0.37636279318657767,0.4483012623827873,1.0493358956898393,12.391767098826378
0.21,0.007196988257558057,0.025888717988178066,0.012367144009828126,0.014872542771859704,0.05676542742227185,0.03297080773631822,0.03701401616220455,0.023695603557919734,0.02455670024739524,0.11167355939540158,0.07004320056366391,0.07803047250715646,0.05733587993170443,0.05909519056127904,0.04556874824557982,0.046244433099034615,0.22302825490762507,0.14790035401656348,0.1660528513271673,0.13810679651692773,0.142988383216099,0.21545241794371592,0.5039064421739264,0.3762327865426611,0.4479920341287849,0.9797438069462787,12.24375987361214
0.22,0.007196980252069861,0.025888403400194118,0.012367143999231884,0.01487254275607764,0.05676157665290209,0.0329708069760619,0.03701401481031872,0.02369560355781019,0.02455670024725976,0.1116407195145204,0.07004316562862285,0.07803041249113549,0.057335879887352115,0.05909519050684247,0.04556874824552185,0.04624443309896892,0.22275547454317618,0.14789886605726488,0.16605019392646497,0.13810677446536948,0.14298835479188457,0.21534221042440957,0.5006933403693772,0.37608396240597036,0.4476393481942983,0.9121479621478658,12.099138574337083
0.23,0.00719697187424762,0.02588807418478457,0.012367143987406683,0.014872542737990546,0.05675754707300631,0.03297080610480374,0.037014013261070886,0.023695603557672723,0.024556700247089745,0.11160636304568929,0.07004312560052167,0.07803034372961584,0.05733587983170722,0.05909519043854709,0.045568748245442235,0.04624443309887866,0.22247038214847886,0.14789716265406055,0.1660471526775177,0.13810674684667315,0.142988319197762,0.21521293126590282,0.49735428665824877,0.37591475892252535,0.44723990408967607,0.8468438806326878,11.958476553860113
0.24,0.00719696312409328,0.025887730342573027,0.012367143974252164,0.014872542717384243,0.05675333872279088,0.0329708051122386,0.03701401149614345,0.023695603557501912,0.024556700246878484,0.11157049146449943,0.07004308000834748,0.07803026541476143,0.05733587976258103,0.05909519035370722,0.045568748245334384,0.04624443309875639,0.22217302838145178,0.14789522423204005,0.16604369292187748,0.13810671259812288,0.14298827506715076,0.21506365195470806,0.4938922967975674,0.37572358927563476,0.44679040448822066,0.7840785939202677,11.82225188253461
0.25,0.0071969540016088695,0.02588737187421078,0.012367143959663507,0.014872542694035052,0.056748951644243706,0.03297080398760545,0.03701400949640939,0.023695603557291573,0.024556700246618334,0.11153310631129605,0.0700430283605793,0.07803017670373687,0.057335879677481855,0.05909519024926563,0.045568748245190124,0.046244433098592864,0.22186346603300053,0.1478930304269292,0.16603977864284694,0.13810667051451528,0.14298822085082757,0.2148937131020309,0.49031048050273357,0.3755088471152836,0.4462875712327371,0.7240518441720681,11.690849887807001
0.26,0.007196944506796502,0.025886998780376827,0.012367143943531441,0.014872542667709786,0.05674438588113345,0.032970802719687664,0.03701400724193289,0.02369560355703471,0.02455670024630064,0.11149420919107059,0.0700429701452431,0.07803007671882446,0.05733587957358865,0.05909519012176105,0.04556874824499941,0.04624443309837667,0.22154175001181609,0.1478905600953665,0.16603537248853986,0.1381066192367135,0.14298815480238664,0.2147027250517603,0.48661203672452336,0.37526891201467044,0.4457281610467236,0.6669179911260764,11.564567035995115
