Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_4f5/2(6),J_4f7/2(8),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/2(4),J_5d5/2(3),J_6s1/2(2),J_total_Ir_relativistic
2.0500000000000003,0.009608475033896509,0.033594382033860115,0.016700291704365128,0.018670017319506706,0.06731774827151914,0.04411397626158743,0.047377904231587144,0.03071109677263468,0.03144773887053603,0.09147802810598958,0.09230036706750729,0.09758764693691012,0.07961467241408733,0.08137849537516352,0.07144226211206824,0.0723916890452745,0.03829161875291349,0.08275616308951081,0.06865856824448126,0.07048127870019934,0.06364520979812421,0.00969413351787422,4.499795226058849
2.1,0.009607608843099582,0.03356049746609962,0.016700157064649022,0.018669803452956754,0.06693373659434965,0.04410065038245234,0.04735904608618196,0.030710834615671964,0.03144743745257078,0.08913701410199679,0.09176341957363546,0.09686214358621216,0.07949456923375749,0.081241303031243,0.07134840485070401,0.0722883516820385,0.03645882202926373,0.07722225417519761,0.06327989356861728,0.06545387792255308,0.05886435881967384,0.00866329122415074,4.414738338696028
2.15,0.009606721896233987,0.03352583566438293,0.0167000125957488,0.0186695740024243,0.0665428804083921,0.04408640633499254,0.04733890267139185,0.030710540937074236,0.031447099860454616,0.08680873102443729,0.09119980543654051,0.09610331232511066,0.0793634454054821,0.08109172489640935,0.0712455750314975,0.07217534944326187,0.03491808306334807,0.07194495237378722,0.05824797564169817,0.06071333134614821,0.054380553997534366,0.007741193827220614,4.333988430836354
2.2,0.009605814201564424,0.03349039938094706,0.016699857840293954,0.018669328246876903,0.06614533594652551,0.04407120779358208,0.047317424796916946,0.030710212895489846,0.031446722844911464,0.08449606850656884,0.09060947184733723,0.0953113812178812,0.07922076517271585,0.08092918706888093,0.0711333899080854,0.07205229570481811,0.033638942452598956,0.06693020502636048,0.05355884993087515,0.056251645601576514,0.050182837050084854,0.00692240513011598,4.257400523421185
2.25,0.009604885767547602,0.03345419142673046,0.01669969233165506,0.018669065451089983,0.06574126136890317,0.044055018264943326,0.047294563205781855,0.0307098474809128,0.031446302965397126,0.0822018068937564,0.08999243255459438,0.09448667260820431,0.07906600475774285,0.08075313220459687,0.07101148845199251,0.07191882892482387,0.032591977112112154,0.062181573128141134,0.049206155694576745,0.05206011052572237,0.04625986177868673,0.006200738735092946,4.1848125925296475
2.3000000000000003,0.009603936602832068,0.03341721467096327,0.016699515594044787,0.01866878486583211,0.06533081665840894,0.044037801127379615,0.04727026863457298,0.030709441510634282,0.03144583658569428,0.0799286131004076,0.08934876765117075,0.09362960131304814,0.07889865502406397,0.08056302247355931,0.07087953328087017,0.07177461450842423,0.03174900917804084,0.05770041470135611,0.04518146084374939,0.04812944583291903,0.04260001705256712,0.005569506743110832,4.116049145420547
2.35,0.009602966716258028,0.03337947204074975,0.016699327142620794,0.018668485728053612,0.06491416351554151,0.04401951967001224,0.04724449187345135,0.03070899162539225,0.03144531986974719,0.07767903695137066,0.08867862307612298,0.0927406724033446,0.07871822405552066,0.08035834239518917,0.07073721233106732,0.07161934638682518,0.031083273600083332,0.053486076611407085,0.04147457495031682,0.0444499327873651,0.03919153546481732,0.005021729133934289,4.050924495675054
2.4000000000000004,0.009601976116857171,0.033340966520642695,0.01669912648359048,0.01866816726107846,0.06449146525282498,0.04400013713197569,0.04721718382586221,0.030708494285730515,0.03144474877774902,0.07545550800594622,0.08798220984207288,0.09182047859724925,0.07852423963400018,0.08013860153285612,0.07058424027297264,0.07145274831264493,0.03056954734548038,0.04953609066457029,0.03807384684064759,0.041011531968325306,0.0360225889171799,0.00455030774218866,3.9892457366180385
2.45,0.00960096481385249,0.033301701152210185,0.016698913114317575,0.01866782867479939,0.06406288668884447,0.04397961674152551,0.047188295567863886,0.03070794576857822,0.03144411906249417,0.07326033286055011,0.0872598029996242,0.090869697293247,0.07831625159909715,0.07990333702977155,0.07042035967119671,0.07127457487732265,0.030184243374123235,0.0458463703738187,0.0349664441142337,0.037803988154032186,0.03308137227243391,0.004148168698575414,3.9308154167389473
2.5,0.009599932816658094,0.033261679033594616,0.01669868652343056,0.018667469165876187,0.06362859404200422,0.043957921755013556,0.04715777840699986,0.0307073421640601,0.03144342626600724,0.07109569292405316,0.0865117403514957,0.08988908727156722,0.07809383407473822,0.07965211597055229,0.07024534189483041,0.07108461225944843,0.02990547268317676,0.042411405313121306,0.032138612722136736,0.034816923285705695,0.03035617610566886,0.003808377050255086,3.8754339245308755
2.5500000000000003,0.009598880134879015,0.03322090331906416,0.016698446190932813,0.018667087917937027,0.06318875482410573,0.04393501549568608,0.04712558394063904,0.03070667937254744,0.03144266571645972,0.0689636426579268,0.08573842092998755,0.0888794850933057,0.07785658754948462,0.07938453755494104,0.07005898778572262,0.07088267871547967,0.029713077773582362,0.03922445048907156,0.029575915427518962,0.03203991841739803,0.02783544949992227,0.0035242270484275346,3.822901593168994
2.6,0.00959780677831102,0.03317937721855674,0.016698191588314544,0.01866668410178291,0.06274353773384225,0.04391086139226056,0.0470916641137111,0.030705953101958963,0.031441832525384655,0.06686610827154389,0.0849403032522208,0.0878418012273253,0.07760414079898535,0.07910023507237511,0.06986112809498114,0.07066862482641187,0.029588640873112654,0.03627770863423635,0.027263448556100606,0.029462585509569653,0.02550785376292689,0.0032893113330339104,3.7730205378451225
2.6500000000000004,0.009596712756940412,0.03313710399721665,0.016697922178666433,0.018666256875595023,0.06229311255030537,0.04388542301723797,0.047055971275765274,0.03070515886532046,0.031440921585199025,0.06480488686132904,0.08411790336828343,0.08677701593542969,0.07733615264083822,0.07879887766829861,0.06965162369973565,0.07044233351561024,0.0295154701738428,0.033562503764051184,0.02518603693405556,0.027074629876590074,0.023362307875206035,0.0030975719731607854,3.725596240366345
2.7,0.009595598080943823,0.03309408697492391,0.016697637416794944,0.018665805385145024,0.06183765002659837,0.04385866412490794,0.04701845823728249,0.03070429197859124,0.03143992756704263,0.06278164598092799,0.08327179271798585,0.08568617494648764,0.07705231351390403,0.07848017189529034,0.06943036561363948,0.07020371985422125,0.02947856721764927,0.03106944473538406,0.023328407312354422,0.024865904051638552,0.021388026419853406,0.0029433360438829307,3.6804388968907764
2.75,0.009594462760688021,0.033050329525816435,0.016697336749339316,0.018665328764008178,0.061377321783650164,0.043830548689004885,0.04697907832517297,0.030703347558764967,0.031438844918941715,0.060797923628170054,0.0824025958123711,0.0845703849501378,0.07675234687588992,0.0781438630442031,0.06919727480565757,0.06995273067140995,0.029464578402295574,0.02878857789874142,0.021675340898290894,0.022826453792019304,0.019574550697092342,0.0028213381493213925,3.6373645455313035
2.8000000000000003,0.00959330680672969,0.03300583507780517,0.01669701961489016,0.01866482613377925,0.06091230020432216,0.04380104093997422,0.046937785437392944,0.03070232052225177,0.03143766786430474,0.05885512863333908,0.08151098775644866,0.08343080894044412,0.07643601041475194,0.07778973625256162,0.06895230184242697,0.06968934398715376,0.029461733392366973,0.026709528247570356,0.020211805865581012,0.02094655691056996,0.017911773681696753,0.0027267320451191267,3.596195991034296
2.85,0.009592130229815221,0.032960607112082256,0.016696685444109644,0.01866429660429113,0.060442758327899394,0.043770105401808514,0.0468945340966164,0.030701205583547934,0.03143639040075683,0.05695454143214247,0.08059769162982558,0.08226866143940956,0.0761030970711482,0.07741761738942514,0.06869542636991734,0.06941356828550646,0.029459773012189636,0.024821628738346382,0.018923070902640653,0.019216755579545546,0.01638995943488621,0.002655093269359652,3.556763543853261
2.9000000000000004,0.009590933040880503,0.032914649162622385,0.016696333659853256,0.018663739273836084,0.0599688697450558,0.043737706928414465,0.04684927950289974,0.03069999725419876,0.03143500629931887,0.055097315205778784,0.07966347574200104,0.08108520362961011,0.07575343587078581,0.07702737371777142,0.06842665645029886,0.06912544164616949,0.02944986897920674,0.023114037686047237,0.01779480099277065,0.017627882715007703,0.014999757542689689,0.0026024144624106154,3.5189055907827367
2.95,0.009589715251050693,0.03286796481567739,0.016695963677293087,0.01866315322938959,0.059490808493382015,0.043703810739472555,0.04680197758527951,0.030698689842059645,0.03143350910393625,0.05328447736964958,0.07870915077907599,0.07988173842439641,0.07538689256703604,0.07661891433719004,0.06814602776987756,0.06882503075190978,0.029424537612290476,0.021575844333676302,0.01681313670788167,0.016171083015558644,0.013732213117605977,0.002565094847320678,3.4824690139583026
3.0,0.009588476871639995,0.032820557709264266,0.0166955749040426,0.018662537546836673,0.05900874895356253,0.04366838245575228,0.04675258505224534,0.030697277450859668,0.03143189213136156,0.051516931391538325,0.07773556685851256,0.0786596055031435,0.07500337009563093,0.07619219041127075,0.06785360273371632,0.06851242978887934,0.029377549425324577,0.020196162854555076,0.015964758346358705,0.014837829195612981,0.012578772862137887,0.002539925150536326,3.447309474467748
3.0500000000000003,0.009587217914151435,0.032772431532646626,0.016695166740282874,0.0186618912912007,0.058522865746287504,0.04363138813384687,0.046701059441032984,0.03069575398007134,0.03143014847139472,0.04979545891948804,0.0767436105083666,0.07742017633792797,0.07460280884459196,0.07574719518553323,0.06754946946215531,0.06818775925625678,0.029303836296327553,0.018964215175209034,0.015236936262338296,0.013619933917955147,0.011531287655982539,0.002524069066999047,3.4132915761001863
