Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_4f5/2(6),J_4f7/2(8),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/2(4),J_5d5/2(6),J_6s1/2(2),J_6p1/2(2),J_6p3/2(4),J_7s1/2(1),J_total_Fr_relativistic
0.8500000000000001,0.00807857953054926,0.028923574616284014,0.013980432535284965,0.016253334880648666,0.06272972845295245,0.037069107750146976,0.040792329064588996,0.026196548869375374,0.027005760153602888,0.11993992148871731,0.08001248939244182,0.0877915264067936,0.0652258433574004,0.06702119137352229,0.053285240105182395,0.05401875474146366,0.20458186729719044,0.17502273836280394,0.19203129342035835,0.17160625045445876,0.1772163230950454,0.14432171419915887,0.2564677468172185,0.21239835047348646,0.033392599402652864,7.924151434292421
0.9,0.008078353393848813,0.028914671570283167,0.01398042806978374,0.016253326647860878,0.06262147834080387,0.03706865447629929,0.040791600162373876,0.026196547628780334,0.02700575866544354,0.1190210099302318,0.0799906836131642,0.08775716052162268,0.06522524339434961,0.06702047168998564,0.053285212422209155,0.05401872353344846,0.19770188607773526,0.17405097762772462,0.19050197862941376,0.1712292607782812,0.17675307352090577,0.12335716497068958,0.22975988073088707,0.18266052461499988,0.027239976394902794,7.675329809567387
0.9500000000000001,0.008078114345106453,0.028905263094576337,0.013980422803302466,0.016253316927476356,0.06250725689004315,0.0370681198897015,0.04079074074973776,0.026196545995008615,0.027005756705804164,0.11805767066971827,0.07996509933999996,0.08771689383343445,0.06522445898749096,0.06701953120803956,0.05328517233411051,0.05401867836243177,0.19069956179282202,0.1729402761163174,0.18876709158489446,0.17076287450394598,0.17618261346874575,0.10578848810145056,0.20436682473992576,0.1559774447798148,0.02194931645151285,7.446528850664309
1.0,0.008077862385997421,0.028895349740308822,0.013980416645231593,0.01625330555078958,0.06238709936543298,0.0370674949403807,0.040789736373025444,0.026196543874630062,0.02700575416271494,0.11705117531370174,0.07993535389956859,0.08767014415927446,0.06522344868791201,0.06701832049725899,0.05328511549348264,0.054018614347031056,0.18360879917554535,0.1716839585999625,0.18682013135604192,0.17019571746425807,0.17549216996997669,0.09134843046538921,0.1805633929428039,0.13236467263402035,0.017529010665841758,7.237739553531143
1.05,0.008077597518287339,0.028884932088017106,0.01398040950016043,0.016253292340196727,0.06226104281324866,0.03706677013868503,0.04078857189227605,0.026196541158681728,0.027005750905614495,0.11600284462095496,0.07990105405107978,0.08761631664498944,0.0652221649475525,0.06701678291685305,0.053285036422708314,0.05401852534226645,0.17646281163234082,0.17027644957005267,0.1846566957590757,0.16951670869252627,0.1746695422384933,0.07972494085417087,0.15853983451311565,0.11173811546203866,0.013922345750507296,7.048244225580228
1.1,0.008077319743832183,0.028874010747565914,0.013980401267892323,0.016253277109230323,0.062129126042007855,0.037065935562895856,0.04078723149575017,0.02619653772110406,0.027005746783484615,0.11491404568596075,0.0798617973955843,0.08755480631190607,0.06522055370739359,0.06701485414579955,0.05328492831973498,0.0540184037244211,0.16929388462131675,0.1687133569805066,0.18227455373015541,0.1687153146152618,0.17370340001714743,0.07058132966973404,0.13840997862486631,0.09394151085605729,0.011039733746842613,6.876818054010971
1.1500000000000001,0.008077029064578257,0.028862586358082126,0.013980391843460593,0.0162532596625956,0.06199138960231785,0.037064980867178764,0.04078569871508411,0.026196533417119708,0.02700574162291783,0.11378618904458263,0.0798171738125705,0.08748500063505382,0.06521855400816026,0.06701246174291867,0.053284782849452685,0.05401824016055548,0.1621331578438343,0.16699153591896942,0.1796736761987343,0.16778178857005668,0.17258355522342173,0.06357327012372416,0.12022140631073538,0.07877007391943908,0.008779486978535693,6.721901218980286
1.2000000000000002,0.00807672548256216,0.028850659587885557,0.013980381117145226,0.01625323979620857,0.06184787576585554,0.03706389528986567,0.04078395644105432,0.026196528081558146,0.027005735226121964,0.11262072571060099,0.07976676691827808,0.08740628214102447,0.06521609762786887,0.06700952474208938,0.05328458992233507,0.05401802336464802,0.15501042793776643,0.1651091319622853,0.17685622698801734,0.16670738805452803,0.17130119853660167,0.05836250072528848,0.1039664468363029,0.06598994733314363,0.007040258564771028,6.58174047656613
1.25,0.008076408999910757,0.028838231134416588,0.013980368974490311,0.016253217297235806,0.061698628503496195,0.0370626676620604,0.04078198693993448,0.026196521527129448,0.0270057273688657,0.11141914415189444,0.0797101555400706,0.08731803101361649,0.06521310875031942,0.06700595328749072,0.053284337462352026,0.054017739842715316,0.1479539729916623,0.16306560437222378,0.17382651608459654,0.16548456362348096,0.16984909479403834,0.054627320817557896,0.08959312007391992,0.055353585471265364,0.0057278604512316315,6.454501825943156
1.3,0.008076079618841145,0.0288253017241607,0.013980355296322229,0.016253191944135877,0.06154369346260745,0.03706128641655965,0.04077977187042707,0.026196513542650613,0.02700571779836953,0.11018296721513329,0.07964691520120527,0.0872196276955328,0.0652095036683631,0.06700164831338386,0.053284011166477394,0.05401737362960797,0.140990399829583,0.16086172965873058,0.1705909183092127,0.16410711497402541,0.1682217333121636,0.05207013161482274,0.07701543090102354,0.04661147405446421,0.004758495040212152,6.338357193732668
1.35,0.00807573734166062,0.028811872112569897,0.01398033995876858,0.016253163506702504,0.06138311794352588,0.037059739597081004,0.04077729230115074,0.026196503891227983,0.02700570623114638,0.10891374900790586,0.07957661961036151,0.08711045547458444,0.06520519052547477,0.06699650127254567,0.053283594258391374,0.0540169060204745,0.1341445146535404,0.15849958637326036,0.16715776097612897,0.16257031138944597,0.1664154313894719,0.05042237380436518,0.06612265339251581,0.039520706447983736,0.004059813182686951,6.2315486058977205
1.4000000000000001,0.00807538217076664,0.028797943083981023,0.013980322833277855,0.016253131746109352,0.06121695087523371,0.037058014867789445,0.04077452872866408,0.026196492308399322,0.027005692350796452,0.10761307174721699,0.07949884215033928,0.0869899030430977,0.06520006909883042,0.06699039391702465,0.0532830672392095,0.054016315300129326,0.12743921728052088,0.15598252228871107,0.16353718454631783,0.16087097526668698,0.1644283911851552,0.049447260980914766,0.05678742003607605,0.03385096215747113,0.0035707292098358144,6.132433403975949
1.4500000000000002,0.00807501410864679,0.02878351545153104,0.013980303786639838,0.0162530964149565,0.06104524279025403,0.03705609952311345,0.04077146109600599,0.026196478500239265,0.02700567580576081,0.10628254258328396,0.07941315736041236,0.08685736701952601,0.06519403062673416,0.06698319813442054,0.053282407638252996,0.05401557647374637,0.12089541887954856,0.15331510537137544,0.15974098056095914,0.15900752886354005,0.16226071183109872,0.04894071807316299,0.048872559528124804,0.029388402750077022,0.0032405818987826652,6.0395138923862906
1.5,0.008074633157878744,0.028768590057069197,0.01398028268100674,0.01625305725731855,0.06086804579878336,0.03705398049784164,0.040768068811732366,0.026196462141431887,0.02700565620703843,0.10492379040750706,0.0793191424069205,0.08671225442162636,0.0651869576828637,0.06697477584239604,0.0532815897670055,0.05401466100242368,0.11453198280587054,0.15050306015196502,0.15578241129228723,0.15698000562414002,0.15991435998821962,0.048730916704813824,0.04223671400786524,0.02593794267555531,0.0030280004523508316,5.9514544962825635
1.55,0.008074239321130225,0.028753167771066186,0.013980259373915067,0.016253014008794354,0.06068541356208093,0.03705164437749063,0.04076433076942816,0.026196442873314196,0.027005633125871432,0.10353846265341225,0.07921637853680703,0.08655398508097081,0.06517872409940938,0.06696497894361701,0.053280584479476666,0.05401353654722487,0.1083656878480216,0.14755319125641175,0.1516760155778062,0.1547900284480828,0.15739310308763296,0.048676764702039986,0.03673882159744397,0.02332428458045882,0.002899685706159097,5.867089139656244
1.6,0.00807383260115896,0.028737249492520253,0.013980233718308194,0.016252966396558394,0.06049740126513443,0.03704907740893448,0.040760225367673625,0.026196420301894445,0.027005606091403282,0.10212822209925192,0.07910445250895264,0.08638199398902269,0.06516919494077615,0.06695364934279312,0.0532793589422126,0.054012166725299716,0.10241121295226976,0.14447329596341518,0.14743740522328674,0.15244075804877555,0.15470241021031794,0.0486656624238866,0.03224158094823097,0.02139204089215347,0.002829223206623809,5.785421167934074
