Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_4f5/2(6),J_4f7/2(8),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/2(4),J_5d5/2(6),J_6s1/2(2),J_6p1/2(2),J_6p3/2(4),J_7s1/2(1),J_total_Fr_relativistic
12.350000000000001,0.00769975329061372,0.01721549109478652,0.013416205579691497,0.015267814570422762,0.006269904493931589,0.016591222710309897,0.014347543050438118,0.02099626992980278,0.021163477445463177,0.006205742475641245,0.005366754154319865,0.005787034767131658,0.0034126358296077803,0.0032029047560188546,0.010324404824120614,0.009994226310047045,0.0022117669879220063,0.0011354490796333635,0.001227096614473987,0.0008036145764189319,0.0007047936322329621,0.0004068828104491798,0.00015070933239547435,0.0001396688127791346,2.1657536439413933e-05,0.6936154285875188
12.4,0.007696772572976684,0.017144877884141596,0.013408359797989827,0.01525458597090943,0.006216540209347986,0.016445700084051915,0.014190962683249798,0.020927799036161026,0.021088600170010005,0.006109981705236642,0.0053651518045677495,0.005771000710553851,0.00336279190581574,0.0031623842976946344,0.01018476504363489,0.009856571210149963,0.002183176701707886,0.0011332169910181153,0.0012268302537040616,0.0007864028958148737,0.0006902664027187095,0.0004019847851089071,0.00015015232713719612,0.0001396656251178034,2.1399444158656763e-05,0.6887820506615832
12.450000000000001,0.007693781507855221,0.017074302654562397,0.013400446954984073,0.015241254281453544,0.006164641707844031,0.016300729319840567,0.014035427413772762,0.02085901130757079,0.021013416063504133,0.0060150663349869725,0.005363248951914257,0.005754279209783572,0.00331474581718893,0.003123482801099425,0.010046855152161709,0.009720662874978313,0.002154545377517381,0.0011312523133645191,0.0012264827173152752,0.0007696898381195363,0.0006762039068641943,0.0003970607920571249,0.00014964944963982563,0.00013965862761777578,2.11398367217878e-05,0.6839978379587465
12.5,0.007690780114487864,0.0170037676851786,0.013392466958789989,0.015227819535942917,0.006114184019330283,0.016156321481950123,0.013880945833053533,0.020789912410516552,0.02093793164569331,0.00592101878752794,0.005361025485787631,0.005736873374272261,0.003268450334427184,0.0030861532150816,0.009910659180959264,0.009586484361219108,0.0021258901715276255,0.0011295344873506088,0.0012260451815470196,0.0007534658403413617,0.0006625958735577716,0.0003921143696462495,0.00014919723425639963,0.00013964639554952447,2.0878906311471847e-05,0.6792620305020839
12.55,0.007687768412166098,0.01693327524065863,0.013384419721522083,0.015214281775641941,0.006065142273950194,0.0160124874169062,0.013727526193388096,0.02072050803893825,0.020862153455466423,0.005827860383731296,0.005358462551213137,0.005718787155451874,0.0032238589862197847,0.0030503493551364232,0.00977616112698713,0.009454018714335061,0.002097227830125236,0.0011280436907603814,0.0012255094621946546,0.0007377213553048198,0.0006494321052596841,0.0003871489907517478,0.0001487923305745579,0.00013962759506041218,2.061684162629281e-05,0.6745738827469231
12.600000000000001,0.007684746420234098,0.016862827571125477,0.013376305159296229,0.0152006410491711,0.006017491708596015,0.015869237753149117,0.013575176410757889,0.02065080391241367,0.02078608804882535,0.005735611356461294,0.005355542514139375,0.005700025304822257,0.0031809260604026596,0.003016025900393987,0.009643344960481286,0.009323248975835717,0.002068574680910708,0.001126760826424302,0.001224867991921438,0.0007224468600466461,0.0006367024844553048,0.00038216805961425337,0.0001484315018865885,0.00013960098009683524,2.0353827776244807e-05,0.6699326633816023
12.65,0.007681714158088461,0.016792426912074526,0.013368123192231771,0.015186897412485535,0.005971207673241178,0.015726582900785914,0.013423904067364746,0.0205808057743555,0.020709741996878778,0.005644290865061226,0.005352248927057012,0.0056805933330923136,0.0031396066044855025,0.0029831383900512315,0.009512194632257756,0.00919415819027342,0.0020399466249459482,0.0011256675097892938,0.0012241137979289566,0.0007076328637523144,0.0006243969796779032,0.00037717490900926714,0.00014811162357110792,0.0001395653893695083,2.00900458007958e-05,0.6653376551242312
12.700000000000001,0.00767867164517795,0.01672207548429334,0.013359873744453132,0.015173050928852643,0.005926265637090333,0.015584533051429489,0.013273716414261377,0.020510519390223695,0.02063312188385855,0.005553917010516837,0.005348566494933998,0.005660497470372448,0.0030998564255763717,0.002951643219276742,0.009382694080751281,0.009066729411971008,0.0020113591301823127,0.0011247460561602455,0.0012232404800015346,0.0006932699152480126,0.0006125056511174821,0.0003721727977273522,0.00014782968139469822,0.00013951974336478057,1.9825671833275868e-05,0.6607881545159485
12.75,0.007675618901003225,0.016651775493783483,0.01335155674409092,0.015159101668828756,0.005882641194548302,0.0154430981781233,0.01312462037407395,0.020439950545753822,0.020556234305159248,0.005464506851245184,0.005344481041489744,0.005639744627414467,0.003061632089730635,0.002921497634616187,0.009254827238795374,0.008940945711488029,0.001982827226008318,0.0011239794676529283,0.0012222421889383462,0.0006793486100631289,0.000601018655831823,0.00036716490834830094,0.00014758276974214171,0.00013946304140426168,1.9560877539288457e-05,0.6562834717127606
12.8,0.00767255594511658,0.01658152913168428,0.013343172123282534,0.015145049710234885,0.005840310071009232,0.0153022880353499,0.012976622543813217,0.020369105045201914,0.02047908586540147,0.005376076419459152,0.005339979475829248,0.0056183423578939126,0.003024890920750422,0.0028926597289253946,0.009128578040149892,0.008816790181832,0.001954365498857976,0.0011233514198961652,0.0012211136053853085,0.0006658595970780207,0.0005899262525755255,0.0003621543452938607,0.00014736808978322848,0.00013939435875317968,1.9295830483978466e-05,0.6518229302750215
12.850000000000001,0.007669482797121679,0.016511338574198592,0.013334719818172287,0.015130895138131551,0.005799248128467366,0.015162112159121844,0.012829729197770904,0.02029798870960647,0.020401683176519428,0.005288640738059725,0.005335049759456677,0.005596298821728679,0.00298959099846014,0.002865088435857315,0.00900393042578241,0.008694245944421461,0.0019259880888225782,0.0011228462485190984,0.001219849919077276,0.0006527935847716732,0.00057921880626256,0.00035714413314472343,0.00014718294758313597,0.0001393128437769764,1.9030693803278466e-05,0.6474058669543354
12.9,0.0076663994766732885,0.01644120598252055,0.013326199768911026,0.01511663804479271,0.005759431370950852,0.015022579867153168,0.012683946290497882,0.02022660737506812,0.02032403285587332,0.0052022138380096745,0.0053296808736864884,0.0055736227494267016,0.0029556911564828795,0.0028387435239282527,0.008880868349909404,0.008573296154807146,0.0018977086872104954,0.001122448935457471,0.0012184468084995867,0.0006401413470836306,0.0005688867920775338,0.00035213721520804597,0.00014702475216319815,0.0001392177151469444,1.8765626954569465e-05,0.6430316314800252
12.950000000000001,0.007663306003477016,0.01637113350276524,0.013317611919655274,0.01510227852967878,0.005720835949780118,0.014883700259109895,0.012539279459860801,0.020154966891047482,0.02024614152438701,0.005116808776144105,0.005323862787468845,0.005550323407454526,0.002923150979541902,0.002813585590187983,0.008759375785803311,0.008453924008157762,0.0018695405350014215,0.0011221450951109883,0.0012169004209766328,0.0006278937289043696,0.0005589207992505499,0.00034713645232174175,0.00014689101351932502,0.00013910825909665904,1.8500785921536986e-05,0.6386995863439096
13.0,0.007660202397289042,0.01630112326590037,0.013308956218565888,0.015087816699408799,0.005683438168652386,0.014745482216937921,0.012395734030173924,0.02008307311868176,0.02016801580471148,0.005032437653374982,0.005317586425644712,0.005526410564617647,0.002891930800310751,0.0027895760535175972,0.008639436731371448,0.00833611274451667,0.0018414964221432593,0.0011219209603820183,0.0012152073531938325,0.0006160416512079982,0.0005493115345101315,0.00034214462188159495,0.00014677934060529254,0.00013898382673028682,1.8236321967838823e-05,0.63440910658282
13.05,0.00765708867791585,0.01623117738767989,0.013300232617806225,0.015073252667731695,0.005647214488553941,0.014607934405266526,0.012253315015402775,0.02001093192912049,0.02008966231941441,0.004949111633248271,0.005310843637644799,0.0055018944594426335,0.0028619916958348294,0.0027666771475780994,0.008521035214512553,0.008219845653835572,0.0018135886876416024,0.0011217633686241724,0.0012133646321581635,0.0006045761158408032,0.0005400498252281947,0.00033716441707747335,0.00014668743928721584,0.0001388438313844452,1.797238188461847e-05,0.6301595795621239
13.100000000000001,0.007653964865213965,0.016161297968579572,0.013291441073539847,0.01505858655549671,0.005612141532501856,0.014471065271885972,0.012112027122436477,0.019938549201881,0.02001108768919642,0.004866840960814131,0.005303627166645256,0.00547678576855032,0.002833295483546689,0.0027448519134320747,0.008404155298256858,0.008105106080791425,0.0017858292203935724,0.0011216597475276306,0.0012113696966012815,0.0005934882099788116,0.0005311266222705629,0.000332198446325775,0.0001466131102745297,0.00013868774604809542,1.7709108475331622e-05,0.625950404759304
13.15,0.007650830979089684,0.016091487093734484,0.013282581545927737,0.015043818490622965,0.0055781960901169,0.014334883048297413,0.011971874754425483,0.01986593082322391,0.019932298531134242,0.004785634981771988,0.005295930619191879,0.0054510955760085356,0.0028058047168965806,0.0027240641918599494,0.008288781085695284,0.007991877429392464,0.001758229460719456,0.0011215981009664727,0.0012092203788281834,0.0005827691102671152,0.0005225330025659878,0.0003272492328863629,0.00014655424703241193,0.00013851510084608268,1.7446639050552143e-05,0.621780993545668
13.200000000000001,0.00764768703949881,0.016021746832878447,0.013273653999125052,0.015028948608068192,0.005545355122029402,0.014199395750333485,0.011832862014181563,0.019793082684549167,0.019853301456951238,0.004705502161853996,0.005287748435303439,0.005424835343652237,0.002779482680619212,0.0027042786153916496,0.008174896724703406,0.007880143167379271,0.0017308004025473295,0.0011215669948317372,0.0012069148870133821,0.0005724100866533542,0.0005142601714061975,0.00032231921465308036,0.00014650883368045974,0.0001383254805897559,1.718510544726647e-05,0.6176507689699742
