energy_center_keV,raw_counts,smoothed_counts
1.0,26,12.452315649500683
3.0,0,8.381054487640135
5.0,0,3.7863210009308195
7.0,0,1.1693798551016588
9.0,0,0.3336959641662977
11.0,0,0.24304858394212475
13.0,1,0.27588140714218806
15.0,0,0.24896187662156283
17.0,0,0.218682349909061
19.0,0,0.24896187662156283
21.0,1,0.27356165935766785
23.0,0,0.2139957251259929
25.0,0,0.10943039602316589
27.0,0,0.03599434807370883
29.0,0,0.007597402196596929
31.0,0,0.001028196578138909
33.0,0,8.922106863539231e-05
35.0,0,0.0
37.0,0,0.0
39.0,0,0.0
41.0,0,0.0
43.0,0,0.0
45.0,0,0.0
47.0,0,0.0
49.0,0,0.0
51.0,0,0.0
53.0,0,8.922106863539231e-05
55.0,0,0.001028196578138909
57.0,0,0.007597402196596929
59.0,0,0.03599434807370883
61.0,0,0.1093411749545305
63.0,0,0.212967528547854
65.0,1,0.2659642571610709
67.0,0,0.2130567496164894
69.0,0,0.1103693715326694
71.0,0,0.04359175027030576
73.0,0,0.04359175027030576
75.0,0,0.1103693715326694
77.0,0,0.2130567496164894
79.0,1,0.2659642571610709
81.0,0,0.212967528547854
83.0,0,0.1093411749545305
85.0,0,0.03608356914234422
87.0,0,0.008625598774735838
89.0,0,0.008625598774735838
91.0,0,0.03617279021097962
93.0,0,0.1103693715326694
95.0,0,0.22056493074445094
97.0,1,0.30195860523477974
99.0,0,0.3223087035023845
101.0,0,0.3223087035023845
103.0,1,0.30195860523477974
105.0,0,0.22056493074445094
107.0,0,0.1103693715326694
109.0,0,0.03608356914234422
111.0,0,0.007597402196596929
113.0,0,0.001028196578138909
115.0,0,8.922106863539231e-05
117.0,0,0.0
119.0,0,0.0
121.0,0,0.0
123.0,0,0.0
125.0,0,0.0
127.0,0,0.0
129.0,0,0.0
131.0,0,0.0
133.0,0,8.922106863539231e-05
135.0,0,0.001028196578138909
137.0,0,0.007597402196596929
139.0,0,0.03599434807370883
141.0,0,0.1093411749545305
143.0,0,0.212967528547854
145.0,1,0.2659642571610709
147.0,0,0.212967528547854
149.0,0,0.1093411749545305
151.0,0,0.03608356914234422
153.0,0,0.008625598774735838
155.0,0,0.008625598774735838
157.0,0,0.03608356914234422
159.0,0,0.1093411749545305
161.0,0,0.212967528547854
163.0,1,0.2659642571610709
165.0,0,0.212967528547854
167.0,0,0.1093411749545305
169.0,0,0.03608356914234422
171.0,0,0.008625598774735838
173.0,0,0.008625598774735838
175.0,0,0.03608356914234422
177.0,0,0.10943039602316589
179.0,0,0.2139957251259929
181.0,1,0.27365088042630326
183.0,0,0.24999007319970173
185.0,0,0.22627975210565793
187.0,0,0.28495622469527165
189.0,1,0.38290283431219835
191.0,0,0.4269632536738469
193.0,1,0.3753946531842368
195.0,0,0.24896187662156283
197.0,0,0.11693857715112743
199.0,0,0.03702254465184774
201.0,0,0.007775844333867714
203.0,0,0.002056393156277818
205.0,0,0.007686623265232321
207.0,0,0.03599434807370883
209.0,0,0.1093411749545305
211.0,0,0.2130567496164894
213.0,1,0.2669924537392098
215.0,0,0.22056493074445094
217.0,0,0.14533552302823932
219.0,0,0.14533552302823932
221.0,0,0.22056493074445094
223.0,1,0.2669924537392098
225.0,0,0.2130567496164894
227.0,0,0.1093411749545305
229.0,0,0.03599434807370883
231.0,0,0.007597402196596929
233.0,0,0.001028196578138909
235.0,0,8.922106863539231e-05
237.0,0,0.0
239.0,0,0.0
241.0,0,0.0
243.0,0,0.0
245.0,0,0.0
247.0,0,0.0
249.0,0,0.0
251.0,0,0.0
253.0,0,8.922106863539231e-05
255.0,0,0.001028196578138909
257.0,0,0.007597402196596929
259.0,0,0.03599434807370883
261.0,0,0.10943039602316589
263.0,0,0.2139957251259929
265.0,1,0.27356165935766785
267.0,0,0.24896187662156283
269.0,0,0.218682349909061
