event_number,record_index,volume,pdg,pro,E0_keV,Eprime_k_keV,Et_keV,theta_deg,q_gamma_keV_c,Q_keV_c,Q_signed_au,Q_absolute_au
23999,4,3,22,2013,662.0,317.30734092097316,344.69265907902684,95.8049747219157,762.5086861445668,-150.25638594738828,-40.311528727253,40.311528727253
24008,3,3,22,2013,662.0,552.989705065317,109.01029493468297,32.02294517463821,351.12893384417873,-16.921144363137273,-4.539688564926911,4.539688564926911
24018,3,3,22,2013,662.0,396.81577616252775,265.18422383747225,61.042992520597494,584.2434177913956,-60.1821880480159,-16.145976006743584,16.145976006743584
24022,3,3,22,2013,662.0,438.88343610956144,223.11656389043856,52.58484842964205,527.0727112877264,-47.22357430205854,-12.669374816106362,12.669374816106362
24026,3,3,22,2013,662.0,351.0965719381473,310.9034280618527,71.55073694848625,643.7418483292445,-75.07688373997185,-20.14199886782991,20.14199886782991
24030,3,3,22,2013,662.0,219.60860403389017,442.3913959661098,123.7079802339387,804.8808542194082,-121.57649283470859,-32.61714470612296,32.61714470612296
24034,3,3,22,2013,662.0,553.7929971451371,108.20700285486294,31.87781943275208,349.7085593651319,-16.740396055535435,-4.4911965121708635,4.4911965121708635
24042,3,3,22,2013,662.0,482.64098287743565,179.35901712256435,44.50854254621303,464.1919662378656,-34.65082159999133,-9.296294340794695,9.296294340794695
24044,3,3,22,2013,662.0,574.2672509555773,87.73274904442269,28.10643360195083,312.0251809083663,-12.333690465448495,-3.308943672351221,3.308943672351221
24064,3,3,22,2013,662.0,381.0178002881588,280.9821997118412,64.48420841828819,605.0737080052407,-65.24030293266837,-17.502992164112158,17.502992164112158
24072,3,3,22,2013,662.0,430.0243622409623,231.97563775903768,54.29589138115143,539.3433902409099,-49.886762107889695,-13.383868054206895,13.383868054206895
24093,3,3,22,2013,662.0,530.8362667288629,131.16373327113706,35.975165817224514,388.9125536567127,-22.117618506946886,-5.933824430819204,5.933824430819204
24096,3,3,22,2013,662.0,519.7396210903495,142.2603789096505,37.93402462618966,406.973970329251,-24.86363595135889,-6.670539615321993,6.670539615321993
24118,3,3,22,2013,662.0,225.81567429381363,436.18432570618637,119.40640037043683,797.518774689131,-119.27983462464012,-32.0009858465303,32.0009858465303
24118,4,3,22,2013,662.0,142.2229063684663,519.7770936315337,130.803652075181,762.5756253588821,-32.986495389480915,-8.84978064739332,8.84978064739332
24127,3,3,22,2013,662.0,318.36250070045355,343.63749929954645,80.39722128818646,685.0427038362161,-86.18877416971215,-23.123151964573545,23.123151964573545
24128,3,3,22,2013,662.0,636.3943989680018,25.605601031998162,14.317045650234883,163.78191364952917,-2.001414470594673,-0.5369494042986422,0.5369494042986422
24135,3,3,22,2013,662.0,615.4712177695205,46.528782230479464,19.670277347808344,222.9736342769166,-4.854444226391356,-1.3023743826471559,1.3023743826471559
24146,3,3,22,2013,662.0,459.4013940311688,202.59860596883118,48.73161681870638,498.097910832497,-41.20249511481664,-11.054009817838976,11.054009817838976
24146,4,3,22,2013,662.0,287.4920637881115,374.5079362118885,108.83734452852514,802.3699710131765,-162.67461956826438,-43.64315405680783,43.64315405680783
24147,3,3,22,2013,662.0,252.3578489795697,409.64215102043033,104.65489175398434,765.8068145528842,-109.5614427058404,-29.39368744422098,29.39368744422098
24148,3,3,22,2013,662.0,254.8640151953261,407.1359848046739,103.47875655077873,762.7921073508834,-108.65268594748058,-29.149881672241783,29.149881672241783
24151,3,3,22,2013,662.0,475.1556671534514,186.84433284654858,45.85577109580964,475.2528859095953,-36.728232937934216,-9.853632561728135,9.853632561728135
24153,3,3,22,2013,662.0,232.72008916315878,429.2799108368412,115.07881371032806,789.306261785077,-116.73561641403722,-31.31841036171177,31.31841036171177
24158,3,3,22,2013,662.0,616.7569034620211,45.243096537978886,19.373526233999314,219.7391267303321,-4.657429891642474,-1.2495183994233146,1.2495183994233146
24159,3,3,22,2013,662.0,552.0057320124052,109.99426798759475,32.20048811902397,352.8634878900685,-17.143314082968878,-4.5992933596705665,4.5992933596705665
24170,3,3,22,2013,662.0,382.1855436340209,279.8144563659791,64.22376568702781,603.5444427727789,-64.86309412126434,-17.401792712646508,17.401792712646508
24181,3,3,22,2013,662.0,293.9494799999902,368.0505200000098,88.07957711909312,715.267792062633,-94.69207506989375,-25.404459719667365,25.404459719667365
24181,4,3,22,2013,662.0,289.6988389149405,372.3011610850595,100.02012283095767,767.4026266038607,-135.7924754648768,-36.43107905952084,36.43107905952084
24184,3,3,22,2013,662.0,636.2656272696228,25.73437273037723,14.354650026797232,164.2033214321163,-2.0164081734702797,-0.5409719892981879,0.5409719892981879
24184,4,3,22,2013,662.0,359.70134475488305,302.29865524511695,55.737114661639424,547.273000393437,8.625940521537814,2.314210121194462,2.314210121194462
24185,3,3,22,2013,662.0,185.3997191943527,476.6002808056473,169.8336443764961,845.1226394191444,-134.38687953710976,-36.05397881007833,36.05397881007833
24186,3,3,22,2013,662.0,499.77756159690165,162.22243840309835,41.45732966635808,438.3002371942067,-30.020250553584695,-8.053981765632882,8.053981765632882
24189,3,3,22,2013,662.0,571.343637240097,90.656362759903,28.655288156109886,317.5990888189151,-12.938290390798493,-3.471148740079759,3.471148740079759
24207,3,3,22,2013,662.0,651.3223317831454,10.677668216854613,9.124685279287709,105.00745801540974,-0.542767739487117,-0.1456164221214679,0.1456164221214679
24209,3,3,22,2013,662.0,372.48563816061784,289.51436183938216,66.4193440449369,616.1993284399167,-68.0120301186993,-18.24660488565676,18.24660488565676
24217,3,3,22,2013,662.0,186.46391851408967,475.53608148591036,165.59674894303916,843.8787847818649,-133.98460312328515,-35.946054097861,35.946054097861
24226,3,3,22,2013,662.0,634.1385071970932,27.86149280290681,14.96455654889661,171.0282072867596,-2.269222298081526,-0.6087982170000177,0.6087982170000177
24227,3,3,22,2013,662.0,211.35356307782374,450.64643692217624,130.2288952461184,814.6421835602944,-124.64443457486966,-33.44022733793433,33.44022733793433
24235,3,3,22,2013,662.0,206.72308681358552,455.2769131864145,134.42691282941638,820.103091357053,-126.37196308691647,-33.90369725837357,33.90369725837357
24247,3,3,22,2013,662.0,297.82016403506475,364.17983596493525,86.78374343812881,710.50541966094,-93.33226414704555,-25.039642898509285,25.039642898509285
24249,3,3,22,2013,662.0,566.3701500986567,95.62984990134328,29.580058951026032,326.922875183511,-13.986264671671279,-3.752304479734097,3.752304479734097
24260,3,3,22,2013,662.0,189.71940303923392,472.28059696076605,157.15286143200015,840.0706534499459,-132.75546037581353,-35.61629358311026,35.61629358311026
24267,3,3,22,2013,662.0,243.33489661272557,418.6651033872744,109.15230205636774,776.630730634673,-112.84613728915332,-30.274921604224232,30.274921604224232
24273,3,3,22,2013,662.0,461.5241561790182,200.47584382098182,48.34045144749626,495.0519561656519,-40.59182719898891,-10.890176799518404,10.890176799518404
24278,3,3,22,2013,662.0,227.43660507452697,434.56339492547306,118.35111149525214,795.5929778943408,-118.68153824129857,-31.840471924327158,31.840471924327158
24283,3,3,22,2013,662.0,610.8870541052286,51.11294589477143,20.704712675694527,234.20045370638414,-5.577320134261911,-1.4963111177990736,1.4963111177990736
24291,3,3,22,2013,662.0,524.3912751883636,137.60872481163642,37.11361619484229,399.4646140958633,-23.701550136203476,-6.358769467079685,6.358769467079685
24293,3,3,22,2013,662.0,574.1732025893338,87.82679741066625,28.1241545922858,312.2056082691286,-12.35300500166959,-3.3141254719587456,3.3141254719587456
24303,3,3,22,2013,662.0,531.2033364671902,130.79666353280982,35.91023519436127,388.3061577996416,-22.028342470190324,-5.909873012730208,5.909873012730208
24316,3,3,22,2013,662.0,637.7213147962583,24.278685203741702,13.924675022326841,159.3807325429039,-1.8490366378821343,-0.49606872330756036,0.49606872330756036
24327,3,3,22,2013,662.0,214.61878845739565,447.3812115426043,127.52149837410964,810.7851573301209,-123.42910531895338,-33.114172775234444,33.114172775234444
24331,3,3,22,2013,662.0,303.69237713558744,358.30762286441256,84.8777241907247,703.2595268174886,-91.27752031537472,-24.488386028624586,24.488386028624586
24336,3,3,22,2013,662.0,209.19504723831884,452.8049527616812,132.12803319850065,817.1890845166432,-125.4491414627648,-33.65611809441613,33.65611809441613
24338,3,3,22,2013,662.0,440.79593853213754,221.20406146786246,52.219538245739784,524.4056687386009,-46.65353323002898,-12.516441369012275,12.516441369012275
24341,3,3,22,2013,662.0,385.14983478371744,276.85016521628256,63.567183643400405,599.6551336376297,-63.9079081854733,-17.145530690585158,17.145530690585158
24345,3,3,22,2013,662.0,480.66731124774196,181.33268875225804,44.8627521092681,467.1222073608462,-35.19544584556797,-9.442408835581016,9.442408835581016
24356,3,3,22,2013,662.0,583.4083215097797,78.59167849022026,26.36075029523435,294.1040224394359,-10.500503438920166,-2.8171271614163746,2.8171271614163746
24369,3,3,22,2013,662.0,229.61078804483168,432.3892119551683,116.97481242932193,793.0077317560728,-117.87999064821084,-31.625428759131303,31.625428759131303
24372,3,3,22,2013,662.0,313.612526118862,348.387473881138,81.80711918568687,690.9595290457398,-87.82936436249142,-23.563297641370458,23.563297641370458
24380,3,3,22,2013,662.0,191.08703052208185,470.9129694779182,154.45764411112998,838.4694705465844,-132.2397570943619,-35.47793814807234,35.47793814807234
24390,3,3,22,2013,662.0,659.5179189635885,2.4820810364115005,4.368360722288875,50.426601457436995,-0.06103242293483574,-0.016374081240666565,0.016374081240666565
24393,3,3,22,2013,662.0,422.41467517136385,239.58532482863615,55.79244042755603,549.7788715038993,-52.203357160868734,-14.005375668933334,14.005375668933334
24398,3,3,22,2013,662.0,567.4589655047423,94.54103449525769,29.378500431254682,324.89804301985527,-13.754778300453092,-3.6902001675313736,3.6902001675313736
24402,3,3,22,2013,662.0,601.407485437704,60.592514562295946,22.74569957544063,256.11886032068554,-7.167220572322421,-1.9228574957000415,1.9228574957000415
24412,3,3,22,2013,662.0,356.41165438389834,305.58834561610166,70.23461974418784,636.9418026895772,-73.30620348630524,-19.66695198404918,19.66695198404918
24421,3,3,22,2013,662.0,583.9834855816562,78.01651441834383,26.24921525825717,292.94928602325285,-10.388157159569097,-2.786986344179852,2.786986344179852
24430,3,3,22,2013,662.0,337.3523986999475,324.6476013000525,75.09788988619134,661.1998229179743,-79.70007979810201,-21.382332844545502,21.382332844545502
24446,3,3,22,2013,662.0,419.2451166593715,242.7548833406285,56.42370430046406,554.0982719285441,-53.175950156794585,-14.266307743453735,14.266307743453735
24448,3,3,22,2013,662.0,551.644874147937,110.355125852063,32.26553884185632,353.4981638544375,-17.225002097415413,-4.6212090254858404,4.6212090254858404
24452,3,3,22,2013,662.0,435.2490542256585,226.75094577434152,53.282949366536855,532.1230719240367,-48.31165928080294,-12.961291652797122,12.961291652797122
24454,3,3,22,2013,662.0,598.9445271023391,63.055472897660934,23.258011591897304,261.5693951952832,-7.600000754003476,-2.0389659101040074,2.0389659101040074
24484,3,3,22,2013,662.0,656.7984064049141,5.20159359508591,6.338584396228999,73.09633294928254,-0.1849972178038892,-0.0496319714662549,0.0496319714662549
24485,3,3,22,2013,662.0,361.54349541994,300.45650458006,68.99066096352597,630.3491126590953,-71.60591990720314,-19.210791469397577,19.210791469397577
24490,3,3,22,2013,662.0,611.3171015677846,50.68289843221544,20.609139041845083,233.166395311365,-5.508181617126769,-1.4777622933875185,1.4777622933875185
24492,3,3,22,2013,662.0,248.2066693399509,413.7933306600491,106.67018986901253,770.7923211630005,-111.07013765454133,-29.798447610531078,29.798447610531078
24494,3,3,22,2013,662.0,476.7248284132637,185.2751715867363,45.57245191446211,472.9457798397877,-36.290085216796584,-9.736084117207417,9.736084117207417
24496,3,3,22,2013,662.0,203.02462276654717,458.97537723345283,138.1615936032901,824.4575379441059,-127.75515211224221,-34.27478607285606,34.27478607285606
24505,3,3,22,2013,662.0,626.9873093159975,35.01269068400245,16.88396694893927,192.3766671411021,-3.185968962568609,-0.8547475606373939,0.8547475606373939
24509,3,3,22,2013,662.0,239.2423147787207,422.7576852212793,111.34627217955762,781.5251071450283,-114.34254457594454,-30.676385175631285,30.676385175631285
24512,3,3,22,2013,662.0,409.90098060448645,252.09901939551355,58.31413116691981,566.7438255742467,-56.06886492316224,-15.042433270329893,15.042433270329893
24514,3,3,22,2013,662.0,646.4910404468652,15.508959553134787,11.04335812166801,126.84892857329395,-0.9479544667573533,-0.25432192766966427,0.25432192766966427
24515,3,3,22,2013,662.0,189.84808248498285,472.15191751501715,156.8849483331627,839.9200340641213,-132.70692142158646,-35.60327131164154,35.60327131164154
24515,4,3,22,2013,662.0,185.50229387012095,476.497706129879,177.25485224331243,847.3359977519624,-136.30816938878385,-36.56943198407027,36.56943198407027
24516,3,3,22,2013,662.0,530.8778393622001,131.12216063779988,35.96781265960096,388.8439061318131,-22.107502384500165,-5.931110427297503,5.931110427297503
24519,3,3,22,2013,662.0,453.42494605021807,208.57505394978193,49.83987663270668,506.62294023584633,-42.93439457783431,-11.518652398691389,11.518652398691389
24519,4,3,22,2013,662.0,182.92362544866975,479.0763745513302,93.0756999014727,696.203906904569,3.530700383549873,0.9472338166620717,0.9472338166620717
24546,3,3,22,2013,662.0,196.4084692696075,465.5915307303925,146.07959237395625,832.2313397756625,-130.23689936788912,-34.94060153992593,34.94060153992593
24546,4,3,22,2013,662.0,185.82974300971662,476.1702569902834,117.42556486633006,765.5723663574661,-64.95469916142605,-17.426368967324514,17.426368967324514
24547,3,3,22,2013,662.0,579.5891107474466,82.41088925255337,27.096015644647444,301.6874273611145,-11.255648057764464,-3.0197211064513048,3.0197211064513048
24566,3,3,22,2013,662.0,396.9786179050214,265.0213820949786,61.00839657953009,584.0270607788544,-60.13056580567828,-16.132126535442666,16.132126535442666
24568,3,3,22,2013,662.0,427.92025809662476,234.07974190337524,54.70709861574058,542.2382423814857,-50.524668856871706,-13.555008841833057,13.555008841833057
24577,3,3,22,2013,662.0,303.21277801715826,358.78722198284174,85.0308068378162,703.8522780871602,-91.4449611869269,-24.53330789641166,24.53330789641166
24577,4,3,22,2013,662.0,296.33981000130035,365.66018999869965,79.20173877427216,672.7207354250579,-58.60416480424034,-15.722616101454731,15.722616101454731
24581,3,3,22,2013,662.0,471.29429533749357,190.70570466250643,46.55517187843467,480.90485568090133,-37.812313207873586,-10.144474995271098,10.144474995271098
24586,3,3,22,2013,662.0,438.7415963327652,223.2584036672348,52.61199684974282,527.2702501114925,-47.26592112316433,-12.680735831378698,12.680735831378698
24600,3,3,22,2013,662.0,417.4946089952323,244.50539100476772,56.77444462717641,556.4771898429572,-53.71500782045809,-14.410928808025501,14.410928808025501
24603,3,3,22,2013,662.0,326.4448073143217,335.5551926856783,78.07938863527697,674.9325616332094,-83.4131898715483,-22.378504437848648,22.378504437848648
24604,3,3,22,2013,662.0,594.6614369584461,67.33856304155393,24.134096476297152,270.84007588040214,-8.370872109111644,-2.245779101972872,2.245779101972872
24616,3,3,22,2013,662.0,431.9293463402426,230.0706536597574,53.92524169642645,536.7161374149981,-49.31098622853142,-13.229396044549098,13.229396044549098
24623,3,3,22,2013,662.0,548.7215273319151,113.27847266808487,32.791384040957844,358.61171828277776,-17.8908897405652,-4.799856666228075,4.799856666228075
24623,4,3,22,2013,662.0,227.41052293599552,434.5894770640045,77.53394851622342,651.89385201733,14.71470485727946,3.9477340269249335,3.9477340269249335
24638,3,3,22,2013,662.0,443.5435312016936,218.4564687983064,51.69709693338351,520.5624493147701,-45.83768247934724,-12.297560881731199,12.297560881731199
24639,3,3,22,2013,662.0,262.347744916957,399.652255083043,100.13048937745683,753.7676422120516,-105.94846794054361,-28.424380648214996,28.424380648214996
24644,3,3,22,2013,662.0,573.956114791656,88.04388520834402,28.165042231904167,312.62179141870115,-12.397622302228593,-3.326095622723895,3.326095622723895
24656,3,3,22,2013,662.0,358.5201033529538,303.4798966470462,69.72043644560958,634.2364231546533,-72.60650974965331,-19.47923467681141,19.47923467681141
24659,3,3,22,2013,662.0,626.6394603470607,35.36053965293934,16.972989231575585,193.3617392450602,-3.233035355009055,-0.8673747659238004,0.8673747659238004
24665,3,3,22,2013,662.0,615.4566586618067,46.54334133819327,19.673620173989608,223.01003566223864,-4.856689861527643,-1.3029768527833607,1.3029768527833607
24672,3,3,22,2013,662.0,505.43737551828315,156.56262448171685,40.456548749011446,429.55618526380965,-28.531208394808846,-7.654494147312279,7.654494147312279
24673,3,3,22,2013,662.0,277.4364666611613,384.5635333388387,94.01154780249324,735.4673370706836,-100.54034038722806,-26.973461355490464,26.973461355490464
24674,3,3,22,2013,662.0,198.49060289661196,463.50939710338804,143.37161611900723,829.787053762785,-129.4548702455882,-34.73079488691472,34.73079488691472
24674,4,3,22,2013,662.0,164.24021847681323,497.7597815231868,150.77654709784014,809.3181384374501,-90.37567894474462,-24.246435551176596,24.246435551176596
24675,3,3,22,2013,662.0,210.75473090273874,451.24526909726126,130.74642690924915,815.3489891974933,-124.86757932231403,-33.50009371792359,33.50009371792359
24677,3,3,22,2013,662.0,285.55130237822704,376.44869762177296,91.00933588615113,725.5641737657808,-97.65697260619869,-26.199897141208755,26.199897141208755
24688,3,3,22,2013,662.0,213.75820976483328,448.2417902351667,128.21722938202947,811.8022141916495,-123.74918535187149,-33.20004543456033,33.20004543456033
24701,3,3,22,2013,662.0,296.9423995228776,365.0576004771224,87.07476073953815,711.5863429887931,-93.6402568385465,-25.12227270590777,25.12227270590777
24710,3,3,22,2013,662.0,494.878879302183,167.121120697817,42.32579813761383,445.7879428746589,-31.32554963145776,-8.404173878557529,8.404173878557529
24713,3,3,22,2013,662.0,355.28397312503813,306.71602687496187,70.51143966309763,638.3868983361382,-73.68106452859075,-19.76752156436713,19.76752156436713
24718,3,3,22,2013,662.0,325.2673218515359,336.7326781484641,78.41101822096442,676.4088700804632,-83.81628883896092,-22.486649828823708,22.486649828823708
24720,3,3,22,2013,662.0,213.1793549022604,448.8206450977396,128.69215792809229,812.4861182363885,-123.96457521895607,-33.257831296770405,33.257831296770405
24722,3,3,22,2013,662.0,554.952641469656,107.04735853034401,31.66801175755362,347.65112400665987,-16.480463910225836,-4.421460626559631,4.421460626559631
24736,3,3,22,2013,662.0,249.1929264560143,412.80707354398567,106.18346444358446,769.6087377430707,-110.71130802663731,-29.702179017604138,29.702179017604138
24738,3,3,22,2013,662.0,425.6505322515376,236.34946774846242,55.1528663782409,545.3528323040692,-51.215059640504286,-13.740230306677688,13.740230306677688
24742,3,3,22,2013,662.0,424.5427208670317,237.45727913296832,55.371282853354984,546.8699854903882,-51.55287659991243,-13.83086151664505,13.83086151664505
24743,3,3,22,2013,662.0,194.86590161166646,467.13409838833354,148.2561687789273,834.0409438856246,-130.81686763969662,-35.09619830543079,35.09619830543079
24772,3,3,22,2013,662.0,479.3147682674625,182.6852317325375,45.10589549632379,469.1245063626703,-35.56997682568878,-9.542889865183795,9.542889865183795
24774,3,3,22,2013,662.0,260.61388364364467,401.38611635635533,100.8856344970795,755.8614623713125,-106.57372243616231,-28.592127026534,28.592127026534
24774,4,3,22,2013,662.0,156.53711626811096,505.46288373188906,80.47172356767925,654.5533032675825,67.33068179128402,18.06380937583075,18.06380937583075
24775,3,3,22,2013,662.0,274.05148229326716,387.94851770673284,95.31938711102468,739.5854188390707,-101.7483598441732,-27.2975548090544,27.2975548090544
24778,3,3,22,2013,662.0,371.49263796009865,290.50736203990135,66.64839028737568,617.488799977872,-68.3363763815291,-18.333622110310486,18.333622110310486
24778,4,3,22,2013,662.0,258.8971051789672,403.1028948210328,113.45285994688231,801.0593904224144,-143.388237640967,-38.468907822912335,38.468907822912335
24780,3,3,22,2013,662.0,658.0351608413597,3.9648391586403022,5.52809280608693,63.779126102000106,-0.12316965725836378,-0.03304456676227371,0.03304456676227371
24780,4,3,22,2013,662.0,203.09253703765987,458.9074629623401,143.15551962488584,833.4733013460396,-135.38185119109156,-36.320914742014914,36.320914742014914
24787,3,3,22,2013,662.0,643.7715164615449,18.228483538455066,12.001132096885843,137.70166320825092,-1.2063684137025774,-0.3236505034910788,0.3236505034910788
24792,3,3,22,2013,662.0,626.4495713962942,35.55042860370577,17.021436826277483,193.89763667193128,-3.258821241104672,-0.8742927313836185,0.8742927313836185
24800,3,3,22,2013,662.0,402.06554971887283,259.93445028112717,59.93598018401821,577.2506907515677,-58.5234048814056,-15.700949428661847,15.700949428661847
24804,3,3,22,2013,662.0,478.0951726220617,183.90482737793832,45.32543364340824,470.92602200413444,-35.90859608527711,-9.633736320224155,9.633736320224155
24814,3,3,22,2013,662.0,517.3028763694264,144.69712363057363,38.36360166710285,410.87394964596905,-25.478546602032612,-6.835510895597608,6.835510895597608
24814,4,3,22,2013,662.0,336.2965871794472,325.7034128205528,44.89050682417894,485.68948817204597,99.83190015781194,26.783397495777717,26.783397495777717
24820,3,3,22,2013,662.0,624.2723306529996,37.727669347000415,17.569706252393647,199.95242649358354,-3.5590835605167794,-0.9548485962034403,0.9548485962034403
24821,3,3,22,2013,662.0,641.0653214487528,20.934678551247202,12.891906765844208,147.76148553604736,-1.4828462466221863,-0.3978253482666608,0.3978253482666608
24826,3,3,22,2013,662.0,375.6544608669193,286.3455391330807,65.6938657419481,612.0770250075948,-66.9794324881921,-17.969574470054596,17.969574470054596
24843,3,3,22,2013,662.0,618.5027354436419,43.49726455635812,18.965455794137316,215.28149380856487,-4.394054422372948,-1.1788587217758715,1.1788587217758715
24844,3,3,22,2013,662.0,205.79387472030098,456.206125279699,135.32938510270094,821.1977193399989,-126.71919886762038,-33.99685539645015,33.99685539645015
24852,3,3,22,2013,662.0,228.79623294336722,433.2037670566328,117.48535916959032,793.9765798433375,-118.18016058160921,-31.705959838172983,31.705959838172983
24855,3,3,22,2013,662.0,425.6818817137557,236.31811828624433,55.14669365095829,545.3098703905837,-51.20550799571388,-13.73766774402231,13.73766774402231
24860,3,3,22,2013,662.0,566.6835765527908,95.31642344720922,29.522087398349097,326.3409222760953,-13.919512032999682,-3.7343957506344085,3.7343957506344085
24870,3,3,22,2013,662.0,498.75978369052194,163.24021630947806,41.637572022370996,439.8619254099862,-30.29020110374021,-8.126405438603042,8.126405438603042
24870,4,3,22,2013,662.0,182.98126228889,479.01873771111,121.62699236705701,773.8009643931758,-70.56774776747594,-18.932265496803634,18.932265496803634
24877,3,3,22,2013,662.0,532.5672841617002,129.43271583829983,35.66886102654443,386.0476412992313,-21.697510842932985,-5.821115862330372,5.821115862330372
24894,3,3,22,2013,662.0,217.28867744049992,444.7113225595001,125.43672384550479,807.6274899963137,-122.43713431723289,-32.848041873174424,32.848041873174424
24894,4,3,22,2013,662.0,141.5223186511054,520.4776813488946,128.29845029014243,757.8918301745607,-28.019721427128015,-7.517269885852265,7.517269885852265
24896,3,3,22,2013,662.0,188.10360608775855,473.8963939122415,160.85306249329366,841.9613255056305,-133.36524628017827,-35.779889971019394,35.779889971019394
24911,3,3,22,2013,662.0,517.7352541556653,144.2647458443347,38.28738113926982,410.1835840807071,-25.369131291574885,-6.806156413237954,6.806156413237954
24913,3,3,22,2013,662.0,221.54544970077276,440.4545502992272,122.31799994097034,802.5856970406245,-120.85890105175598,-32.4246256222215,32.4246256222215
24923,3,3,22,2013,662.0,400.66056098236925,261.33943901763075,60.230590515419024,579.1257543419146,-58.966236740483566,-15.819754556949805,15.819754556949805
24925,3,3,22,2013,662.0,284.55954083089586,377.44045916910414,91.36676230497167,726.7768754359261,-98.00839997291763,-26.294179818778236,26.294179818778236
24931,3,3,22,2013,662.0,450.11687269098223,211.88312730901777,50.45802156943589,511.3106236358169,-43.900904516515396,-11.777952480432742,11.777952480432742
24933,3,3,22,2013,662.0,576.1205850455464,85.87941495445364,27.756294893269484,308.45396541339227,-11.954922813053212,-3.207326007290164,3.207326007290164
24941,3,3,22,2013,662.0,190.6568156822525,471.3431843177475,155.27160980920598,838.9732440593027,-132.40193978042328,-35.52144932376717,35.52144932376717
24943,3,3,22,2013,662.0,624.2986111721191,37.70138882788092,17.56316479707217,199.88029395770346,-3.5554093462170173,-0.9538628597612846,0.9538628597612846
24945,3,3,22,2013,662.0,576.7197430661995,85.2802569338005,27.6427133938032,307.29295289361744,-11.833229892279007,-3.1746776267187693,3.1746776267187693
24947,3,3,22,2013,662.0,591.5824364795311,70.41756352046889,24.75336582057159,277.35397898676354,-8.938901399549621,-2.3981728183200053,2.3981728183200053
24972,3,3,22,2013,662.0,214.94808805737856,447.0519119426215,127.2584548831665,810.3958856039093,-123.30667081894994,-33.081325440108046,33.081325440108046
25009,3,3,22,2013,662.0,194.44288897273032,467.5571110272697,148.88299469496613,834.5369975426698,-130.9759983328283,-35.13889067731981,35.13889067731981
25009,4,3,22,2013,662.0,185.06623295605587,476.93376704394416,138.65647591275876,810.2167159228813,-104.30839892597102,-27.984374795693224,27.984374795693224
25018,3,3,22,2013,662.0,362.86366570964714,299.13633429035286,68.67471975569323,628.6487318210397,-71.17002695309192,-19.093847944961855,19.093847944961855
25025,3,3,22,2013,662.0,256.601769799973,405.398230200027,102.68005988891242,760.6995678621092,-108.02348800003728,-28.98107732510162,28.98107732510162
25026,3,3,22,2013,662.0,205.71525973420978,456.2847402657902,135.40677281655869,821.2903104568587,-126.74858503010552,-34.00473926192272,34.00473926192272
25034,3,3,22,2013,662.0,638.4304153109862,23.569584689013823,13.711171958048208,156.98276813997788,-1.7692194732565232,-0.4746549783645679,0.4746549783645679
25043,3,3,22,2013,662.0,511.5205513432345,150.4794486567655,39.38303660589659,420.0401563541995,-26.954251968889917,-7.23142045321108,7.23142045321108
25043,5,6,22,2013,662.0,411.47792381548413,250.52207618451587,33.873421850389946,393.9913262330742,127.92717758213473,34.32093791943261,34.32093791943261
25045,3,3,22,2013,662.0,487.8424517689461,174.1575482310539,43.578167012228946,456.42029559884156,-33.226471560168065,-8.914162645120182,8.914162645120182
25045,4,3,22,2013,662.0,479.2002873719536,182.7997126280464,40.38265463018122,429.6346793972424,2.601452666982375,0.6979306287479075,0.6979306287479075
25051,3,3,22,2013,662.0,299.229211535571,362.770788464429,86.31997810917142,708.7690737704568,-92.83831574556366,-24.90712397060768,24.90712397060768
25072,3,3,22,2013,662.0,233.48003395755308,428.5199660424469,114.62753047184185,788.4008069623437,-116.45626532968818,-31.243464666786906,31.243464666786906
25090,3,3,22,2013,662.0,441.85525523570965,220.14474476429035,52.01778632731739,522.9255758527169,-46.338552721162515,-12.431936835300537,12.431936835300537
25092,3,3,22,2013,662.0,474.58533325908104,187.41466674091896,45.95887307758834,476.0899475465276,-36.887828578026856,-9.896449671894697,9.896449671894697
25095,3,3,22,2013,662.0,426.52410130456894,235.47589869543106,54.98102653928779,544.1550826700898,-50.94906516069332,-13.668867987887825,13.668867987887825
25097,3,3,22,2013,662.0,516.5492391591198,145.4507608408802,38.49645316934068,412.07558084156346,-25.669570984195634,-6.8867598646222365,6.8867598646222365
25106,3,3,22,2013,662.0,269.655100624799,392.344899375201,97.07148362722276,744.9229167607286,-103.32187484795821,-27.71970522135071,27.71970522135071
25107,3,3,22,2013,662.0,222.21796290263904,439.78203709736096,121.84596831308723,801.7883282651143,-120.609938191014,-32.35783263069877,32.35783263069877
25120,3,3,22,2013,662.0,220.67489374671075,441.3251062532893,122.93703284588618,803.6175370856506,-121.18133212166754,-32.511129029416786,32.511129029416786
25120,4,3,22,2013,662.0,165.28530182925502,496.714698170745,157.26175925025942,816.9412289163527,-97.77358781656999,-26.23118324843992,26.23118324843992
25144,3,3,22,2013,662.0,638.0145347586057,23.98546524139431,13.83672366250334,158.39316819622235,-1.8158935170081387,-0.4871769223980755,0.4871769223980755
25156,3,3,22,2013,662.0,558.3395115322827,103.6604884677173,31.053070600410326,341.59375009433086,-15.728143279163893,-4.21962431497832,4.21962431497832
25159,3,3,22,2013,662.0,423.22336570744045,238.77663429255955,55.6321449749137,548.6742939103452,-51.955924656765724,-13.938993249082658,13.938993249082658
