event_number,record_index,vlm,pdg,Eprime_k_keV,Et_662_minus_k_keV,theta_energy_deg,theta_direction_deg,delta_theta_deg,px,py,pz
25045,8,4,22,479.2002873719536,182.7997126280464,45.12654184722959,40.38265463018122,-4.743887217048368,0.612882725352111,-0.7617344804462327,-0.21008414091567407
25097,7,4,22,380.6461584233727,281.3538415766273,64.5673891151531,69.9048132005862,5.337424085433099,0.8933398912195457,-0.34358080363561516,0.2896481833689879
25097,8,4,22,380.6461584233727,281.3538415766273,64.5673891151531,69.9048132005862,5.337424085433099,0.8933398912195457,-0.34358080363561516,0.2896481833689879
25224,6,4,22,562.9263591919877,99.07364080801233,30.21456159385066,30.214528600752512,-3.2993098148637046e-05,0.48834316839154945,-0.8641472224361095,-0.1215340604162466
25544,7,4,22,586.2372299269591,75.76277007304088,25.810032950340243,25.810004947852796,-2.8002487447054136e-05,0.41846800447764565,-0.9002427579344994,0.1201977787439664
25620,7,4,22,604.6985408004057,57.30145919959432,22.050372750776873,22.050348938612768,-2.3812164105407874e-05,0.31389186146435805,-0.9268543092941706,0.2059441396332179
25785,7,4,22,244.8858791513897,417.1141208486103,108.34771055848302,49.06404545060812,-59.283665107874896,-0.5075598306486023,-0.655215001922466,-0.5595322328228332
25785,8,4,22,244.8858791513897,417.1141208486103,108.34771055848302,49.06404545060812,-59.283665107874896,-0.5075598306486023,-0.655215001922466,-0.5595322328228332
25796,7,4,22,282.7647268912089,379.2352731087911,92.02025370227682,63.525863542597385,-28.494390159679433,-0.6090174098514067,-0.4457937907358659,0.6560226296700676
25796,8,4,22,259.33582342956765,402.66417657043235,101.45012054069042,69.59491208731438,-31.855208453376036,-0.9186700806271566,-0.34865527736448637,0.18570078224495118
25796,9,4,22,259.33582342956765,402.66417657043235,101.45012054069042,69.59491208731438,-31.855208453376036,-0.9186700806271566,-0.34865527736448637,0.18570078224495118
25816,7,4,22,430.1645830509984,231.83541694900163,54.26861873487405,50.4478944112982,-3.8207243235758526,0.6052165999114987,-0.6367796834137008,-0.47772848144433677
25816,8,4,22,430.1645830509984,231.83541694900163,54.26861873487405,50.4478944112982,-3.8207243235758526,0.6052165999114987,-0.6367796834137008,-0.47772848144433677
25883,7,4,22,533.0516117129395,128.94838828706054,35.5831474358485,35.58310821637577,-3.921947273255455e-05,0.4674396486149988,-0.8132723455961737,-0.3465375402336439
25913,7,4,22,594.1053713160724,67.89462868392764,24.246582282636144,24.246556029803166,-2.625283297774672e-05,0.37598307544994025,-0.9117867296730955,-0.16517168815280073
26048,7,4,22,530.2751667186201,131.72483328137992,36.074435836663135,36.07439603845519,-3.979820794342004e-05,0.5736092453042292,-0.8082530994106052,0.1330389454057084
26106,7,4,22,606.8150838178908,55.18491618210919,21.596083715386577,21.59606040574569,-2.3309640887703154e-05,0.3302076999654829,-0.9298017955263065,0.16257766119477202
26366,7,4,22,560.6887904289198,101.31120957108021,30.624497238134968,30.624463775507433,-3.3462627534674994e-05,0.45521136773134036,-0.860524601391865,0.22864824750593263
26381,7,4,22,578.1975058902428,83.80249410975716,27.361767457082856,27.361737707203343,-2.9749879512763755e-05,0.3934723236647173,-0.8881225099397837,-0.23752460472158846
26450,7,4,22,446.27138181103635,215.72861818896365,51.18115200561682,51.18109347418937,-5.853142745593232e-05,0.7618359556731018,-0.6268609440639388,0.16325236124148093
26496,6,4,22,513.6586933328045,148.34130666719545,39.00606732434879,39.00602403807412,-4.3286274667764246e-05,0.62081080082985,-0.7770797908571546,-0.10363854598749048
26514,7,4,22,577.7668383831789,84.23316161682112,27.44377803943901,27.443748196893313,-2.984254569682321e-05,0.4155972421088519,-0.8874637407871185,-0.19921606646967596
26648,7,4,22,638.1259545823286,23.87404541767137,13.803195329167057,13.803180535934723,-1.4793232333332185e-05,0.2382737403258565,-0.9711210372246001,0.012229298056026487
26670,6,4,22,522.6879644661406,139.31203553385944,37.41415068832729,37.414109303636344,-4.1384690945278635e-05,0.6074811883558494,-0.7942650278391495,-0.010472408769717927
26706,8,4,22,353.84630705177767,308.15369294822233,70.86630757041422,22.824494774028512,-48.04181279638571,0.35754061458269254,-0.9216973988344633,0.15046133691289154
26719,7,4,22,570.3343941649848,91.66560583501519,28.843850621426125,28.843819191806894,-3.1429619230749495e-05,0.47129447793516027,-0.8759379838090083,0.10302506291400229
26753,7,4,22,440.841581305183,221.158418694817,52.21089665728539,52.210836769826294,-5.9887459094909445e-05,0.7702777491557296,-0.6127575948946424,-0.1766361204695014
26763,7,4,22,578.4879663548363,83.51203364516368,27.306396898928238,27.30636721159531,-2.9687332926187082e-05,0.444298750956477,-0.888566257990419,0.11423057847800028
26767,7,4,22,424.4749012268923,237.5250987731077,55.38473661232997,63.52425367493026,8.13951706260029,0.40378396797589,-0.44581894162705005,0.7988766979278983
26767,8,4,22,424.4749012268923,237.5250987731077,55.38473661232997,63.52425367493026,8.13951706260029,0.40378396797589,-0.44581894162705005,0.7988766979278983
27038,7,4,22,570.128197750678,91.87180224932195,28.882312360057934,28.882280886701267,-3.1473356667532926e-05,0.3959542694325494,-0.8756139435290154,0.2766232788752644
27068,7,4,22,438.4360449696598,223.5639550303402,52.67056675047847,52.67050625384747,-6.0496631000717116e-05,0.76505770630452,-0.6063978002587525,0.21672197365614074
27279,6,4,22,250.0419686609563,411.9580313390437,105.76864286405849,103.2572817234799,-2.511361140578586,0.5264516052701954,0.22932409588964475,0.8186935729275219
27279,7,4,22,223.28217741797724,438.7178225820228,121.10985445351443,144.201846792428,23.09199233891357,0.3010563346232585,0.8110826732797087,0.5015077073073255
27279,8,4,22,223.28217741797724,438.7178225820228,121.10985445351443,144.201846792428,23.09199233891357,0.3010563346232585,0.8110826732797087,0.5015077073073255
27298,8,4,22,203.10935638371745,458.89064361628255,138.07179865758022,144.6984350978705,6.6266364402902695,-0.15623715336687438,0.8161218069269144,-0.5563588304018946
27298,9,4,22,203.10935638371745,458.89064361628255,138.07179865758022,144.6984350978705,6.6266364402902695,-0.15623715336687438,0.8161218069269144,-0.5563588304018946
27322,6,4,22,343.09371040532193,318.90628959467807,73.5896754488373,83.57902299236086,9.989347543523564,0.6807355826332465,-0.11183276090190009,0.7239423320445025
27322,7,4,22,343.09371040532193,318.90628959467807,73.5896754488373,83.57902299236086,9.989347543523564,0.6807355826332465,-0.11183276090190009,0.7239423320445025
27571,27,4,22,29.738723665631955,632.2612763343681,,79.5151261403787,,0.6717465944227443,-0.18197593891220284,-0.7180816600766706
27608,7,4,22,624.5376422264043,37.46235777359573,17.50360331831852,17.503584503525936,-1.881479258258878e-05,0.30031833775217964,-0.9536981363094796,-0.01639392599693761
27742,7,4,22,290.15723909002355,371.84276090997645,89.38181006566057,56.241427137349376,-33.1403829283112,-0.3435510275131445,-0.5556946351745282,0.757083987370563
27742,8,4,22,290.15723909002355,371.84276090997645,89.38181006566057,56.241427137349376,-33.1403829283112,-0.3435510275131445,-0.5556946351745282,0.757083987370563
28175,7,4,22,507.67483487375364,154.32516512624636,40.0615461167281,40.06150155935302,-4.455737508379798e-05,0.6315315454578576,-0.7653540306891283,-0.12410122803387046
28304,6,4,22,340.9739231069045,321.0260768930955,74.14194981269159,11.602020227371575,-62.53992958532002,-0.14802282074476902,-0.9795681590594778,0.1361450193565223
28304,7,4,22,340.9739231069045,321.0260768930955,74.14194981269159,11.602020227371575,-62.53992958532002,-0.14802282074476902,-0.9795681590594778,0.1361450193565223
28451,7,4,22,607.817342566237,54.182657433762984,21.378883784264687,21.378860714615616,-2.306964907106135e-05,0.3113259301965681,-0.931190373827415,0.18963294249259752
28504,7,4,22,636.0027147835955,25.99728521640452,14.431191245717182,14.431175772433242,-1.5473283939471116e-05,0.2434324841779643,-0.968447700642308,0.05338236382525384
28738,6,4,22,515.1767089415472,146.8232910584528,38.73844894423732,38.738405978926835,-4.296531048453289e-05,0.6195435646161638,-0.7800111251439614,0.08802508843704031
28843,7,4,22,599.3910692149442,62.608930785055804,23.165637659997856,23.165612610824212,-2.5049173643765243e-05,0.30478159149603284,-0.9193716070628093,0.2487248069893568
28892,7,4,22,485.95674781368297,176.04325218631703,43.915011842992065,43.9149625698898,-4.927310226321424e-05,0.6596986641283522,-0.7203700079230495,0.21416051044068124
29236,7,4,22,474.6513392831483,187.34866071685173,45.94698918357214,45.94693737262749,-5.181094465456226e-05,0.7031692920327705,-0.6953242656805594,0.14858368785948006
29263,7,4,22,537.948036508303,124.05196349169705,34.7147511916096,34.71471299123073,-3.820037886725913e-05,0.5090830249776715,-0.8219978285573684,0.2552529011129052
29328,7,4,22,587.3174283800263,74.68257161997371,25.59825177088452,25.598224006026804,-2.776485771605053e-05,0.37414509177459454,-0.9018459193089028,-0.21607727350848402
29535,7,4,22,498.9365568333954,163.0634431666046,41.60630613225231,41.60625969901384,-4.643323846664771e-05,0.5975661994459931,-0.7477255505315342,0.2895188048503684
29570,7,4,22,578.1440346387632,83.85596536123683,27.37195548525832,27.371925723868806,-2.9761389512827918e-05,0.4242274580576132,-0.8880407711770377,-0.17724179122675376
29585,7,4,22,420.6613333131797,241.33866668682032,56.14111108433762,71.79429593602207,15.653184851684443,0.8653628802398694,-0.31242949114417856,0.39183529520239396
29585,8,4,22,420.6613333131797,241.33866668682032,56.14111108433762,71.79429593602207,15.653184851684443,0.8653628802398694,-0.31242949114417856,0.39183529520239396
29694,6,4,22,484.45545362846457,177.54454637153543,44.183546611631975,44.18349700526001,-4.9606371966604e-05,0.6789033710915158,-0.717111383485777,0.15761179015445018
29744,7,4,22,636.5511702604608,25.44882973953918,14.271169714149565,14.271154414239588,-1.5299909977173343e-05,0.2438990861393497,-0.9691399603602786,0.03579068333054911
29797,8,4,22,558.1942724372403,103.80572756275967,31.079544978232757,27.313882095381352,-3.765662882851405,0.4075002427502373,-0.8885060811657467,0.21095140646600416
29860,7,4,22,565.1860832680243,96.81391673197572,29.79874722060422,29.79871470284328,-3.251776093904368e-05,0.40768391641321633,-0.8677766016020874,0.2841788064052523
29883,7,4,22,373.05627635555146,288.94372364444854,66.28817192859877,79.5121849020544,13.224012973455629,0.8111900267429952,-0.18202641583572632,-0.5557311620295357
29883,8,4,22,373.05627635555146,288.94372364444854,66.28817192859877,79.5121849020544,13.224012973455629,0.8111900267429952,-0.18202641583572632,-0.5557311620295357
29945,7,4,22,484.2123334985871,177.7876665014129,44.227067501147616,44.227017840703695,-4.9660443920629405e-05,0.6170116758099683,-0.71658177955926,-0.3252801025544886
30166,7,4,22,434.1214120860704,227.8785879139296,53.50067895835047,63.57573041073926,10.075051452388792,0.7566666457970511,-0.445014548670411,0.47897561379459663
30166,8,4,22,434.1214120860704,227.8785879139296,53.50067895835047,63.57573041073926,10.075051452388792,0.7566666457970511,-0.445014548670411,0.47897561379459663
30199,7,4,22,613.0435300831788,48.95646991682122,20.222509560644728,20.222487765870028,-2.1794774699657182e-05,0.33873553296528286,-0.9383574259224312,-0.06887365187758589
30266,7,4,22,517.1483794658209,144.85162053417912,38.390879088646585,38.39083653940353,-4.254924305513441e-05,0.6143607227328562,-0.7837927890561679,-0.09071805876845086
30344,7,4,22,602.7856787832791,59.21432121672092,22.45609604310772,22.456071781486344,-2.4261621376808762e-05,0.36730383480941525,-0.9241726612909908,0.1048464832821077
30445,7,4,22,590.6637503398475,71.33624966015248,24.9365969075898,24.93656988386743,-2.7023722367403025e-05,0.3908274185667168,-0.9067750971798589,0.15815451947678827
30580,7,4,22,568.2347638749441,93.76523612505594,29.234621788348438,29.234589914003145,-3.187434529294819e-05,0.43565687200472053,-0.8726273934895771,0.22073631782434308
30874,7,4,22,410.48622311277984,251.51377688722016,58.19444734382586,23.70129929783683,-34.49314804598903,-0.061489054604347615,-0.9156534781242562,-0.39723771744739417
30874,8,4,22,233.4799226744293,428.5200773255707,114.62778669371268,88.54939434655621,-26.078392347156466,0.9719827090735341,-0.02531514012598836,-0.2336851662867688
30874,9,4,22,178.54259219642503,483.45740780357494,,122.14184071250874,,0.5119775815698016,0.5320170554967416,0.6744159018220981
30874,10,4,22,178.54259219642503,483.45740780357494,,122.14184071250874,,0.5119775815698016,0.5320170554967416,0.6744159018220981
30896,7,4,22,507.7650763285174,154.2349236714826,40.04561852577033,40.04557398763955,-4.453813077986979e-05,0.5810833757034747,-0.7655329172020118,0.27622719482562247
31007,7,4,22,436.2823739254084,225.71762607459158,53.0839984892057,53.08393744261005,-6.104659564698522e-05,0.7739415722095928,-0.6006443889344538,-0.20060099911839996
31425,7,4,22,597.6170697417975,64.38293025820246,23.531497080557934,23.531471624522595,-2.5456035338322636e-05,0.3784615270712842,-0.9168409097801875,0.12715981550910524
31498,7,4,22,621.0150784302765,40.9849215697235,18.36712672714696,18.36710696843514,-1.975871181869593e-05,0.31030311235363717,-0.9490570667614433,-0.05479655549221382
31504,7,4,22,622.0967568443483,39.903243155651694,18.105170361401623,18.105150889272842,-1.9472128780506637e-05,0.2880428883808922,-0.9504877979828389,-0.116637216783182
31585,7,4,22,585.558809743306,76.44119025669397,25.942614731464083,25.942586580110515,-2.815135356826204e-05,0.43424820504637507,-0.8992328661970046,-0.05299762980663691
31745,7,4,22,548.3728848579253,113.62711514207467,32.85400401963284,32.85396798688163,-3.603275121122351e-05,0.47919773195345067,-0.8400559854017987,0.2543137335679728
31778,6,4,22,475.970446191453,186.029553808547,45.70864795037712,45.70859643905201,-5.15113251111643e-05,0.7110156713471978,-0.6983078977770748,0.08260021186931683
31852,8,4,22,512.7790344794579,149.2209655205421,39.161163016308755,37.817003857775696,-1.34415915853306,0.5166440980649473,-0.7899730831309587,-0.33018389400942083
31920,7,4,22,585.0480496106886,76.95195038931138,26.042218194278117,26.042189931035058,-2.826324305971184e-05,0.40553969575573406,-0.898471006657948,0.16818860056912402
31956,7,4,22,595.5394892360362,66.46051076396384,23.9559649862551,23.95593905750213,-2.5928752972248503e-05,0.3938565944371508,-0.9138579714313804,-0.0986944328201554
32002,7,4,22,638.8431966418617,23.15680335813829,13.585609153335819,13.585594595513312,-1.4557822506588991e-05,0.23361406429957832,-0.9720200896965326,0.024523747425244338
32198,7,4,22,421.60843772269624,240.39156227730376,55.952622052895514,52.54204474886464,-3.4105773040308733,0.5480545909475216,-0.6081790871612642,-0.5742424255321407
32198,8,4,22,421.60843772269624,240.39156227730376,55.952622052895514,52.54204474886464,-3.4105773040308733,0.5480545909475216,-0.6081790871612642,-0.5742424255321407
32234,7,4,22,616.6055607193277,45.39443928067226,19.408640590316534,19.40861969004945,-2.0900267085011137e-05,0.3167828535055861,-0.9431726762982535,0.10036895142048836
32741,7,4,22,350.68518513300336,311.31481486699664,71.65391927539036,89.34399418268929,17.69007490729892,0.8831160504283732,-0.011449211273979853,-0.4690148793343286
32741,8,4,22,350.68518513300336,311.31481486699664,71.65391927539036,89.34399418268929,17.69007490729892,0.8831160504283732,-0.011449211273979853,-0.4690148793343286
32865,7,4,22,406.1820957940892,255.8179042059108,59.07958960155261,12.447039871913807,-46.632549729638804,-0.20915463166138987,-0.9764956513528701,0.05206325905590678
32865,8,4,22,406.1820957940892,255.8179042059108,59.07958960155261,12.447039871913807,-46.632549729638804,-0.20915463166138987,-0.9764956513528701,0.05206325905590678
33116,7,4,22,454.4345265015573,207.5654734984427,49.65196837770161,49.65191183866241,-5.653903919977665e-05,0.6899884559190275,-0.647429656677635,-0.3236522367491938
33539,8,4,22,165.06680486535222,496.9331951346478,,70.59755678994232,,-0.9368433218754827,-0.3322013525387072,-0.10939310594714949
33539,9,4,22,165.06680486535222,496.9331951346478,,70.59755678994232,,-0.9368433218754827,-0.3322013525387072,-0.10939310594714949
33614,7,4,22,633.8707848485044,28.1292151514956,15.039905340863623,15.039889207507258,-1.6133356364633755e-05,0.2565290245736294,-0.9657454029121579,-0.039098290312186555
33637,7,4,22,480.45650136522164,181.54349863477836,44.90067725182054,44.90062675231602,-5.049950451763152e-05,0.6404825068563595,-0.7083321162296183,0.29672844745434146
33941,7,4,22,510.64216890571356,151.35783109428644,39.537997718002764,19.150223970832556,-20.387773747170208,0.16836948980151498,-0.9446617185642052,-0.28154209700025307
33941,8,4,22,510.64216890571356,151.35783109428644,39.537997718002764,19.150223970832556,-20.387773747170208,0.16836948980151498,-0.9446617185642052,-0.28154209700025307
33957,7,4,22,518.0816925699058,143.91830743009416,38.226351748777596,38.226309396179495,-4.235259810059233e-05,0.6185636087932626,-0.7855728461135034,0.015948834621547083
33968,6,4,22,302.7601291810011,359.2398708189989,85.175811691898,60.029612636048455,-25.14619905584955,-0.3890149936337168,-0.49955233840256585,0.774025061561115
33968,7,4,22,169.75899064911545,492.24100935088455,,68.42141703929356,,-0.3841274536341406,-0.3677769785217131,-0.8468684628878269
33968,8,4,22,124.64226099977581,537.3577390002242,,147.9250554051408,,-0.5305910247876939,0.8473542206117601,-0.021540409146102085
33968,9,4,22,124.64226099977581,537.3577390002242,,147.9250554051408,,-0.5305910247876939,0.8473542206117601,-0.021540409146102085
33991,7,4,22,428.09447239434877,233.90552760565123,54.67304140136807,16.45744029331345,-38.215601108054614,-0.08609557647496063,-0.9590304389176318,-0.2699039994903715
33991,8,4,22,191.392380431673,470.607619568327,153.89698546529866,134.85423136244975,-19.042754102848903,-0.2697534146743486,0.705305514161656,-0.6555739675770317
34002,7,4,22,392.36190064735774,269.63809935264226,61.99593124152116,15.480481978033975,-46.515449263487184,-0.22357025187162327,-0.9637214330487223,-0.14579897791334487
34002,8,4,22,392.36190064735774,269.63809935264226,61.99593124152116,15.480481978033975,-46.515449263487184,-0.22357025187162327,-0.9637214330487223,-0.14579897791334487
34110,7,4,22,432.5430653882306,229.45693461176938,53.806219546006915,53.80615753390231,-6.201210460687889e-05,0.7654115847993828,-0.5905189407976738,0.2557977451309743
34118,6,4,22,468.0086509714743,193.9913490285257,47.152983846096895,47.15293051090106,-5.3335195836723415e-05,0.733159682316278,-0.6800438468887413,-0.0041528947321532814
34391,6,4,22,460.30989047465266,201.69010952534734,48.56410884626393,49.88758829761368,1.3234794513497548,0.7075347402594688,-0.6442893158007507,0.2903202867024046
34391,7,4,22,460.30989047465266,201.69010952534734,48.56410884626393,49.88758829761368,1.3234794513497548,0.7075347402594688,-0.6442893158007507,0.2903202867024046
34562,7,4,22,597.7291451834657,64.27085481653432,23.50847849598026,23.508453065559095,-2.5430421164429617e-05,0.3886280373290401,-0.9170012354291575,0.08987203582414954
34577,7,4,22,568.4219772457146,93.57802275428537,29.199855917496667,29.199824082749384,-3.183474728274405e-05,0.46486784036964407,-0.872923575158396,0.14799433409001606
34698,7,4,22,513.1175889018276,148.88241109817238,39.10146955191497,39.10142615109278,-4.340082218590169e-05,0.613644771406638,-0.7760307086543121,-0.14565862058519313
34717,6,4,22,498.73992039612443,163.26007960387557,41.641137122888345,41.64109064713425,-4.647575409677529e-05,0.6415808801940738,-0.7473217522062767,0.17287039321045697
34736,7,4,22,214.34019100173253,447.65980899826747,127.74565063051904,66.0045652993948,-61.74108533112424,-0.8894001661671171,-0.40666385093415647,0.2087866297570483
34736,8,4,22,126.51986261983167,535.4801373801683,,67.50456085819303,,0.9226267422153229,-0.3826098885014083,0.04867820631535369
34756,7,4,22,337.871996758068,324.128003241932,74.95982688427749,52.725540529025956,-22.234286355251534,-0.13754609584938926,-0.6056337447806379,-0.7837658060285432
34756,8,4,22,325.92631776340306,336.07368223659694,78.22527050437822,71.74097225878717,-6.484298245591049,-0.11928059384073077,-0.313313440806724,-0.9421288806436486
34756,9,4,22,325.92631776340306,336.07368223659694,78.22527050437822,71.74097225878717,-6.484298245591049,-0.11928059384073077,-0.313313440806724,-0.9421288806436486
34797,7,4,22,293.58402133181295,368.41597866818705,88.20374772351208,43.51134079698068,-44.6924069265314,0.6856316428368738,-0.7252381078591443,0.06276095322489944
34918,7,4,22,632.7560707826507,29.24392921734932,15.350355299075781,15.350338828721998,-1.6470353783049063e-05,0.260074743119728,-0.9643252130803994,-0.04937622311041833
34970,7,4,22,257.78773985861034,404.21226014138966,102.14272659691741,78.15354974207571,-23.989176854841702,-0.9556475825986978,-0.20528956207349508,0.21117266294891876
34970,8,4,22,257.78773985861034,404.21226014138966,102.14272659691741,78.15354974207571,-23.989176854841702,-0.9556475825986978,-0.20528956207349508,0.21117266294891876
35554,7,4,22,481.1042782257316,180.8957217742684,44.78432149808604,44.78427114380585,-5.0354280183739775e-05,0.6259933137657921,-0.7097641462115181,-0.3230591708544387
35626,6,4,22,522.8213228891466,139.1786771108534,37.39062799776405,37.39058664103559,-4.135672845961835e-05,0.5480309529777102,-0.7945143980848953,-0.2615510386409109
35735,7,4,22,517.2098685514549,144.79013144854514,38.38003972582109,38.37999718953942,-4.253628167560919e-05,0.6177828099875061,-0.783910261509237,-0.06187973484478209
35817,7,4,22,437.98767015270425,224.01232984729575,52.75649042559392,58.163193185379434,5.406702759785517,0.7473423960938537,-0.5275016578805451,-0.4040066137255355
35817,8,4,22,437.98767015270425,224.01232984729575,52.75649042559392,58.163193185379434,5.406702759785517,0.7473423960938537,-0.5275016578805451,-0.4040066137255355
35870,7,4,22,520.132512757616,141.86748724238396,37.86479553740356,37.86475361625593,-4.192114762702204e-05,0.5867674352524952,-0.7894618225338379,0.18014995889191834
35881,7,4,22,360.9621132631046,301.0378867368954,69.13039961578828,89.62656654580441,20.49616693001613,0.8458970829293293,-0.006517597168345546,0.5333063341258967
35881,8,4,22,360.9621132631046,301.0378867368954,69.13039961578828,89.62656654580441,20.49616693001613,0.8458970829293293,-0.006517597168345546,0.5333063341258967
35903,6,4,22,381.76634396044216,280.23365603955784,64.317219036584,32.24080522531229,-32.07641381127171,-0.1376940230947421,-0.8458134447865048,0.5154027285748216
35903,7,4,22,381.76634396044216,280.23365603955784,64.317219036584,32.24080522531229,-32.07641381127171,-0.1376940230947421,-0.8458134447865048,0.5154027285748216
36159,7,4,22,254.8613219599593,407.1386780400407,103.48015987322874,81.42702760940914,-22.053132263819606,0.12598666645827428,-0.1490689098991619,-0.9807679745873675
36159,8,4,22,254.8613219599593,407.1386780400407,103.48015987322874,81.42702760940914,-22.053132263819606,0.12598666645827428,-0.1490689098991619,-0.9807679745873675
36166,7,4,22,519.542869515125,142.45713048487505,37.96875503871477,21.14920077674539,-16.81955426196938,-0.07117855702095727,-0.9326440560304508,0.35370705077999737
36166,8,4,22,519.542869515125,142.45713048487505,37.96875503871477,21.14920077674539,-16.81955426196938,-0.07117855702095727,-0.9326440560304508,0.35370705077999737
36251,7,4,22,309.50560885566057,352.49439114433943,83.05692485938715,65.26190355627014,-17.79502130311701,-0.16314583195219,-0.41847105608364854,0.893457001056494
36251,8,4,22,309.50560885566057,352.49439114433943,83.05692485938715,65.26190355627014,-17.79502130311701,-0.16314583195219,-0.41847105608364854,0.893457001056494
36327,7,4,22,583.5299032400372,78.47009675996276,26.337220183996514,26.3371915890986,-2.8594897912626038e-05,0.3627406788551523,-0.8961986370768281,-0.2554353201993393
36408,7,4,22,323.5765230103552,338.4234769896448,78.89084621005077,41.46951987165236,-37.42132633839841,0.632618163577275,-0.7493081144776799,0.19578459768332257
36838,7,4,22,254.59001038161034,407.40998961838966,103.60608539093546,126.41021197808756,22.804126587152098,0.79671280882059,0.5935623355244519,0.11372094841305176
36838,8,4,22,254.59001038161034,407.40998961838966,103.60608539093546,126.41021197808756,22.804126587152098,0.79671280882059,0.5935623355244519,0.11372094841305176
36855,13,4,22,138.85352647408018,523.1464735259199,,79.78144100975915,,0.9799727142909815,-0.17740352722226327,-0.09045146640196708
36898,7,4,22,618.9309794486995,43.06902055130047,18.864437976056568,18.864417672695218,-2.0303361349505167e-05,0.282823916945448,-0.9462863384078974,0.15669332387248808
36927,6,4,22,297.0802708938327,364.9197291061673,87.029057750262,101.44520002152568,14.41614227126368,0.8374273459889481,0.19843060413364574,-0.509255079044935
36927,7,4,22,297.0802708938327,364.9197291061673,87.029057750262,101.44520002152568,14.41614227126368,0.8374273459889481,0.19843060413364574,-0.509255079044935
37000,7,4,22,488.59106159227537,173.40893840772463,43.444657683264076,43.44460899239015,-4.869087392478377e-05,0.6352103397675252,-0.7260395024789995,-0.2633903283958468
37138,8,4,22,474.5603049667576,187.4396950332424,45.963450952322596,24.8921450165408,-21.071305935781798,0.310187822881944,-0.9071017278085514,0.2845170819871812
37677,7,4,22,471.5381989427895,190.4618010572105,46.51095006164021,46.510897539625105,-5.2522015103306785e-05,0.6821547768079972,-0.6882165985278375,-0.24702788099484807
38040,7,4,22,643.1105403212924,18.889459678707567,12.223906289458004,12.22389320253492,-1.3086923082994417e-05,0.20912875768617648,-0.9773276836803686,-0.033102287241243755
38076,7,4,22,560.6270546204017,101.37294537959826,30.635783381364682,30.635749905797336,-3.347556734567547e-05,0.473917900259683,-0.860424241268058,-0.1872750620123771
38086,8,4,22,448.9680048376916,213.03199516230842,50.67358361831276,29.454441262797214,-21.219142355515547,0.4904380830113017,-0.8707469713292815,0.03563984642339352
38163,7,4,22,467.1672100625998,194.8327899374002,47.30647956809333,47.30642603789697,-5.353019636089584e-05,0.6828414268158765,-0.6780772408750482,0.2719169748863429
38249,8,4,22,483.1206502778705,178.87934972212952,44.42261053272418,44.34613614485229,-0.07647438787189031,0.6762838326325051,-0.7151301184536308,0.17671754695101946
38456,7,4,22,570.8026527285156,91.19734727148443,28.756435462782605,28.756404132541114,-3.133024149093444e-05,0.39179525489212425,-0.8766729885778557,0.2791790632228467
38901,7,4,22,553.1619329337886,108.83806706621135,31.991878998208396,31.991843962677212,-3.503553118378022e-05,0.45425088266109753,-0.8481235214150284,-0.27265844572318987
39064,7,4,22,548.6579812363672,113.34201876363284,32.80282898880557,32.802793015370895,-3.597343467731662e-05,0.541079958194084,-0.8405401956766,-0.0269194779412838
39229,7,4,22,618.2973624928565,43.70263750714355,19.013797001392994,19.013776534302952,-2.0467090042330938e-05,0.2951046606703149,-0.9454402667454527,0.1380432586798269
39451,7,4,22,611.5440730872391,50.4559269127609,20.55860225531596,20.558580090492033,-2.2164823928250144e-05,0.2995705905974238,-0.9363136423043514,-0.18323270582477813
39513,7,4,22,539.9621805292562,122.03781947074378,34.3566468297072,34.35660904816531,-3.778154189149063e-05,0.5590521714741246,-0.8255411195975234,-0.07708780333965641
39530,7,4,22,614.4107248582878,47.589275141712164,19.91279160116132,19.912770147053678,-2.1454107642426834e-05,0.3000621102417831,-0.9402122394835045,0.16113247569208758
39544,7,4,22,633.2559681125409,28.744031887459073,15.211763048442098,15.211746728562101,-1.6319879996729014e-05,0.2623825797518779,-0.964962720404756,0.00152645727166665
39590,7,4,22,613.014270106121,48.98572989387901,20.229103273370598,20.229081471339732,-2.180203086510346e-05,0.3454991079536146,-0.9383176397594577,-0.01379758382823624
39760,6,4,22,502.77828358991616,159.22171641008384,40.9264832156204,40.926437610239745,-4.560538065589981e-05,0.6546161404515531,-0.755551276017011,-0.024899356806530375
39802,7,4,22,571.3729235496742,90.62707645032583,28.64984158762813,28.649810378515063,-3.1209113068086936e-05,0.4272681792983565,-0.8775664904889189,-0.21752921121088495
39806,7,4,22,474.7780512944323,187.22194870556768,45.92407869790854,45.92402691578762,-5.1782120920051966e-05,0.7018766145466917,-0.695611590018081,0.1532766576651251
39954,7,4,22,570.7418354725753,91.2581645274247,28.767794522586357,28.767763179433558,-3.1343152798513074e-05,0.4743161358104949,-0.8765775945680442,-0.0814611810072851
39979,7,4,22,603.7354761879748,58.26452381202523,22.255197641802447,22.255173602813084,-2.4038989362651364e-05,0.32847065336307335,-0.9255063096361897,-0.18853408366350377
40054,7,4,22,219.45712797313388,442.5428720268661,123.8188993091404,73.22456305078774,-50.59433625835267,-0.9447159485046335,-0.28862136167825125,-0.15559397875233805
40054,8,4,22,219.45712797313388,442.5428720268661,123.8188993091404,73.22456305078774,-50.59433625835267,-0.9447159485046335,-0.28862136167825125,-0.15559397875233805
