event_number,et_index,stored_et_keV,number_of_vlm4_gamma_records
55734,3,55.99381938233161,1
55838,0,51.27027731542388,2
55838,1,0.0,2
55838,2,0.0,2
55838,3,37.426008444051085,2
55838,4,13.8442688713728,2
55879,0,49.16027316600335,1
55879,1,0.0,1
55879,2,0.0,1
55879,3,49.16027316600335,1
55901,0,39.20792594289446,1
55901,1,0.0,1
55901,2,0.0,1
55901,3,39.20792594289446,1
56044,0,181.30676139201162,1
56044,1,0.0,1
56044,2,0.0,1
56044,3,181.30676139201162,1
56325,0,28.443727742428425,1
56325,1,0.0,1
56325,2,0.0,1
56325,3,28.443727742428425,1
56337,0,373.89612351433334,2
56337,1,0.0,2
56337,2,0.0,2
56337,3,75.9684466467605,2
56337,4,297.92767686757287,2
56519,0,172.97250293855086,1
56519,1,0.0,1
56519,2,0.0,1
56519,3,172.97250293855086,1
56788,0,27.715468634480157,1
56788,1,0.0,1
56788,2,0.0,1
56788,3,27.715468634480157,1
56917,0,473.1986161457344,2
56917,1,0.0,2
56917,2,0.0,2
56917,3,124.11695239637454,2
56917,4,349.08166374935985,2
57049,0,125.44184859418739,1
57049,1,0.0,1
57049,2,0.0,1
57049,3,125.44184859418739,1
57079,0,72.12891049435721,1
57079,1,0.0,1
57079,2,0.0,1
57079,3,72.12891049435721,1
57104,0,146.60326450387063,1
57104,1,0.0,1
57104,2,0.0,1
57104,3,146.60326450387063,1
57244,0,74.48983616392724,1
57244,1,0.0,1
57244,2,0.0,1
57244,3,74.48983616392724,1
57305,0,74.0405647129686,1
57305,1,0.0,1
57305,2,0.0,1
57305,3,74.0405647129686,1
57496,0,109.42721927971022,1
57496,1,0.0,1
57496,2,0.0,1
57496,3,109.42721927971022,1
57499,0,29.642137391435508,1
57499,1,0.0,1
57499,2,0.0,1
57499,3,29.642137391435508,1
57551,0,91.00882128865372,1
57551,1,0.0,1
57551,2,0.0,1
57551,3,91.00882128865372,1
57567,0,188.26869403018682,1
57567,1,0.0,1
57567,2,0.0,1
57567,3,188.26869403018682,1
57705,0,141.3332550119507,1
57705,1,0.0,1
57705,2,0.0,1
57705,3,141.3332550119507,1
57706,0,661.9999999999999,5
57706,1,0.0,5
57706,2,0.0,5
57706,3,141.44288135943216,5
57706,4,388.49093341075564,5
57706,5,132.06618522981216,5
57786,0,106.55204915484862,1
57786,1,0.0,1
57786,2,0.0,1
57786,3,106.55204915484862,1
58003,0,301.64216229144375,2
58003,1,0.0,2
58003,2,0.0,2
58003,3,81.73565303285623,2
58003,4,219.9065092585875,2
58101,0,148.78590743755137,1
58101,1,0.0,1
58101,2,0.0,1
58101,3,148.78590743755137,1
58106,0,69.36045254905775,1
58106,1,0.0,1
58106,2,0.0,1
58106,3,69.36045254905775,1
58275,0,106.22345290502855,1
58275,1,0.0,1
58275,2,0.0,1
58275,3,106.22345290502855,1
58437,0,662.0,1
58437,1,0.0,1
58437,2,0.0,1
58437,3,109.5772443496793,1
58437,4,552.4227556503207,1
58569,0,100.56468425919984,1
58569,1,0.0,1
58569,2,0.0,1
58569,3,100.56468425919984,1
58809,0,95.9947543057822,1
58809,1,0.0,1
58809,2,0.0,1
58809,3,95.9947543057822,1
58899,0,146.91081492974223,1
58899,1,0.0,1
58899,2,0.0,1
58899,3,146.91081492974223,1
59259,0,432.8601242530382,2
59259,1,0.0,2
59259,2,0.0,2
59259,3,335.7456621919529,2
59259,4,97.11446206108529,2
59512,0,471.3637746139236,1
59512,1,0.0,1
59512,2,0.0,1
59512,3,471.3637746139236,1
59555,0,24.667628394155038,1
59555,1,0.0,1
59555,2,0.0,1
59555,3,24.667628394155038,1
59643,0,121.29978084429915,1
59643,1,0.0,1
59643,2,0.0,1
59643,3,121.29978084429915,1
59792,0,133.57224013068847,1
59792,1,0.0,1
59792,2,0.0,1
59792,3,133.57224013068847,1
59820,0,55.636630488740124,1
59820,1,0.0,1
59820,2,0.0,1
59820,3,55.636630488740124,1
60100,0,82.86127313284885,1
60100,1,0.0,1
60100,2,0.0,1
60100,3,82.86127313284885,1
60310,0,78.71779246721077,1
60310,1,0.0,1
60310,2,0.0,1
60310,3,78.71779246721077,1
60341,0,93.53588866466933,1
60341,1,0.0,1
60341,2,0.0,1
60341,3,93.53588866466933,1
60590,0,183.31244997225966,1
60590,1,0.0,1
60590,2,0.0,1
60590,3,183.31244997225966,1
60821,0,394.57411940643146,2
60821,1,0.0,2
60821,2,0.0,2
60821,3,153.22563270516608,2
60821,4,241.34848670126541,2
60847,0,108.12316305155689,1
60847,1,0.0,1
60847,2,0.0,1
60847,3,108.12316305155689,1
60876,0,114.4057568822614,1
60876,1,0.0,1
60876,2,0.0,1
60876,3,114.4057568822614,1
61000,0,100.20951452448179,2
61000,1,0.0,2
61000,2,0.0,2
61000,3,88.81493307870858,2
61000,4,11.39458144577321,2
61029,0,116.781661364464,1
61029,1,0.0,1
61029,2,0.0,1
61029,3,116.781661364464,1
61055,0,155.47678345414585,1
61055,1,0.0,1
61055,2,0.0,1
61055,3,155.47678345414585,1
61156,0,135.8853493575677,1
61156,1,0.0,1
61156,2,0.0,1
61156,3,135.8853493575677,1
61318,0,87.34395693054154,1
61318,1,0.0,1
61318,2,0.0,1
61318,3,87.34395693054154,1
61324,0,47.87253760600174,1
61324,1,0.0,1
61324,2,0.0,1
61324,3,47.87253760600174,1
61424,0,167.71171284563556,1
61424,1,0.0,1
61424,2,0.0,1
61424,3,167.71171284563556,1
61476,0,120.17597615137521,3
61476,1,0.0,3
61476,2,0.0,3
61476,3,84.82698465126404,3
61476,4,35.34899150011117,3
61535,0,165.69926486118408,1
61535,1,0.0,1
61535,2,0.0,1
61535,3,165.69926486118408,1
61731,0,162.828956607016,1
61731,1,0.0,1
61731,2,0.0,1
61731,3,162.828956607016,1
61845,0,421.2378056880345,1
61845,1,0.0,1
61845,2,0.0,1
61845,3,62.621888612728995,1
61845,4,0.0,1
61845,5,358.6159170753055,1
61854,0,550.3217846085263,4
61854,1,0.0,4
61854,2,0.0,4
61854,3,117.34583633831829,4
61854,4,432.97594827020805,4
62126,0,49.71290699097841,1
62126,1,0.0,1
62126,2,0.0,1
62126,3,49.71290699097841,1
62217,0,200.99298655410706,2
62217,1,0.0,2
62217,2,0.0,2
62217,3,83.80634855873636,2
62217,4,117.18663799537072,2
62254,0,94.22834586446416,1
62254,1,0.0,1
62254,2,0.0,1
62254,3,94.22834586446416,1
62478,0,48.474158503806876,1
62478,1,0.0,1
62478,2,0.0,1
62478,3,48.474158503806876,1
62740,0,172.30972267619183,1
62740,1,0.0,1
62740,2,0.0,1
62740,3,172.30972267619183,1
62934,0,59.60356379171394,1
62934,1,0.0,1
62934,2,0.0,1
62934,3,59.60356379171394,1
63114,0,195.98179882773914,1
63114,1,0.0,1
63114,2,0.0,1
63114,3,195.98179882773914,1
63195,0,107.60872420051459,1
63195,1,0.0,1
63195,2,0.0,1
63195,3,107.60872420051459,1
63267,0,98.74018625039982,1
63267,1,0.0,1
63267,2,0.0,1
63267,3,98.74018625039982,1
63410,0,342.5603739153662,3
63410,1,0.0,3
63410,2,0.0,3
63410,3,93.21735111893258,3
63410,4,249.3430227964336,3
63462,0,134.94785941188945,1
63462,1,0.0,1
63462,2,0.0,1
63462,3,134.94785941188945,1
63469,0,122.44577044619287,1
63469,1,0.0,1
63469,2,0.0,1
63469,3,122.44577044619287,1
63567,0,37.50668849246408,1
63567,1,0.0,1
63567,2,0.0,1
63567,3,37.50668849246408,1
63718,0,57.99343032472148,1
63718,1,0.0,1
63718,2,0.0,1
63718,3,57.99343032472148,1
63857,0,219.028174660121,2
63857,1,0.0,2
63857,2,0.0,2
63857,3,194.23774719036828,2
63857,4,24.79042746975274,2
63956,0,159.80500289749867,1
63956,1,0.0,1
63956,2,0.0,1
63956,3,159.80500289749867,1
64046,0,52.02053498787762,1
64046,1,0.0,1
64046,2,0.0,1
64046,3,52.02053498787762,1
64136,0,190.67996841367707,1
64136,1,0.0,1
64136,2,0.0,1
64136,3,190.67996841367707,1
64306,0,255.2282843979441,2
64306,1,0.0,2
64306,2,0.0,2
64306,3,147.26063034737646,2
64306,4,107.96765405056763,2
64624,0,44.42853970191174,1
64624,1,0.0,1
64624,2,0.0,1
64624,3,44.42853970191174,1
64729,0,137.15656699635835,1
64729,1,0.0,1
64729,2,0.0,1
64729,3,137.15656699635835,1
64763,0,83.64525154340596,1
64763,1,0.0,1
64763,2,0.0,1
64763,3,83.64525154340596,1
64794,0,298.12031599953986,2
64794,1,0.0,2
64794,2,0.0,2
64794,3,151.28818825562428,2
64794,4,146.83212774391558,2
64832,0,212.2890654962013,1
64832,1,0.0,1
64832,2,0.0,1
64832,3,212.2890654962013,1
64870,0,73.58910785185924,1
64870,1,0.0,1
64870,2,0.0,1
64870,3,73.58910785185924,1
64963,0,198.48559734203053,1
64963,1,0.0,1
64963,2,0.0,1
64963,3,198.48559734203053,1
65018,0,389.85076150636417,2
65018,1,0.0,2
65018,2,0.0,2
65018,3,135.72137286498398,2
65018,4,254.1293886413802,2
65089,0,96.45597618177848,2
65089,1,0.0,2
65089,2,0.0,2
65089,3,43.796539718778725,2
65089,4,52.65943646299975,2
65105,0,52.10204557835729,1
65105,1,0.0,1
65105,2,0.0,1
65105,3,52.10204557835729,1
65238,0,128.45918286539347,1
65238,1,0.0,1
65238,2,0.0,1
65238,3,128.45918286539347,1
65427,0,48.881087592034135,1
65427,1,0.0,1
65427,2,0.0,1
65427,3,48.881087592034135,1
65453,0,54.27161368607813,1
65453,1,0.0,1
65453,2,0.0,1
65453,3,54.27161368607813,1
65491,0,256.37274283503825,1
65491,1,0.0,1
65491,2,0.0,1
65491,3,256.37274283503825,1
65752,0,128.86235413928816,1
65752,1,0.0,1
65752,2,0.0,1
65752,3,128.86235413928816,1
65908,0,74.71239473679248,1
65908,1,0.0,1
65908,2,0.0,1
65908,3,74.71239473679248,1
65969,0,450.78383488902034,2
65969,1,0.0,2
65969,2,0.0,2
65969,3,155.39399137116095,2
65969,4,295.3898435178594,2
66052,0,118.1134961975111,1
66052,1,0.0,1
66052,2,0.0,1
66052,3,118.1134961975111,1
66124,0,152.90275569951982,1
66124,1,0.0,1
66124,2,0.0,1
66124,3,152.90275569951982,1
66326,0,314.69562015883815,2
66326,1,0.0,2
66326,2,0.0,2
66326,3,66.49823813191024,2
66326,4,248.19738202692793,2
66345,0,177.54140123708706,2
66345,1,0.0,2
66345,2,0.0,2
66345,3,145.97458475539293,2
66345,4,31.566816481694126,2
66614,0,73.58162503678578,1
66614,1,0.0,1
66614,2,0.0,1
66614,3,73.58162503678578,1
66689,0,149.1804863131242,1
66689,1,0.0,1
66689,2,0.0,1
66689,3,149.1804863131242,1
66748,0,19.693399066578852,1
66748,1,0.0,1
66748,2,0.0,1
66748,3,19.693399066578852,1
66757,0,396.50149878436395,1
66757,1,0.0,1
66757,2,0.0,1
66757,3,396.50149878436395,1
66787,0,47.58882669416941,1
66787,1,0.0,1
66787,2,0.0,1
66787,3,47.58882669416941,1
66805,0,282.2025577669691,2
66805,1,0.0,2
66805,2,0.0,2
66805,3,197.05764355889977,2
66805,4,85.14491420806935,2
66824,0,77.24658443449684,1
66824,1,0.0,1
66824,2,0.0,1
66824,3,77.24658443449684,1
66843,0,78.61515321164336,1
66843,1,0.0,1
66843,2,0.0,1
66843,3,78.61515321164336,1
67127,0,69.31876036516216,1
67127,1,0.0,1
67127,2,0.0,1
67127,3,69.31876036516216,1
67164,0,32.82723861246228,1
67164,1,0.0,1
67164,2,0.0,1
67164,3,32.82723861246228,1
67230,0,43.44765314787324,1
67230,1,0.0,1
67230,2,0.0,1
67230,3,43.44765314787324,1
67308,0,32.58375351476739,1
67308,1,0.0,1
67308,2,0.0,1
67308,3,32.58375351476739,1
67995,0,662.0,1
67995,1,0.0,1
67995,2,0.0,1
67995,3,85.43514109923689,1
67995,4,576.5648589007632,1
68258,0,83.8655724791738,1
68258,1,0.0,1
68258,2,0.0,1
68258,3,83.8655724791738,1
68408,0,34.78726602519111,1
68408,1,0.0,1
68408,2,0.0,1
68408,3,34.78726602519111,1
68449,0,66.3787970099704,1
68449,1,0.0,1
68449,2,0.0,1
68449,3,66.3787970099704,1
68663,0,662.0,3
68663,1,0.0,3
68663,2,0.0,3
68663,3,50.04157713600288,3
68663,4,611.9584228639972,3
68679,0,149.1459765010178,1
68679,1,0.0,1
68679,2,0.0,1
68679,3,149.1459765010178,1
68804,0,264.74577064541427,2
68804,1,0.0,2
68804,2,0.0,2
68804,3,112.96754971686885,2
68804,4,151.77822092854544,2
69092,0,44.75087274064126,1
69092,1,0.0,1
69092,2,0.0,1
69092,3,44.75087274064126,1
69515,0,662.0,1
69515,1,0.0,1
69515,2,0.0,1
69515,3,40.57330453946295,1
69515,4,621.4266954605371,1
69623,0,32.267518831993634,1
69623,1,0.0,1
69623,2,0.0,1
69623,3,32.267518831993634,1
69854,0,420.55934659782827,3
69854,1,0.0,3
69854,2,0.0,3
69854,3,171.4094970873673,3
69854,4,249.149849510461,3
70079,0,82.03930352104338,1
70079,1,0.0,1
70079,2,0.0,1
70079,3,82.03930352104338,1
70210,0,89.0280201826441,1
70210,1,0.0,1
70210,2,0.0,1
70210,3,89.0280201826441,1
70365,0,196.6428384081732,1
70365,1,0.0,1
70365,2,0.0,1
70365,3,196.6428384081732,1
70715,0,181.04818174733805,2
70715,1,0.0,2
70715,2,0.0,2
70715,3,181.04818174733805,2
70727,0,20.692195948156964,1
70727,1,0.0,1
70727,2,0.0,1
70727,3,20.692195948156964,1
70776,0,361.8968499588121,2
70776,1,0.0,2
70776,2,0.0,2
70776,3,97.7236448652955,2
70776,4,264.1732050935166,2
70926,0,66.9022886759476,1
70926,1,0.0,1
70926,2,0.0,1
70926,3,66.9022886759476,1
71006,0,111.62376030046983,1
71006,1,0.0,1
71006,2,0.0,1
71006,3,111.62376030046983,1
71256,0,133.69431781733388,1
71256,1,0.0,1
71256,2,0.0,1
71256,3,133.69431781733388,1
71388,0,104.29648139016179,1
71388,1,0.0,1
71388,2,0.0,1
71388,3,104.29648139016179,1
71645,0,156.14258796160206,1
71645,1,0.0,1
71645,2,0.0,1
71645,3,156.14258796160206,1
71652,0,175.28455908406187,1
71652,1,0.0,1
71652,2,0.0,1
71652,3,175.28455908406187,1
71665,0,423.7506683240445,2
71665,1,0.0,2
71665,2,0.0,2
71665,3,90.16393948801793,2
71665,4,333.58672883602657,2
71692,0,87.44638430866335,1
71692,1,0.0,1
71692,2,0.0,1
71692,3,87.44638430866335,1
71718,0,54.03624060054768,1
71718,1,0.0,1
71718,2,0.0,1
71718,3,54.03624060054768,1
71731,0,48.14830293974504,1
71731,1,0.0,1
71731,2,0.0,1
71731,3,48.14830293974504,1
71775,0,86.97301505001909,1
71775,1,0.0,1
71775,2,0.0,1
71775,3,86.97301505001909,1
71784,0,472.87814525392326,1
71784,1,0.0,1
71784,2,0.0,1
71784,3,261.53290032431795,1
71784,4,0.0,1
71784,5,211.34524492960531,1
71915,0,89.3840438002742,1
71915,1,0.0,1
71915,2,0.0,1
71915,3,89.3840438002742,1
72094,0,55.759312492370206,1
72094,1,0.0,1
72094,2,0.0,1
72094,3,55.759312492370206,1
72098,0,92.3761408747601,1
72098,1,0.0,1
72098,2,0.0,1
72098,3,92.3761408747601,1
72138,0,348.0585753232077,2
72138,1,0.0,2
72138,2,0.0,2
72138,3,66.53810236688807,2
72138,4,281.5204729563197,2
72516,0,142.2450256117712,1
72516,1,0.0,1
72516,2,0.0,1
72516,3,142.2450256117712,1
72619,0,167.64387647503003,1
72619,1,0.0,1
72619,2,0.0,1
72619,3,167.64387647503003,1
72776,0,327.2174873517881,2
72776,1,0.0,2
72776,2,0.0,2
72776,3,55.82232556514843,2
72776,4,271.3951617866397,2
73033,0,150.45926321198354,1
73033,1,0.0,1
73033,2,0.0,1
73033,3,150.45926321198354,1
73188,0,45.01735173355548,1
73188,1,0.0,1
73188,2,0.0,1
73188,3,45.01735173355548,1
73200,0,157.0551893495523,1
73200,1,0.0,1
73200,2,0.0,1
73200,3,157.0551893495523,1
73317,0,147.60967719603323,1
73317,1,0.0,1
73317,2,0.0,1
73317,3,147.60967719603323,1
73323,0,114.47379377574195,1
73323,1,0.0,1
73323,2,0.0,1
73323,3,114.47379377574195,1
73343,0,370.71705669837564,2
73343,1,0.0,2
73343,2,0.0,2
73343,3,29.058066234836087,2
73343,4,341.65899046353957,2
73473,0,69.82989012987161,1
73473,1,0.0,1
73473,2,0.0,1
73473,3,69.82989012987161,1
73628,0,210.51010068301844,1
73628,1,0.0,1
73628,2,0.0,1
73628,3,210.51010068301844,1
73631,0,177.76653632845606,1
73631,1,0.0,1
73631,2,0.0,1
73631,3,177.76653632845606,1
73762,0,170.5143715149311,1
73762,1,0.0,1
73762,2,0.0,1
73762,3,170.5143715149311,1
73893,0,662.0,2
73893,1,0.0,2
73893,2,0.0,2
73893,3,104.45661087794389,2
73893,4,557.5433891220562,2
74007,0,232.79001163109547,1
74007,1,0.0,1
74007,2,0.0,1
74007,3,232.79001163109547,1
74019,0,450.5715236758358,2
74019,1,0.0,2
74019,2,0.0,2
74019,3,103.15553397881082,2
74019,4,347.415989697025,2
74187,0,174.57749871279236,1
74187,1,0.0,1
74187,2,0.0,1
74187,3,174.57749871279236,1
74211,0,477.88183473184216,2
74211,1,0.0,2
74211,2,0.0,2
74211,3,155.27465883841705,2
74211,4,322.6071758934251,2
74420,0,52.43453250400343,1
74420,1,0.0,1
74420,2,0.0,1
74420,3,52.43453250400343,1
74624,0,171.83984233850845,1
74624,1,0.0,1
74624,2,0.0,1
74624,3,171.83984233850845,1
74706,0,170.89001840307048,1
74706,1,0.0,1
74706,2,0.0,1
74706,3,170.89001840307048,1
74841,0,52.59906936725578,1
74841,1,0.0,1
74841,2,0.0,1
74841,3,52.59906936725578,1
75169,0,444.86849673235054,3
75169,1,0.0,3
75169,2,0.0,3
75169,3,167.9768339670546,3
75169,4,276.8916627652959,3
75371,0,110.91768129184587,1
75371,1,0.0,1
75371,2,0.0,1
75371,3,110.91768129184587,1
75401,0,151.58387200636304,1
75401,1,0.0,1
75401,2,0.0,1
75401,3,151.58387200636304,1
75575,0,228.22616133865563,2
75575,1,0.0,2
75575,2,0.0,2
75575,3,98.17164492459129,2
75575,4,130.05451641406435,2
75716,0,29.87573224352891,1
75716,1,0.0,1
75716,2,0.0,1
75716,3,29.87573224352891,1
75794,0,145.2870268800457,2
75794,1,0.0,2
75794,2,0.0,2
75794,3,103.27787840860391,2
75794,4,42.00914847144177,2
75920,0,99.34882141207358,1
75920,1,0.0,1
75920,2,0.0,1
75920,3,99.34882141207358,1
75949,0,63.71306960742995,1
75949,1,0.0,1
75949,2,0.0,1
75949,3,63.71306960742995,1
75956,0,37.782963948387646,1
75956,1,0.0,1
75956,2,0.0,1
75956,3,37.782963948387646,1
76084,0,274.7465668933719,2
76084,1,0.0,2
76084,2,0.0,2
76084,3,158.92819975606176,2
76084,4,115.81836713731013,2
76265,0,212.61145032339078,2
76265,1,0.0,2
76265,2,0.0,2
76265,3,211.15930781198594,2
76265,4,1.4521425114048525,2
76385,0,205.3222811716856,1
76385,1,0.0,1
76385,2,0.0,1
76385,3,205.3222811716856,1
76476,0,152.16759653423617,1
76476,1,0.0,1
76476,2,0.0,1
76476,3,152.16759653423617,1
76593,0,284.70857159525616,2
76593,1,0.0,2
76593,2,0.0,2
76593,3,228.55506884206673,2
76593,4,56.15350275318942,2
76960,0,58.794187828948075,1
76960,1,0.0,1
76960,2,0.0,1
76960,3,58.794187828948075,1
76995,0,184.66348473270494,1
76995,1,0.0,1
76995,2,0.0,1
76995,3,184.66348473270494,1
77112,0,177.00848649339616,1
77112,1,0.0,1
77112,2,0.0,1
77112,3,177.00848649339616,1
77162,0,170.38074429011317,2
77162,1,0.0,2
77162,2,0.0,2
77162,3,5.38344150802226,2
77162,4,163.72883888963574,2
77162,5,0.0,2
77162,6,1.26846389245518,2
77291,0,662.0,1
77291,1,0.0,1
77291,2,0.0,1
77291,3,104.30862919240191,1
77291,4,557.6913708075981,1
77375,0,136.7070229711922,1
77375,1,0.0,1
77375,2,0.0,1
77375,3,136.7070229711922,1
77436,0,476.5580863046472,2
77436,1,0.0,2
77436,2,0.0,2
77436,3,91.66671642148971,2
77436,4,384.8913698831575,2
77510,0,353.77921848766596,2
77510,1,0.0,2
77510,2,0.0,2
77510,3,105.39753817472452,2
77510,4,248.38168031294143,2
77976,0,29.403338635125454,1
77976,1,0.0,1
77976,2,0.0,1
77976,3,29.403338635125454,1
77999,0,136.0254382717534,1
77999,1,0.0,1
77999,2,0.0,1
77999,3,136.0254382717534,1
78027,0,73.65330428836924,1
78027,1,0.0,1
78027,2,0.0,1
78027,3,73.65330428836924,1
78076,0,68.68327846049293,1
78076,1,0.0,1
78076,2,0.0,1
78076,3,68.68327846049293,1
78199,0,480.8442727206758,2
78199,1,0.0,2
78199,2,0.0,2
78199,3,218.07507153779304,2
78199,4,262.7692011828828,2
78266,0,74.02358036634283,1
78266,1,0.0,1
78266,2,0.0,1
78266,3,74.02358036634283,1
78276,0,91.56218008934292,1
78276,1,0.0,1
78276,2,0.0,1
78276,3,91.56218008934292,1
78281,0,47.72109146404624,1
78281,1,0.0,1
78281,2,0.0,1
78281,3,47.72109146404624,1
78370,0,103.4537801739851,1
78370,1,0.0,1
78370,2,0.0,1
78370,3,103.4537801739851,1
78607,0,189.08809033719785,2
78607,1,0.0,2
78607,2,0.0,2
78607,3,38.621515258433604,2
78607,4,150.46657507876427,2
78944,0,120.34509913249036,1
78944,1,0.0,1
78944,2,0.0,1
78944,3,120.34509913249036,1
78984,0,535.2757303551102,3
78984,1,0.0,3
78984,2,0.0,3
78984,3,78.75480880596474,3
78984,4,456.52092154914544,3
78989,0,175.5928313725557,1
78989,1,0.0,1
78989,2,0.0,1
78989,3,175.5928313725557,1
79068,0,46.30104974720073,1
79068,1,0.0,1
79068,2,0.0,1
79068,3,46.30104974720073,1
79108,0,18.398121004829402,1
79108,1,0.0,1
79108,2,0.0,1
79108,3,18.398121004829402,1
79155,0,200.78702098832446,1
79155,1,0.0,1
79155,2,0.0,1
79155,3,200.78702098832446,1
79190,0,115.72365094834657,1
79190,1,0.0,1
79190,2,0.0,1
79190,3,115.72365094834657,1
79221,0,481.6864459562598,2
79221,1,0.0,2
79221,2,0.0,2
79221,3,57.336531575018725,2
79221,4,424.34991438124104,2
79258,0,102.03537706428756,1
79258,1,0.0,1
79258,2,0.0,1
79258,3,102.03537706428756,1
79302,0,75.4479280275262,1
79302,1,0.0,1
79302,2,0.0,1
79302,3,75.4479280275262,1
79349,0,393.4048517728431,3
79349,1,0.0,3
79349,2,0.0,3
79349,3,98.51514980550945,3
79349,4,294.8897019673336,3
79682,0,294.759768717558,2
79682,1,0.0,2
79682,2,0.0,2
79682,3,83.88349932848294,2
79682,4,210.87626938907505,2
79717,0,236.16359359032424,1
79717,1,0.0,1
79717,2,0.0,1
79717,3,236.16359359032424,1
79776,0,62.32496098422813,1
79776,1,0.0,1
79776,2,0.0,1
79776,3,62.32496098422813,1
79923,0,69.40369273315461,1
79923,1,0.0,1
79923,2,0.0,1
79923,3,69.40369273315461,1
79985,0,153.19398635501048,1
79985,1,0.0,1
79985,2,0.0,1
79985,3,153.19398635501048,1
79995,0,193.43147456676485,1
79995,1,0.0,1
79995,2,0.0,1
79995,3,193.43147456676485,1
80028,0,125.76822730897985,2
80028,1,0.0,2
80028,2,0.0,2
80028,3,70.66194660017,2
80028,4,55.10628070880985,2
80066,0,277.91124390405224,2
80066,1,0.0,2
80066,2,0.0,2
80066,3,106.23224094245332,2
80066,4,171.67900296159894,2
80182,0,78.87703351512509,1
80182,1,0.0,1
80182,2,0.0,1
80182,3,78.87703351512509,1
80226,0,186.09762563384467,1
80226,1,0.0,1
80226,2,0.0,1
80226,3,186.09762563384467,1
80265,0,46.38450008699713,1
80265,1,0.0,1
80265,2,0.0,1
80265,3,46.38450008699713,1
80294,0,479.6357410372153,2
80294,1,0.0,2
80294,2,0.0,2
80294,3,88.26387234752642,2
80294,4,391.3718686896889,2
80333,0,192.955193207492,1
80333,1,0.0,1
80333,2,0.0,1
80333,3,192.955193207492,1
80375,0,182.93204012235435,1
80375,1,0.0,1
80375,2,0.0,1
80375,3,182.93204012235435,1
80481,0,34.53523662089619,1
80481,1,0.0,1
80481,2,0.0,1
80481,3,34.53523662089619,1
80585,0,140.08925492888767,1
80585,1,0.0,1
80585,2,0.0,1
80585,3,140.08925492888767,1
80820,0,134.41485169091115,1
80820,1,0.0,1
80820,2,0.0,1
80820,3,134.41485169091115,1
80859,0,91.24059104415815,1
80859,1,0.0,1
80859,2,0.0,1
80859,3,91.24059104415815,1
80992,0,160.40187063952317,1
80992,1,0.0,1
80992,2,0.0,1
80992,3,160.40187063952317,1
81063,0,361.16368713515067,2
81063,1,0.0,2
81063,2,0.0,2
81063,3,350.53767986381064,2
81063,4,10.626007271340054,2
81157,0,662.0,1
81157,1,0.0,1
81157,2,0.0,1
81157,3,346.4805296557362,1
81157,4,315.5194703442638,1
81251,0,310.92777376537816,1
81251,1,0.0,1
81251,2,0.0,1
81251,3,310.92777376537816,1
81356,0,44.07604635377849,1
81356,1,0.0,1
81356,2,0.0,1
81356,3,44.07604635377849,1
81371,0,254.81970993011288,2
81371,1,0.0,2
81371,2,0.0,2
81371,3,75.71687858090725,2
81371,4,179.10283134920562,2
81390,0,149.93106688609726,1
81390,1,0.0,1
81390,2,0.0,1
81390,3,149.93106688609726,1
81426,0,466.6238341414281,2
81426,1,0.0,2
81426,2,0.0,2
81426,3,200.50744848256687,2
81426,4,266.11638565886125,2
81604,0,33.887640410315335,1
81604,1,0.0,1
81604,2,0.0,1
81604,3,33.887640410315335,1
81635,0,113.97618442502477,1
81635,1,0.0,1
81635,2,0.0,1
81635,3,113.97618442502477,1
81740,0,51.17771071035892,1
81740,1,0.0,1
81740,2,0.0,1
81740,3,51.17771071035892,1
81893,0,49.336905908938135,1
81893,1,0.0,1
81893,2,0.0,1
81893,3,49.336905908938135,1
81948,0,113.63000594195016,1
81948,1,0.0,1
81948,2,0.0,1
81948,3,113.63000594195016,1
82112,0,56.029893389893616,1
82112,1,0.0,1
82112,2,0.0,1
82112,3,56.029893389893616,1
82225,0,460.01664750431775,3
82225,1,0.0,3
82225,2,0.0,3
82225,3,121.8777459380882,3
82225,4,338.13890156622955,3
82281,0,464.2764565483186,2
82281,1,0.0,2
82281,2,0.0,2
82281,3,119.71613219515686,2
82281,4,344.5603243531618,2
82352,0,98.89311349683261,1
82352,1,0.0,1
82352,2,0.0,1
82352,3,98.89311349683261,1
82445,0,123.94191313186454,1
82445,1,0.0,1
82445,2,0.0,1
82445,3,123.94191313186454,1
82510,0,74.53843472558086,1
82510,1,0.0,1
82510,2,0.0,1
82510,3,74.53843472558086,1
82760,0,81.56362252969917,1
82760,1,0.0,1
82760,2,0.0,1
82760,3,81.56362252969917,1
82879,0,151.9621896920602,1
82879,1,0.0,1
82879,2,0.0,1
82879,3,151.9621896920602,1
82941,0,159.17324453253622,1
82941,1,0.0,1
82941,2,0.0,1
82941,3,159.17324453253622,1
83060,0,160.6155803465755,1
83060,1,0.0,1
83060,2,0.0,1
83060,3,160.6155803465755,1
83296,0,199.37127007206666,1
83296,1,0.0,1
83296,2,0.0,1
83296,3,199.37127007206666,1
83356,0,153.0977786940717,1
83356,1,0.0,1
83356,2,0.0,1
83356,3,153.0977786940717,1
83364,0,429.851936212298,2
83364,1,0.0,2
83364,2,0.0,2
83364,3,77.62482856183195,2
83364,4,352.22710765046605,2
83628,0,93.74082331020927,1
83628,1,0.0,1
83628,2,0.0,1
83628,3,93.74082331020927,1
83655,0,133.8443425943303,1
83655,1,0.0,1
83655,2,0.0,1
