event_number,track_id,record_index,step_number,vlm,pdg,E0_keV,Eprime_k_keV,Et_E0_minus_Eprime_keV,stored_et_keV,theta_deg,cos_theta,q_gamma_keV_c,Q_keV_c,Q_signed_au,Q_absolute_au,px,py,pz
89082,1,7,7,4,22,662.0,580.386598,81.613402,,37.852004,0.789598,410.292643,-103.500706,-27.767683,27.767683,0.613519,-0.789598,0.011367
89122,1,7,7,4,22,662.0,417.861884,244.138116,,57.249054,0.540988,559.956441,-57.18486,-15.341838,15.341838,0.686496,-0.540988,0.485855
89217,1,7,7,4,22,662.0,567.368752,94.631248,,29.395219,0.871255,325.06615,-13.773915,-3.695334,3.695334,0.412127,-0.871255,-0.266582
89448,1,8,8,4,22,662.0,540.672338,121.327662,,46.498129,0.688378,487.642163,-116.681881,-31.303994,31.303994,0.678062,-0.688378,0.257619
89547,1,7,7,4,22,662.0,560.241179,101.758821,,30.706264,0.859796,338.159949,-15.310263,-4.107513,4.107513,0.409813,-0.859796,-0.304637
89810,1,7,7,4,22,662.0,502.505411,159.494589,,40.974685,0.754999,434.09866,-29.299994,-7.860748,7.860748,0.582583,-0.754999,0.300953
89820,1,6,6,4,22,662.0,531.138275,130.861725,,35.921745,0.809819,388.413683,-22.044159,-5.914116,5.914116,0.575096,-0.809819,-0.116008
90137,1,6,6,4,22,662.0,474.473006,187.526994,,41.05129,0.754122,435.462398,2.325216,0.62382,0.62382,0.511486,-0.754122,-0.411924
90149,1,7,7,4,22,662.0,605.925882,56.074118,,21.787626,0.928566,245.869748,-6.394004,-1.715415,1.715415,0.329912,-0.928566,-0.170069
90238,1,7,7,4,22,662.0,331.402954,330.597046,,77.198011,0.221582,671.451088,-84.128527,-22.570419,22.570419,0.638816,-0.221582,-0.73676
90254,1,7,7,4,22,662.0,542.812229,119.187771,,33.848836,0.83051,368.802613,-19.2589,-5.166873,5.166873,0.556358,-0.83051,-0.026812
90289,1,7,7,4,22,662.0,434.622939,227.377061,,30.45289,0.862046,362.056044,139.888257,37.529916,37.529916,-0.288824,-0.862046,0.416481
90389,1,7,7,4,22,662.0,362.251837,299.748163,,55.746791,0.562851,547.279531,6.237889,1.673532,1.673532,-0.251131,-0.562851,-0.787485
90457,1,7,7,4,22,662.0,507.312151,154.687849,,40.125519,0.764634,426.636819,-28.042579,-7.523402,7.523402,0.593039,-0.764634,0.252267
90488,1,7,7,4,22,662.0,265.475103,396.524897,,75.234109,0.25487,647.407883,-10.726254,-2.877693,2.877693,-0.965532,-0.25487,0.052815
90665,1,6,6,4,22,662.0,487.405564,174.594436,,43.656149,0.723496,457.075869,-33.345489,-8.946093,8.946093,0.68346,-0.723496,0.097139
90794,1,7,7,4,22,662.0,611.999721,50.000279,,20.456835,0.936936,231.517179,-5.398992,-1.448468,1.448468,0.30615,-0.936936,-0.168593
90952,1,7,7,4,22,662.0,644.125583,17.874417,,11.880305,0.97858,136.334552,-1.171588,-0.314319,0.314319,0.202669,-0.97858,-0.036148
91049,1,7,7,4,22,662.0,546.764888,115.235112,,33.142281,0.837315,362.007133,-18.340633,-4.920516,4.920516,0.455995,-0.837315,0.301614
91081,1,6,6,4,22,662.0,405.012822,256.987178,,49.666006,0.647242,505.177402,7.360472,1.974704,1.974704,0.540378,-0.647242,0.537651
91160,1,8,8,4,22,662.0,497.091207,164.908793,,31.734478,0.850495,354.389058,60.590446,16.255506,16.255506,0.413266,-0.850495,-0.325377
91198,1,7,7,4,22,662.0,586.342349,75.657651,,25.789433,0.900399,288.17709,-9.931246,-2.664404,2.664404,0.369539,-0.900399,-0.229614
91356,1,7,7,4,22,662.0,545.080886,116.919114,,33.443662,0.834428,364.912536,-18.730275,-5.025051,5.025051,0.470231,-0.834428,0.287423
91458,1,7,7,4,22,662.0,559.210056,102.789944,,30.894453,0.858115,340.024809,-15.536438,-4.168193,4.168193,0.424679,-0.858115,-0.288595
92003,1,7,7,4,22,662.0,564.250461,97.749539,,29.97111,0.866277,330.839519,-14.440172,-3.874081,3.874081,0.497148,-0.866277,-0.049062
92004,1,6,6,4,22,662.0,547.457028,114.542972,,33.018247,0.838497,360.808481,-18.181173,-4.877735,4.877735,0.534073,-0.838497,-0.108114
92114,1,7,7,4,22,662.0,528.136458,133.863542,,36.452398,0.804351,393.354416,-22.777367,-6.110825,6.110825,0.491367,-0.804351,0.334033
92185,1,7,7,4,22,662.0,523.424711,138.575289,,37.284149,0.795641,401.032111,-23.941734,-6.423207,6.423207,0.546693,-0.795641,0.260925
92357,1,7,7,4,22,662.0,488.46591,173.53409,,38.193502,0.785927,410.562122,10.705546,2.872137,2.872137,0.424806,-0.785927,0.449287
93063,1,7,7,4,22,662.0,620.273917,41.726083,,18.545054,0.948074,210.677554,-4.131847,-1.108513,1.108513,0.286745,-0.948074,0.137599
93095,1,7,7,4,22,662.0,210.029108,451.970892,,115.969668,-0.437895,777.255108,-91.482995,-24.543512,24.543512,-0.06057,0.437895,-0.896983
93105,1,7,7,4,22,662.0,577.175859,84.824141,,27.556118,0.886558,306.406956,-11.74084,-3.149891,3.149891,0.403917,-0.886558,-0.225533
93178,1,7,7,4,22,662.0,615.066826,46.933174,,19.762984,0.941099,223.982867,-4.91694,-1.319141,1.319141,0.30491,-0.941099,-0.146157
93231,1,7,7,4,22,662.0,520.432417,141.567583,,37.811875,0.790028,405.860988,-24.689577,-6.623842,6.623842,0.611242,-0.790028,0.047317
93268,1,7,7,4,22,662.0,629.561249,32.438751,,16.213685,0.960227,184.94487,-2.844636,-0.763173,0.763173,0.276899,-0.960227,0.03593
93617,1,7,7,4,22,662.0,630.612881,31.387119,,15.933577,0.961581,181.831565,-2.708778,-0.726724,0.726724,0.252972,-0.961581,0.106621
93643,1,7,7,4,22,662.0,543.748622,118.251378,,33.681711,0.832131,367.200272,-19.040197,-5.108198,5.108198,0.52375,-0.832131,-0.182327
93654,1,7,7,4,22,662.0,538.074638,123.925362,,34.692221,0.822221,376.840743,-20.37628,-5.46665,5.46665,0.567522,-0.822221,-0.043253
93656,1,7,7,4,22,662.0,541.660446,120.339554,,34.054198,0.828508,370.767272,-19.528889,-5.239307,5.239307,0.513383,-0.828508,0.223633
93682,1,7,7,4,22,662.0,592.431971,69.568029,,24.583325,0.909357,275.568656,-8.78104,-2.355821,2.355821,0.343887,-0.909357,-0.234117
93834,1,8,8,4,22,662.0,103.691463,558.308537,,140.786304,-0.774793,745.228398,10.215633,2.740701,2.740701,-0.574782,0.774793,-0.26329
93978,1,7,7,4,22,662.0,541.927812,120.072188,,34.006547,0.828974,370.31182,-19.46612,-5.222467,5.222467,0.537352,-0.828974,-0.155099
94180,1,7,7,4,22,662.0,617.739622,44.260378,,19.144572,0.944694,217.239479,-4.508583,-1.209585,1.209585,0.32519,-0.944694,-0.042478
94205,1,6,6,4,22,662.0,292.953547,369.046453,,47.947531,0.669811,514.068001,109.809952,29.460359,29.460359,-0.171693,-0.669811,-0.722409
94255,1,7,7,4,22,662.0,617.112272,44.887728,,19.29095,0.943853,218.837995,-4.603429,-1.235031,1.235031,0.287142,-0.943853,-0.163373
94448,1,7,7,4,22,662.0,563.750197,98.249803,,30.063152,0.865474,331.759112,-14.547919,-3.902988,3.902988,0.440453,-0.865474,-0.238654
94604,1,8,8,4,22,662.0,443.155913,218.844087,,37.052322,0.798086,407.877031,70.235611,18.843158,18.843158,0.60195,-0.798086,0.026751
94609,1,7,7,4,22,662.0,584.072225,77.927775,,26.231987,0.897012,292.770823,-10.370856,-2.782345,2.782345,0.366943,-0.897012,-0.24642
94731,1,7,7,4,22,662.0,636.440339,25.559661,,14.30361,0.969,163.631338,-1.996074,-0.535517,0.535517,0.215811,-0.969,0.120268
94906,1,7,7,4,22,662.0,610.198728,51.801272,,20.857092,0.934471,235.847745,-5.68854,-1.52615,1.52615,0.333581,-0.934471,0.124448
95144,1,7,7,4,22,662.0,599.445489,62.554511,,23.154338,0.919449,260.468117,-7.511342,-2.01518,2.01518,0.390481,-0.919449,-0.046243
95186,1,7,7,4,22,662.0,484.688321,177.311679,,44.141821,0.717618,461.141606,-34.088276,-9.145372,9.145372,0.617342,-0.717618,0.322355
95256,1,7,7,4,22,662.0,262.845115,399.154885,,118.436076,-0.476178,820.393071,-161.574072,-43.347894,43.347894,0.478279,0.476178,0.737905
95332,1,7,7,4,22,662.0,609.32089,52.67911,,21.050389,0.933265,237.934915,-5.831371,-1.564469,1.564469,0.337782,-0.933265,0.122147
95420,1,7,7,4,22,662.0,552.176328,109.823672,,32.169724,0.846475,352.563174,-17.104735,-4.588943,4.588943,0.432273,-0.846475,0.310839
95452,1,7,7,4,22,662.0,540.445445,121.554555,,34.270599,0.826387,372.832402,-19.814861,-5.316029,5.316029,0.542392,-0.826387,0.151312
95486,1,7,7,4,22,662.0,579.868681,82.131319,,25.406682,0.903285,284.601335,5.165625,1.38586,1.38586,0.392963,-0.903285,-0.172209
95501,1,6,6,4,22,662.0,512.469925,149.530075,,39.215623,0.774772,418.543491,-26.710387,-7.165995,7.165995,0.63224,-0.774772,-0.000679
95664,1,7,7,4,22,662.0,598.027467,63.972533,,23.447121,0.917428,263.575936,-7.763124,-2.082729,2.082729,0.329284,-0.917428,0.22338
95845,1,8,8,4,22,662.0,436.549383,225.450617,,33.766559,0.831309,385.136234,106.56049,28.588577,28.588577,0.509674,-0.831309,0.221715
95997,1,7,7,4,22,662.0,594.994631,67.005369,,24.066575,0.913072,270.127859,-8.31009,-2.229472,2.229472,0.369623,-0.913072,0.172273
96542,1,8,8,4,22,662.0,185.522598,476.477402,,42.064404,0.742392,538.801829,182.490559,48.959473,48.959473,0.630081,-0.742392,-0.227709
96620,1,7,7,4,22,662.0,601.387788,60.612212,,22.749823,0.922202,256.162818,-7.170651,-1.923778,1.923778,0.345114,-0.922202,-0.174469
96748,1,6,6,4,22,662.0,473.679033,188.320967,,46.12285,0.693114,477.418479,-37.141813,-9.96459,9.96459,0.707482,-0.693114,-0.138063
96860,1,6,6,4,22,662.0,558.471476,103.528524,,31.029041,0.856906,341.356238,-15.699039,-4.211816,4.211816,0.51374,-0.856906,-0.042228
96883,1,7,7,4,22,662.0,301.763174,360.236826,,47.159216,0.679963,507.57877,108.875543,29.209671,29.209671,-0.432031,-0.679963,0.592451
97002,1,7,7,4,22,662.0,496.320347,165.679653,,42.069989,0.742327,443.592146,-30.939892,-8.300708,8.300708,0.646876,-0.742327,-0.17465
97377,1,7,7,4,22,662.0,609.256744,52.743256,,21.064469,0.933177,238.08684,-5.841852,-1.567281,1.567281,0.359141,-0.933177,-0.014113
97415,1,7,7,4,22,662.0,578.268968,83.731032,,27.348119,0.888232,304.275891,-11.520307,-3.090725,3.090725,0.449133,-0.888232,-0.096561
97448,1,7,7,4,22,662.0,181.90803,480.09197,,144.044669,-0.809475,816.268053,-107.586926,-28.863954,28.863954,-0.586867,0.809475,-0.018377
97599,1,7,7,4,22,662.0,564.741199,97.258801,,29.880729,0.867064,329.935686,-14.334706,-3.845786,3.845786,0.498176,-0.867064,-0.004522
97706,1,7,7,4,22,662.0,624.735944,37.264056,,17.454042,0.953958,198.676607,-3.494444,-0.937507,0.937507,0.280738,-0.953958,-0.105596
97739,1,7,7,4,22,662.0,492.482746,169.517254,,42.751555,0.734304,449.424481,-31.969476,-8.57693,8.57693,0.678728,-0.734304,0.011195
97972,1,7,7,4,22,662.0,554.260962,107.739038,,31.793197,0.849955,348.879295,-16.63536,-4.463017,4.463017,0.468489,-0.849955,0.241027
98015,1,7,7,4,22,662.0,444.931479,217.068521,,23.127666,0.919632,307.347853,207.226639,55.595791,55.595791,-0.381231,-0.919632,0.094551
98027,1,7,7,4,22,662.0,585.309346,76.690654,,25.991257,0.898861,290.274245,-10.130574,-2.717881,2.717881,0.412407,-0.898861,0.148221
98046,1,7,7,4,22,662.0,517.72338,144.27662,,38.289474,0.78489,410.202552,-25.372134,-6.806962,6.806962,0.562353,-0.78489,-0.260205
98198,1,7,7,4,22,662.0,509.081554,152.918446,,5.275192,0.995765,161.983989,401.409545,107.692144,107.692144,0.063373,-0.995765,0.066609
98385,1,7,7,4,22,662.0,419.373172,242.626828,,21.397088,0.931074,311.670891,241.963363,64.915132,64.915132,0.327938,-0.931074,0.159867
98587,1,7,7,4,22,662.0,610.084614,51.915386,,20.882285,0.934315,236.119925,-5.707045,-1.531114,1.531114,0.35429,-0.934315,0.039177
98607,1,7,7,4,22,662.0,257.959345,404.040655,,60.529396,0.491977,580.308636,65.630107,17.607571,17.607571,-0.434961,-0.491977,-0.754167
98639,1,8,8,4,22,662.0,256.712364,405.287636,,79.374086,0.184396,664.433171,-20.519351,-5.505033,5.505033,-0.32158,-0.184396,0.928754
98976,1,7,7,4,22,662.0,537.7841,124.2159,,34.743835,0.821708,377.330053,-20.445389,-5.48519,5.48519,0.560617,-0.821708,-0.102489
99074,1,6,6,4,22,662.0,535.762165,126.237835,,35.102733,0.818122,380.724025,-20.928172,-5.614714,5.614714,0.575034,-0.818122,0.003506
99091,1,7,7,4,22,662.0,600.607876,61.392124,,22.912749,0.921099,257.898449,-7.306866,-1.960322,1.960322,0.307383,-0.921099,0.238941
99244,1,7,7,4,22,662.0,629.787368,32.212632,,16.153778,0.960518,184.27939,-2.815246,-0.755288,0.755288,0.275096,-0.960518,0.04155
99391,1,7,7,4,22,662.0,617.179504,44.820496,,19.2753,0.943943,218.667158,-4.593235,-1.232296,1.232296,0.330077,-0.943943,-0.004513
99607,1,7,7,4,22,662.0,616.419794,45.580206,,19.451636,0.942923,220.591085,-4.708839,-1.263311,1.263311,0.319953,-0.942923,0.092339
99879,1,7,7,4,22,662.0,505.840594,156.159406,,40.385336,0.761704,428.929286,-28.425921,-7.626247,7.626247,0.582291,-0.761704,-0.284155
