event_number,track_id,record_index,step_number,vlm,pdg,E0_keV,Eprime_k_keV,Et_E0_minus_Eprime_keV,stored_et_keV,theta_deg,cos_theta,q_gamma_keV_c,Q_keV_c,Q_signed_au,Q_absolute_au,px,py,pz
19431,1,7,7,4,22,662.0,511.401064,150.598936,,39.404109,0.772688,420.228299,-26.984988,-7.239666,7.239666,0.565275,-0.772688,0.288821
19660,1,7,7,4,22,662.0,614.694704,47.305296,,19.848032,0.940596,224.908204,-4.974669,-1.334629,1.334629,0.315491,-0.940596,0.125473
19700,1,7,7,4,22,662.0,571.891121,90.108879,,28.55282,0.878377,316.560718,-12.824418,-3.440598,3.440598,0.395933,-0.878377,-0.267752
19762,1,7,7,4,22,662.0,600.232954,61.767046,,22.990832,0.920567,258.729501,-7.372629,-1.977966,1.977966,0.367407,-0.920567,-0.132543
19862,1,7,7,4,22,662.0,562.445434,99.554566,,30.302784,0.863371,334.14916,-14.830046,-3.978678,3.978678,0.437379,-0.863371,0.251575
19911,1,7,7,4,22,662.0,495.24188,166.75812,,42.261357,0.740085,445.235562,-31.228309,-8.378086,8.378086,0.65812,-0.740085,0.138395
19928,1,7,7,4,22,662.0,561.354161,100.645839,,30.502744,0.861605,336.138979,-15.067228,-4.042311,4.042311,0.486847,-0.861605,-0.143586
20713,1,6,6,4,22,662.0,480.279848,181.720152,,44.932371,0.707941,467.696283,-35.30263,-9.471165,9.471165,0.70106,-0.707941,-0.085642
20798,1,7,7,4,22,662.0,596.601778,65.398222,,33.437184,0.83449,367.441235,-92.771404,-24.889173,24.889173,0.546867,-0.83449,-0.067545
20883,1,7,7,4,22,662.0,587.064921,74.935079,,25.647806,0.901472,286.703251,-9.792534,-2.62719,2.62719,0.402968,-0.901472,-0.158004
21496,1,7,7,4,22,662.0,481.450124,180.549876,,44.72218,0.710527,465.961197,-34.979162,-9.384383,9.384383,0.610804,-0.710527,0.349385
21570,1,6,6,4,22,662.0,502.235722,159.764278,,41.022375,0.754453,434.515096,-29.370989,-7.879795,7.879795,0.646214,-0.754453,-0.114926
21711,1,7,7,4,22,662.0,606.406123,55.593877,,21.684295,0.929234,244.760087,-6.313443,-1.693802,1.693802,0.331567,-0.929234,0.163058
21743,1,7,7,4,22,662.0,588.573094,73.426906,,25.350959,0.903702,283.608266,-9.504925,-2.550028,2.550028,0.386695,-0.903702,-0.183819
21861,1,7,7,4,22,662.0,504.133409,157.866591,,40.686914,0.758283,431.579857,-28.872428,-7.746038,7.746038,0.647987,-0.758283,-0.071554
22108,1,7,7,4,22,662.0,370.025224,291.974776,,35.383364,0.815296,419.211469,146.298437,39.249671,39.249671,-0.347055,-0.815296,-0.463514
22365,1,8,8,4,22,662.0,533.819239,128.180761,,42.021279,0.742896,445.135066,-75.420355,-20.234147,20.234147,0.669403,-0.742896,-0.002116
22413,1,7,7,4,22,662.0,515.182097,146.817903,,38.737456,0.780021,414.250014,-26.01711,-6.979999,6.979999,0.586171,-0.780021,0.219019
22578,1,7,7,4,22,662.0,506.021092,155.978908,,40.353461,0.762065,428.648486,-28.378824,-7.613612,7.613612,0.645279,-0.762065,0.053593
22616,1,7,7,4,22,662.0,348.796732,313.203268,,86.356221,0.063553,728.391318,-144.469166,-38.758905,38.758905,0.735485,-0.063553,-0.674553
22873,1,7,7,4,22,662.0,583.543257,78.456743,,26.334603,0.896219,293.833423,-10.474114,-2.810047,2.810047,0.394739,-0.896219,-0.202419
23228,1,7,7,4,22,662.0,545.422675,116.577325,,33.382537,0.835016,364.324093,-18.651002,-5.003783,5.003783,0.548134,-0.835016,-0.047941
23381,1,7,7,4,22,662.0,611.212771,50.787229,,20.632352,0.935861,233.417608,-5.52493,-1.482256,1.482256,0.305371,-0.935861,-0.175822
23636,1,7,7,4,22,662.0,632.823618,29.176382,,15.331671,0.964411,175.126982,-2.43023,-0.651994,0.651994,0.264254,-0.964411,0.008981
23681,1,7,7,4,22,662.0,581.446623,80.553377,,26.739545,0.893061,298.017151,-10.886405,-2.920659,2.920659,0.445513,-0.893061,-0.062931
23699,1,7,7,4,22,662.0,620.655511,41.344489,,18.45359,0.94858,209.674378,-4.076027,-1.093537,1.093537,0.302854,-0.94858,-0.092057
23732,1,7,7,4,22,662.0,365.788979,296.211021,,34.14555,0.827614,413.797201,158.893703,42.628791,42.628791,-0.2164,-0.827614,-0.517905
23760,1,7,7,4,22,662.0,629.825905,32.174095,,16.14355,0.960568,184.165759,-2.810246,-0.753947,0.753947,0.277998,-0.960568,-0.005103
23967,1,7,7,4,22,662.0,578.482491,83.517509,,27.307411,0.888558,303.858334,-11.477375,-3.079207,3.079207,0.417904,-0.888558,0.189265
23984,1,7,7,4,22,662.0,432.372713,229.627287,,53.839196,0.590053,536.103794,-49.177222,-13.193509,13.193509,0.80576,-0.590053,0.050869
24034,1,7,7,4,22,662.0,553.792997,108.207003,,31.877819,0.849176,349.708559,-16.740396,-4.491197,4.491197,0.439902,-0.849176,0.292209
24096,1,6,6,4,22,662.0,507.739409,154.260591,,49.656742,0.647365,510.738557,-101.029723,-27.104755,27.104755,0.761317,-0.647365,0.036256
24273,1,6,6,4,22,662.0,461.524156,200.475844,,48.340451,0.664703,495.051956,-40.591827,-10.890177,10.890177,0.743786,-0.664703,0.070376
24356,1,7,7,4,22,662.0,583.408322,78.591678,,26.36075,0.896016,294.104022,-10.500503,-2.817127,2.817127,0.420901,-0.896016,-0.141412
24402,1,7,7,4,22,662.0,513.108637,148.891363,,54.120029,0.586089,550.782526,-137.254189,-36.823235,36.823235,0.77227,-0.586089,-0.24515
24454,1,7,7,4,22,662.0,598.944527,63.055473,,23.258012,0.918736,261.569395,-7.600001,-2.038966,2.038966,0.357403,-0.918736,0.167891
24586,1,7,7,4,22,662.0,279.860039,382.139961,,18.544307,0.948078,406.533951,277.070571,74.333867,74.333867,-0.296993,-0.948078,-0.113767
24792,1,7,7,4,22,662.0,626.449571,35.550429,,17.021437,0.956195,193.897637,-3.258821,-0.874293,0.874293,0.275331,-0.956195,-0.099414
24947,1,7,7,4,22,662.0,591.582436,70.417564,,24.753366,0.908119,277.353979,-8.938901,-2.398173,2.398173,0.374168,-0.908119,0.187933
25045,1,8,8,4,22,662.0,479.200287,182.799713,,40.382655,0.761734,429.634679,2.601453,0.697931,0.697931,0.612883,-0.761734,-0.210084
25097,1,7,7,4,22,662.0,380.646158,281.353842,,69.904813,0.343581,640.29617,-95.608537,-25.650333,25.650333,0.89334,-0.343581,0.289648
25224,1,6,6,4,22,662.0,562.926359,99.073641,,30.214529,0.864147,333.269607,-14.725871,-3.95073,3.95073,0.488343,-0.864147,-0.121534
25544,1,7,7,4,22,662.0,586.23723,75.76277,,25.810005,0.900243,288.391025,-9.951475,-2.669831,2.669831,0.418468,-0.900243,0.120198
25620,1,7,7,4,22,662.0,604.698541,57.301459,,22.050349,0.926854,248.687401,-6.601324,-1.771036,1.771036,0.313892,-0.926854,0.205944
25785,1,7,7,4,22,662.0,244.885879,417.114121,,49.064045,0.655215,534.577826,131.428178,35.260204,35.260204,-0.50756,-0.655215,-0.559532
25796,1,7,7,4,22,662.0,282.764727,379.235273,,63.525864,0.445794,592.70852,30.601095,8.209814,8.209814,-0.609017,-0.445794,0.656023
25816,1,7,7,4,22,662.0,430.164583,231.835417,,50.447894,0.63678,510.505044,-23.192331,-6.222154,6.222154,0.605217,-0.63678,-0.477728
25883,1,7,7,4,22,662.0,533.051612,128.948388,,35.583108,0.813272,385.243635,-21.580377,-5.789691,5.789691,0.46744,-0.813272,-0.346538
25913,1,7,7,4,22,662.0,594.105371,67.894629,,24.246556,0.911787,272.025446,-8.472613,-2.273075,2.273075,0.375983,-0.911787,-0.165172
26048,1,7,7,4,22,662.0,530.275167,131.724833,,36.074396,0.808253,389.838331,-22.254282,-5.970489,5.970489,0.573609,-0.808253,0.133039
26106,1,7,7,4,22,662.0,606.815084,55.184916,,21.59606,0.929802,243.811893,-6.245091,-1.675464,1.675464,0.330208,-0.929802,0.162578
26366,1,7,7,4,22,662.0,560.68879,101.31121,,30.624464,0.860525,337.348183,-15.212384,-4.081254,4.081254,0.455211,-0.860525,0.228648
26381,1,7,7,4,22,662.0,578.197506,83.802494,,27.361738,0.888123,304.415545,-11.534686,-3.094583,3.094583,0.393472,-0.888123,-0.237525
26450,1,7,7,4,22,662.0,446.271382,215.728618,,51.181093,0.626861,516.73302,-45.031346,-12.081233,12.081233,0.761836,-0.626861,0.163252
26496,1,6,6,4,22,662.0,513.658693,148.341307,,39.006024,0.77708,416.664896,-26.405896,-7.084305,7.084305,0.620811,-0.77708,-0.103639
26514,1,7,7,4,22,662.0,577.766838,84.233162,,27.443748,0.887464,305.256176,-11.621455,-3.117862,3.117862,0.415597,-0.887464,-0.199216
26648,1,7,7,4,22,662.0,638.125955,23.874045,,13.803181,0.971121,158.016431,-1.80335,-0.483812,0.483812,0.238274,-0.971121,0.012229
26670,1,6,6,4,22,662.0,522.687964,139.312036,,37.414109,0.794265,402.224365,-24.125266,-6.472446,6.472446,0.607481,-0.794265,-0.010472
26706,1,8,8,4,22,662.0,353.846307,308.153693,,22.824495,0.921697,362.82624,252.586739,67.765223,67.765223,0.357541,-0.921697,0.150461
26719,1,7,7,4,22,662.0,570.334394,91.665606,,28.843819,0.875938,319.506858,-13.148988,-3.527676,3.527676,0.471294,-0.875938,0.103025
26753,1,7,7,4,22,662.0,440.841581,221.158419,,52.210837,0.612758,524.341938,-46.63995,-12.512797,12.512797,0.770278,-0.612758,-0.176636
26763,1,7,7,4,22,662.0,578.487966,83.512034,,27.306367,0.888566,303.84762,-11.476275,-3.078912,3.078912,0.444299,-0.888566,0.114231
26767,1,7,7,4,22,662.0,424.474901,237.525099,,63.524254,0.445819,606.523347,-103.14518,-27.672301,27.672301,0.403784,-0.445819,0.798877
27038,1,7,7,4,22,662.0,570.128198,91.871802,,28.882281,0.875614,319.895623,-13.192159,-3.539258,3.539258,0.395954,-0.875614,0.276623
27068,1,7,7,4,22,662.0,438.436045,223.563955,,52.670506,0.606398,527.695667,-47.357177,-12.705219,12.705219,0.765058,-0.606398,0.216722
27279,1,6,6,4,22,662.0,250.041969,411.958031,,103.257282,-0.229324,759.397132,-102.491101,-27.496821,27.496821,0.526452,0.229324,0.818694
27298,1,8,8,4,22,662.0,203.109356,458.890644,,144.698435,-0.816122,836.042024,-137.54095,-36.900168,36.900168,-0.156237,0.816122,-0.556359
27322,1,6,6,4,22,662.0,343.09371,318.90629,,83.579023,0.111833,710.743683,-126.089306,-33.827865,33.827865,0.680736,-0.111833,0.723942
27571,4,27,0,4,22,662.0,29.738724,632.261276,,79.515126,0.181976,657.239118,162.960299,43.719797,43.719797,0.671747,-0.181976,-0.718082
27608,1,7,7,4,22,662.0,624.537642,37.462358,,17.503585,0.953698,199.223182,-3.522046,-0.944912,0.944912,0.300318,-0.953698,-0.016394
27742,1,7,7,4,22,662.0,290.157239,371.842761,,56.241427,0.555695,555.837228,63.929037,17.151199,17.151199,-0.343551,-0.555695,0.757084
28175,1,7,7,4,22,662.0,507.674835,154.325165,,40.061502,0.765354,426.070697,-27.94832,-7.498114,7.498114,0.631532,-0.765354,-0.124101
28304,1,6,6,4,22,662.0,340.973923,321.026077,,11.60202,0.979568,335.084595,322.01863,86.392756,86.392756,-0.148023,-0.979568,0.136145
28451,1,7,7,4,22,662.0,607.817343,54.182657,,21.378861,0.93119,241.475295,-6.078556,-1.630785,1.630785,0.311326,-0.93119,0.189633
28504,1,7,7,4,22,662.0,636.002715,25.997285,,14.431176,0.968448,165.060679,-2.047133,-0.549215,0.549215,0.243432,-0.968448,0.053382
28738,1,6,6,4,22,662.0,515.176709,146.823291,,38.738406,0.780011,414.258569,-26.018483,-6.980368,6.980368,0.619544,-0.780011,0.088025
28843,1,7,7,4,22,662.0,599.391069,62.608931,,23.165613,0.919372,260.587929,-7.520958,-2.01776,2.01776,0.304782,-0.919372,0.248725
28892,1,7,7,4,22,662.0,485.956748,176.043252,,43.914963,0.72037,459.246172,-33.740992,-9.052201,9.052201,0.659699,-0.72037,0.214161
29236,1,7,7,4,22,662.0,474.651339,187.348661,,45.946937,0.695324,475.993113,-36.869349,-9.891492,9.891492,0.703169,-0.695324,0.148584
29263,1,7,7,4,22,662.0,537.948037,124.051963,,34.714713,0.821998,377.054009,-20.406386,-5.474726,5.474726,0.509083,-0.821998,0.255253
29328,1,7,7,4,22,662.0,587.317428,74.682572,,25.598224,0.901846,286.186848,-9.7442,-2.614222,2.614222,0.374145,-0.901846,-0.216077
29535,1,7,7,4,22,662.0,498.936557,163.063443,,41.60626,0.747726,439.590912,-30.243267,-8.113814,8.113814,0.597566,-0.747726,0.289519
29570,1,7,7,4,22,662.0,578.144035,83.855965,,27.371926,0.888041,304.52001,-11.545448,-3.09747,3.09747,0.424227,-0.888041,-0.177242
29585,1,7,7,4,22,662.0,420.661333,241.338667,,71.794296,0.312429,664.221801,-146.443916,-39.2887,39.2887,0.865363,-0.312429,0.391835
29694,1,6,6,4,22,662.0,484.455454,177.544546,,44.183497,0.717111,461.489117,-34.152137,-9.162505,9.162505,0.678903,-0.717111,0.157612
29744,1,7,7,4,22,662.0,636.55117,25.44883,,14.271154,0.96914,163.267546,-1.983209,-0.532065,0.532065,0.243899,-0.96914,0.035791
29797,1,8,8,4,22,662.0,558.194272,103.805728,,27.313882,0.888506,305.246003,21.153972,5.675293,5.675293,0.4075,-0.888506,0.210951
29860,1,7,7,4,22,662.0,565.186083,96.813917,,29.798715,0.867777,329.114792,-14.239292,-3.820188,3.820188,0.407684,-0.867777,0.284179
29883,1,7,7,4,22,662.0,373.056276,288.943724,,79.512185,0.182026,698.217239,-137.641136,-36.927047,36.927047,0.81119,-0.182026,-0.555731
29945,1,7,7,4,22,662.0,484.212333,177.787667,,44.227018,0.716582,461.851775,-34.218843,-9.180401,9.180401,0.617012,-0.716582,-0.32528
30166,1,7,7,4,22,662.0,434.121412,227.878588,,63.57573,0.445015,609.033156,-113.318517,-30.401654,30.401654,0.756667,-0.445015,0.478976
30199,1,7,7,4,22,662.0,613.04353,48.95647,,20.222488,0.938357,228.97629,-5.233357,-1.404031,1.404031,0.338736,-0.938357,-0.068874
30266,1,7,7,4,22,662.0,517.148379,144.851621,,38.390837,0.783793,411.12046,-25.517675,-6.846008,6.846008,0.614361,-0.783793,-0.090718
30344,1,7,7,4,22,662.0,602.785679,59.214321,,22.456072,0.924173,253.028147,-6.928492,-1.85881,1.85881,0.367304,-0.924173,0.104846
30445,1,7,7,4,22,662.0,590.66375,71.33625,,24.93657,0.906775,279.274689,-9.110573,-2.44423,2.44423,0.390827,-0.906775,0.158155
30580,1,7,7,4,22,662.0,568.234764,93.765236,,29.23459,0.872627,323.449821,-13.590539,-3.646137,3.646137,0.435657,-0.872627,0.220736
30874,1,7,7,4,22,662.0,410.486223,251.513777,,23.701299,0.915653,330.30311,223.956315,60.084111,60.084111,-0.061489,-0.915653,-0.397238
30896,1,7,7,4,22,662.0,507.765076,154.234924,,40.045574,0.765533,425.929768,-27.92488,-7.491825,7.491825,0.581083,-0.765533,0.276227
31007,1,7,7,4,22,662.0,436.282374,225.717626,,53.083937,0.600644,530.689522,-48.001659,-12.878123,12.878123,0.773942,-0.600644,-0.200601
31425,1,7,7,4,22,662.0,597.61707,64.38293,,23.531472,0.916841,264.469991,-7.836468,-2.102407,2.102407,0.378462,-0.916841,0.12716
31498,1,7,7,4,22,662.0,621.015078,40.984922,,18.367107,0.949057,208.725332,-4.023648,-1.079484,1.079484,0.310303,-0.949057,-0.054797
31504,1,7,7,4,22,662.0,622.096757,39.903243,,18.105151,0.950488,205.84775,-3.867377,-1.037559,1.037559,0.288043,-0.950488,-0.116637
31585,1,7,7,4,22,662.0,585.55881,76.44119,,25.942587,0.899233,289.768848,-10.082328,-2.704937,2.704937,0.434248,-0.899233,-0.052998
31745,1,7,7,4,22,662.0,548.372885,113.627115,,32.853968,0.840056,359.218298,-17.970791,-4.821293,4.821293,0.479198,-0.840056,0.254314
31778,1,6,6,4,22,662.0,475.970446,186.029554,,45.708596,0.698308,474.055686,-36.500553,-9.792549,9.792549,0.711016,-0.698308,0.0826
31852,1,8,8,4,22,662.0,512.779034,149.220966,,37.817004,0.789973,406.027405,-15.213785,-4.08163,4.08163,0.516644,-0.789973,-0.330184
31920,1,7,7,4,22,662.0,585.04805,76.95195,,26.04219,0.898471,290.802903,-10.181183,-2.731458,2.731458,0.40554,-0.898471,0.168189
31956,1,7,7,4,22,662.0,595.539489,66.460511,,23.955939,0.913858,268.960028,-8.210987,-2.202884,2.202884,0.393857,-0.913858,-0.098694
32002,1,7,7,4,22,662.0,638.843197,23.156803,,13.585595,0.97202,155.571334,-1.723284,-0.462331,0.462331,0.233614,-0.97202,0.024524
32198,1,7,7,4,22,662.0,421.608438,240.391562,,52.542045,0.608179,525.838651,-29.311378,-7.863802,7.863802,0.548055,-0.608179,-0.574242
32234,1,7,7,4,22,662.0,616.605561,45.394439,,19.40862,0.943173,220.121951,-4.680488,-1.255704,1.255704,0.316783,-0.943173,0.100369
32741,1,7,7,4,22,662.0,350.685185,311.314815,,89.343994,0.011449,745.592481,-159.433211,-42.773533,42.773533,0.883116,-0.011449,-0.469015
32865,1,7,7,4,22,662.0,406.182096,255.817904,,12.44704,0.976496,279.433514,328.097384,88.023594,88.023594,-0.209155,-0.976496,0.052063
33116,1,7,7,4,22,662.0,454.434527,207.565473,,49.651912,0.64743,505.187972,-42.640537,-11.439815,11.439815,0.689988,-0.64743,-0.323652
33539,1,8,8,4,22,662.0,165.066805,496.933195,,70.597557,0.332201,626.808551,91.716016,24.606028,24.606028,-0.936843,-0.332201,-0.109393
33614,1,7,7,4,22,662.0,633.870785,28.129215,,15.039889,0.965745,171.869862,-2.301717,-0.617516,0.617516,0.256529,-0.965745,-0.039098
33637,1,7,7,4,22,662.0,480.456501,181.543499,,44.900627,0.708332,467.434596,-35.253751,-9.458051,9.458051,0.640483,-0.708332,0.296728
33941,1,7,7,4,22,662.0,510.642169,151.357831,,19.150224,0.944662,245.607135,192.105248,51.538949,51.538949,0.168369,-0.944662,-0.281542
33957,1,7,7,4,22,662.0,518.081693,143.918307,,38.226309,0.785573,409.629925,-25.281558,-6.782662,6.782662,0.618564,-0.785573,0.015949
33968,1,6,6,4,22,662.0,302.760129,359.239871,,60.029613,0.499552,574.160202,32.64177,8.757296,8.757296,-0.389015,-0.499552,0.774025
33991,1,7,7,4,22,662.0,428.094472,233.905528,,16.45744,0.95903,279.165226,288.571446,77.419379,77.419379,-0.086096,-0.95903,-0.269904
34002,1,7,7,4,22,662.0,392.361901,269.638099,,15.480482,0.963721,302.573882,304.089669,81.582685,81.582685,-0.22357,-0.963721,-0.145799
34110,1,7,7,4,22,662.0,432.543065,229.456935,,53.806158,0.590519,535.868428,-49.125851,-13.179727,13.179727,0.765412,-0.590519,0.255798
34118,1,6,6,4,22,662.0,468.008651,193.991349,,47.152931,0.680044,485.686503,-38.741267,-10.393699,10.393699,0.73316,-0.680044,-0.004153
34391,1,6,6,4,22,662.0,460.30989,201.69011,,49.887588,0.644289,507.411945,-50.589654,-13.572443,13.572443,0.707535,-0.644289,0.29032
34562,1,7,7,4,22,662.0,597.729145,64.270855,,23.508453,0.917001,264.22607,-7.816418,-2.097027,2.097027,0.388628,-0.917001,0.089872
34577,1,7,7,4,22,662.0,568.421977,93.578023,,29.199824,0.872924,323.099647,-13.550993,-3.635528,3.635528,0.464868,-0.872924,0.147994
34698,1,7,7,4,22,662.0,513.117589,148.882411,,39.101426,0.776031,417.520625,-26.544375,-7.121457,7.121457,0.613645,-0.776031,-0.145659
34717,1,6,6,4,22,662.0,498.73992,163.26008,,41.641091,0.747322,439.892372,-30.295476,-8.127821,8.127821,0.641581,-0.747322,0.17287
34736,1,7,7,4,22,662.0,214.340191,447.659809,,66.004565,0.406664,607.272626,73.054736,19.599487,19.599487,-0.8894,-0.406664,0.208787
34756,1,7,7,4,22,662.0,337.871997,324.128003,,52.725541,0.605634,530.54289,46.917094,12.587151,12.587151,-0.137546,-0.605634,-0.783766
34797,1,7,7,4,22,662.0,293.584021,368.415979,,43.511341,0.725238,492.475098,136.036735,36.49661,36.49661,0.685632,-0.725238,0.062761
34918,1,7,7,4,22,662.0,632.756071,29.243929,,15.350339,0.964325,175.33522,-2.438596,-0.654239,0.654239,0.260075,-0.964325,-0.049376
34970,1,7,7,4,22,662.0,257.78774,404.21226,,78.15355,0.20529,659.265455,-16.325753,-4.379954,4.379954,-0.955648,-0.20529,0.211173
35554,1,7,7,4,22,662.0,481.104278,180.895722,,44.784271,0.709764,466.474325,-35.074672,-9.410007,9.410007,0.625993,-0.709764,-0.323059
35626,1,6,6,4,22,662.0,522.821323,139.178677,,37.390587,0.794514,402.008717,-24.092016,-6.463526,6.463526,0.548031,-0.794514,-0.261551
35735,1,7,7,4,22,662.0,517.209869,144.790131,,38.379997,0.78391,411.022361,-25.5021,-6.84183,6.84183,0.617783,-0.78391,-0.06188
35817,1,7,7,4,22,662.0,437.98767,224.01233,,58.163193,0.527502,569.369185,-83.637006,-22.438551,22.438551,0.747342,-0.527502,-0.404007
35870,1,7,7,4,22,662.0,520.132513,141.867487,,37.864754,0.789462,406.343016,-24.764883,-6.644046,6.644046,0.586767,-0.789462,0.18015
35881,1,7,7,4,22,662.0,360.962113,301.037887,,89.626567,0.006518,751.946007,-171.396666,-45.983148,45.983148,0.845897,-0.006518,0.533306
35903,1,6,6,4,22,662.0,381.766344,280.233656,,32.240805,0.845813,395.557617,164.240255,44.063191,44.063191,-0.137694,-0.845813,0.515403
36159,1,7,7,4,22,662.0,254.861322,407.138678,,81.427028,0.149069,672.976239,-27.342191,-7.335499,7.335499,0.125987,-0.149069,-0.980768
36166,1,7,7,4,22,662.0,519.54287,142.45713,,21.149201,0.932644,258.121072,152.960584,41.037024,41.037024,-0.071179,-0.932644,0.353707
36251,1,7,7,4,22,662.0,309.505609,352.494391,,65.261904,0.418471,602.124889,-1.91415,-0.513538,0.513538,-0.163146,-0.418471,0.893457
36327,1,7,7,4,22,662.0,583.529903,78.470097,,26.337192,0.896199,293.860212,-10.476725,-2.810748,2.810748,0.362741,-0.896199,-0.255435
36408,1,7,7,4,22,662.0,323.576523,338.423477,,41.46952,0.749308,471.095206,131.542519,35.29088,35.29088,0.632618,-0.749308,0.195785
36838,1,7,7,4,22,662.0,254.59001,407.40999,,126.410212,-0.593562,838.532282,-170.991257,-45.874383,45.874383,0.796713,0.593562,0.113721
36855,1,13,13,4,22,662.0,138.853526,523.146474,,79.781441,0.177404,651.851264,84.179959,22.584217,22.584217,0.979973,-0.177404,-0.090451
36898,1,7,7,4,22,662.0,618.930979,43.069021,,18.864418,0.946286,214.176062,-4.330191,-1.161725,1.161725,0.282824,-0.946286,0.156693
36927,1,6,6,4,22,662.0,297.080271,364.919729,,101.4452,-0.198431,777.528293,-148.934955,-39.957009,39.957009,0.837427,0.198431,-0.509255
37000,1,7,7,4,22,662.0,488.591062,173.408938,,43.444609,0.72604,455.295747,-33.022801,-8.859521,8.859521,0.63521,-0.72604,-0.26339
37138,1,8,8,4,22,662.0,474.560305,187.439695,,24.892145,0.907102,305.783063,160.342574,43.017501,43.017501,0.310188,-0.907102,0.284517
37677,1,7,7,4,22,662.0,471.538199,190.461801,,46.510898,0.688217,480.548898,-37.743591,-10.126038,10.126038,0.682155,-0.688217,-0.247028
38040,1,7,7,4,22,662.0,643.11054,18.88946,,12.223893,0.977328,140.220535,-1.272176,-0.341306,0.341306,0.209129,-0.977328,-0.033102
38076,1,7,7,4,22,662.0,560.627055,101.372945,,30.63575,0.860424,337.460225,-15.225873,-4.084873,4.084873,0.473918,-0.860424,-0.187275
38086,1,8,8,4,22,662.0,448.968005,213.031995,,29.454441,0.870747,349.59259,136.592884,36.645817,36.645817,0.490438,-0.870747,0.03564
38163,1,7,7,4,22,662.0,467.16721,194.83279,,47.306426,0.678077,486.907078,-38.980119,-10.45778,10.45778,0.682841,-0.678077,0.271917
38249,1,8,8,4,22,662.0,483.12065,178.87935,,44.346136,0.71513,462.834028,-33.922141,-9.1008,9.1008,0.676284,-0.71513,0.176718
38456,1,7,7,4,22,662.0,570.802653,91.197347,,28.756404,0.876673,318.622733,-13.051105,-3.501415,3.501415,0.391795,-0.876673,0.279179
38901,1,7,7,4,22,662.0,553.161933,108.838067,,31.991844,0.848124,350.824731,-16.882344,-4.529279,4.529279,0.454251,-0.848124,-0.272658
39064,1,7,7,4,22,662.0,548.657981,113.342019,,32.802793,0.84054,358.722329,-17.905445,-4.803762,4.803762,0.54108,-0.84054,-0.026919
39229,1,7,7,4,22,662.0,618.297362,43.702638,,19.013777,0.94544,215.809918,-4.424786,-1.187103,1.187103,0.295105,-0.94544,0.138043
39451,1,7,7,4,22,662.0,611.544073,50.455927,,20.55858,0.936314,232.619105,-5.4718,-1.468002,1.468002,0.299571,-0.936314,-0.183233
39513,1,7,7,4,22,662.0,539.962181,122.037819,,34.356609,0.825541,373.651729,-19.928937,-5.346634,5.346634,0.559052,-0.825541,-0.077088
39530,1,7,7,4,22,662.0,614.410725,47.589275,,19.91277,0.940212,225.612222,-5.018867,-1.346486,1.346486,0.300062,-0.940212,0.161132
39544,1,7,7,4,22,662.0,633.255968,28.744032,,15.211747,0.964963,173.78883,-2.376898,-0.637686,0.637686,0.262383,-0.964963,0.001526
39590,1,7,7,4,22,662.0,613.01427,48.98573,,20.229081,0.938318,229.047835,-5.237978,-1.405271,1.405271,0.345499,-0.938318,-0.013798
39760,1,6,6,4,22,662.0,502.778284,159.221716,,40.926438,0.755551,433.677071,-29.228209,-7.841489,7.841489,0.654616,-0.755551,-0.024899
39802,1,7,7,4,22,662.0,571.372924,90.627076,,28.64981,0.877566,317.543606,-12.932191,-3.469512,3.469512,0.427268,-0.877566,-0.217529
39806,1,7,7,4,22,662.0,474.778051,187.221949,,45.924027,0.695612,475.807189,-36.83388,-9.881976,9.881976,0.701877,-0.695612,0.153277
39954,1,7,7,4,22,662.0,570.741835,91.258165,,28.767763,0.876578,318.737663,-13.063805,-3.504823,3.504823,0.474316,-0.876578,-0.081461
39979,1,7,7,4,22,662.0,603.735476,58.264524,,22.255174,0.925506,250.880392,-6.765431,-1.815063,1.815063,0.328471,-0.925506,-0.188534
40054,1,7,7,4,22,662.0,219.457128,442.542872,,73.224563,0.288621,634.462963,39.19501,10.515432,10.515432,-0.944716,-0.288621,-0.155594
40180,1,7,7,4,22,662.0,568.843744,93.156256,,29.121447,0.87359,322.309756,-13.462027,-3.611659,3.611659,0.464745,-0.87359,0.144405
40309,1,7,7,4,22,662.0,622.290031,39.709969,,18.058055,0.950743,205.329939,-3.839662,-1.030124,1.030124,0.305897,-0.950743,-0.050149
40335,1,7,7,4,22,662.0,522.817402,139.182598,,37.391278,0.794507,402.015059,-24.092993,-6.463788,6.463788,0.518129,-0.794507,0.316703
40367,1,7,7,4,22,662.0,596.14349,65.85651,,23.832967,0.914727,267.660774,-8.101554,-2.173525,2.173525,0.36605,-0.914727,-0.171118
40522,1,7,7,4,22,662.0,597.602527,64.397473,,23.534457,0.91682,264.501628,-7.839071,-2.103105,2.103105,0.365472,-0.91682,-0.160846
40554,1,7,7,4,22,662.0,617.936586,44.063414,,19.098453,0.944958,216.735546,-4.478934,-1.201631,1.201631,0.26667,-0.944958,0.189583
40557,1,7,7,4,22,662.0,323.5826,338.4174,,94.105516,-0.071593,757.378381,-150.360397,-40.339433,40.339433,0.94525,0.071593,-0.318398
40814,1,7,7,4,22,662.0,623.797008,38.202992,,17.687709,0.952727,201.253183,-3.625745,-0.972733,0.972733,0.265213,-0.952727,-0.148236
