event_number,track_id,record_index,volume,pdg,Eprime_k_keV,Et_662_minus_k_keV,stored_et_keV,px,py,pz,theta_direction_deg,theta_energy_deg,delta_theta_deg,q_keV_c,Q_keV_c,Q_signed_au,Q_absolute_au
48199,1,7,4,22,260.72589686182585,401.27410313817415,,0.542848251449693,0.584156074942782,-0.6033883127849378,125.74339292613172,100.83663722784574,24.906755698285977,841.3520699459224,-176.95990943138307,-47.4756824985333,47.4756824985333
48204,1,7,4,22,296.29936792752,365.70063207248,,-0.5431886349628217,-0.58099431417543,0.6061284630695445,54.47949217082575,87.2891159294586,-32.80962375863285,545.9972847947636,69.26134349115887,18.58177687575693,18.58177687575693
48288,1,7,4,22,604.222851297071,57.777148702929026,,0.3217341224541886,-0.9261890246865951,0.1966241211009647,22.15166180375141,22.151685728090747,-2.3924339338066147e-05,249.77253438368615,-6.6822258225727404,-1.7927406979091856,1.7927406979091856
48311,1,7,4,22,626.6077061428796,35.39229385712042,,0.2759646222345712,-0.9564011570491983,0.09560519896891187,16.981098180846665,16.98111642557734,-1.8244730675576193e-05,193.451445151607,-3.237342859564934,-0.8685304046179713,0.8685304046179713
48615,1,7,4,22,425.0697147437627,236.9302852562373,,0.8217125760890328,-0.5697484950925058,0.013232333012378352,55.26731058582294,55.267374570377356,-6.398455441569695e-05,546.1485101100749,-51.392105374658996,-13.78772901465882,13.78772901465882
48811,1,7,4,22,568.292583555789,93.70741644421105,,0.4340423524158283,-0.8727188881765637,0.2235374208699661,29.223854284604837,29.22388614672164,-3.186211680272777e-05,323.3417004044864,-13.578322257068073,-3.642859664715718,3.642859664715718
48916,1,7,4,22,459.69901384874214,202.30098615125786,,-0.15300244537064212,-0.9683296747889912,-0.19730152719543248,14.458285382807313,48.67675365280231,-34.218468269995,245.3600681861218,298.6428188370068,80.12137717029302,80.12137717029302
48921,1,7,4,22,194.46291868723668,467.53708131276335,,-0.9863056637390588,-0.16020088469779825,0.03920222210917943,80.78144352449685,148.8534354887963,-68.07199196429944,659.4035793704895,32.612665415079114,8.749487687082913,8.749487687082913
49070,1,6,4,22,508.27150341441615,153.72849658558385,,0.6301525929400034,-0.7665356340468619,-0.12381773438149234,39.95619704561809,39.95624147579638,-4.4430178292031997e-05,425.13837634916933,-27.79343955876146,-7.456561863497003,7.456561863497003
49112,1,7,4,22,546.1583762079144,115.84162379208556,,0.06564387383635983,-0.944663039626229,0.32140725472815607,19.14999323582452,33.25092739998032,-14.100934164155799,231.158377346663,140.50095186590673,37.694292469752675,37.694292469752675
49131,1,7,4,22,637.3912480779557,24.60875192204435,,0.23845388655159055,-0.9701979954567691,-0.043076601538518264,14.023127441865839,14.023142473172337,-1.503130649815887e-05,160.4857672456063,-1.8865754716892902,-0.5061398278923238,0.5061398278923238
49237,1,7,4,22,341.39582761367086,320.60417238632914,,0.6138186488900655,-0.23393546525923103,-0.7539899630424277,76.47111958965012,74.03160582375496,2.439513765895157,670.1152077128685,-90.57914671386531,-24.301022893792773,24.301022893792773
49368,1,7,4,22,390.2286856695604,271.7713143304396,,0.7808142854611146,-0.6157818816510344,0.10555437390350146,51.991244807131544,62.456962190049445,-10.465717382917902,521.8916059669647,5.153785580594583,1.38268316635132,1.38268316635132
49377,1,7,4,22,619.9353398842137,42.064660115786296,,0.31630681134654853,-0.9476239220677133,-0.04425950090978796,18.625937431800523,18.625957473884046,-2.0042083523463816e-05,211.5642374505467,-4.181576127939155,-1.1218539907224794,1.1218539907224794
49405,1,7,4,22,611.5309375673298,50.46906243267017,,0.2920279736594178,-0.9362956940983197,0.19511544227282507,20.561508305966296,20.561530474015996,-2.216804969989994e-05,232.65080710469385,-5.473903727164792,-1.4685660509968912,1.4685660509968912
49488,1,7,4,22,631.5349362976518,30.465063702348175,,0.24066865811394694,-0.9627636851072583,0.12314497001633497,15.684760801730073,15.684777635379174,-1.6833649100433945e-05,179.0624159234679,-2.5914251401194033,-0.6952403940889856,0.6952403940889856
49604,1,7,4,22,556.0971100307282,105.90288996927177,,0.458370113686067,-0.8529993829062071,0.24957742614477765,31.460586940788684,31.46062136396053,-3.442317184720878e-05,345.61241989277426,-16.225098679936096,-4.352949975568924,4.352949975568924
49663,1,6,4,22,436.6908782221802,225.30912177781983,,0.6097444048396059,-0.7000097040113155,-0.37175015138770995,45.57221743983311,53.00543973821123,-7.433222298378119,473.5105136459742,6.392377517707725,1.7149787565817611,1.7149787565817611
49838,1,7,4,22,413.34842299766257,248.65157700233743,,0.838296003143375,-0.36868813827829294,-0.4016576500039914,68.36526589549823,57.61144464128464,10.753821254213584,638.2223282257902,-120.02543766798324,-32.20101993034873,32.20101993034873
49847,1,7,4,22,347.18668710095085,314.81331289904915,,-0.18564092917149372,-0.38952901772988413,-0.9021111848119032,67.07480331344578,72.53803062983286,-5.463227316387076,616.2189357732542,-47.05029954161501,-12.62288780366236,12.62288780366236
49952,1,7,4,22,538.5987894152989,123.40121058470106,,0.535658742394864,-0.8231455338673651,-0.18841746673321758,34.59907520151028,34.59911326655063,-3.806504034997715e-05,375.95694830218946,-20.251773278693204,-5.433246215490024,5.433246215490024
50094,1,8,4,22,411.0413270630526,250.95867293694738,,0.8523601111198689,-0.5229211333657074,0.005977395021979644,58.4715998848531,58.0810343782684,0.3905655065847,567.9925212930376,-58.218847981222744,-15.619241392405051,15.619241392405051
50144,1,7,4,22,623.5371708616677,38.46282913833227,,0.2650690282643551,-0.9523853208896823,0.1506672187599124,17.75196925690202,17.751988342975633,-1.9086073614005272e-05,201.9611763575679,-3.6623508612813267,-0.9825536600189212,0.9825536600189212
50166,1,7,4,22,564.715677766332,97.28432223366804,,0.48544348278533406,-0.8670234696698489,0.11231619679681887,29.885431599711833,29.885464216526923,-3.2616815090591444e-05,329.9827337838305,-14.340185566862756,-3.8472561334939703,3.8472561334939703
50281,1,7,4,22,613.2271691222222,48.77283087777778,,0.3449101422063271,-0.9386070418444376,0.007335857362673575,20.181072167126175,20.18109391632779,-2.1749201614795766e-05,228.52683838917017,-5.204383703524192,-1.3962578818162332,1.3962578818162332
50490,1,7,4,22,492.26805404880974,169.73194595119026,,0.6413674266752333,-0.7338515619731965,0.22385198008838136,42.7897365292558,42.78978441265404,-4.788339824557397e-05,449.7494994136759,-32.02734355268036,-8.5924546337321,8.5924546337321
50565,1,7,4,22,420.48676539921695,241.51323460078305,,0.12529559866244855,-0.7616363285382478,-0.6357759951481312,40.39133387386463,56.1758999964965,-15.784566122631865,437.0715420961378,63.82821515228242,17.124150248239356,17.124150248239356
50683,1,7,4,22,558.1669995415295,103.83300045847045,,0.5125465973726909,-0.8564070122017662,-0.06215315738818611,31.084475228175574,31.08450921878561,-3.3990610035061763e-05,341.9040685584545,-15.766214297658106,-4.229838196711391,4.229838196711391
50725,1,7,4,22,519.9293142238982,142.07068577610175,,0.556994760683009,-0.7890778658451519,-0.25906168802997076,37.90058005554495,37.900622019403,-4.196385805244063e-05,406.66941230681823,-24.815943161676696,-6.657744357075666,6.657744357075666
50758,1,7,4,22,503.0834230628578,158.91657693714222,,0.6417883900206893,-0.7561677316809877,-0.12774202127366416,40.872491545767645,40.872537085612876,-4.553984523170129e-05,433.20534809376517,-29.147991937780453,-7.8199678964260295,7.8199678964260295
50951,1,7,4,22,348.54486726786706,313.45513273213294,,0.9942457269864637,0.09828009135732907,-0.042619925058044,95.64013907913066,72.19321830849083,23.446920770639835,777.8696374256335,-183.01911623569939,-49.101276563081676,49.101276563081676
51015,1,7,4,22,440.24712990905005,221.75287009094995,,0.7909280949403038,-0.6111924403008739,0.029606579558682258,52.32422580853788,52.324285846041164,-6.003750328176238e-05,525.1716721275699,-46.81693109331693,-12.560278558482615,12.560278558482615
51194,1,7,4,22,590.562261485226,71.43773851477397,,0.3857987926176403,-0.9066264241077918,-0.1708444284262421,24.95676631624815,24.956793362564806,-2.704631665650936e-05,279.48624923586874,-9.129598976313796,-2.4493341103707684,2.4493341103707684
51344,1,7,4,22,534.7851593395142,127.21484066048583,,0.4934189353157882,-0.8163798170223008,0.3001028967378835,35.27597558291789,35.27601444139914,-3.88584812540671e-05,382.35703931134395,-21.16260025585984,-5.677607396042217,5.677607396042217
51675,1,7,4,22,637.9957771877507,24.00422281224928,,0.23571331987763322,-0.9709576450188714,0.04099368746126461,13.842363973177632,13.842378808814557,-1.4835636925170093e-05,158.4565116924301,-1.818007911005898,-0.48774418251047597,0.48774418251047597
51708,1,7,4,22,324.8564771205505,337.1435228794495,,-0.10845432035511587,-0.26490048724685644,0.9581572899334889,74.63896018050399,78.52730135101999,-3.888341170516,655.6213759423159,-65.03655260410646,-17.448329015047154,17.448329015047154
51898,1,6,4,22,512.4427372426787,149.55726275732127,,0.6314545478141793,-0.7747192154351376,-0.03279163430442711,39.22041738985914,39.22046093364681,-4.354378766890932e-05,418.5863965140434,-26.717362287571643,-7.167866514165886,7.167866514165886
52248,1,6,4,22,482.19786874510953,179.80213125489047,,0.7014415782935783,-0.7121729986950041,0.0280950559846301,44.5880073676057,44.58805747720253,-5.0109596834602144e-05,464.8507207455451,-34.77289911835047,-9.329045903114379,9.329045903114379
52402,1,7,4,22,631.3483406028566,30.651659397143362,,0.26987756237735544,-0.962524543486027,0.02669465325251198,15.735364010188153,15.735380898834691,-1.6888646538149032e-05,179.6258703724538,-2.6150392513981786,-0.7015757050255618,0.7015757050255618
52414,1,7,4,22,498.5544052591099,163.4455947408901,,0.6623647280391446,-0.7469404997630597,0.05790385879490834,41.67395498286867,41.67400149874692,-4.65158782461117e-05,440.1766735686891,-30.34475442806251,-8.141041275121536,8.141041275121536
52496,1,7,4,22,512.7092180525864,149.29078194741362,,0.5929149855690777,-0.7752375013963746,0.21785003171063913,39.17342976753417,39.17347325485457,-4.348732040426739e-05,418.16574617108745,-26.649016956361354,-7.1495304896096865,7.1495304896096865
52527,1,6,4,22,540.5836002638599,121.41639973614008,,0.5319301133813917,-0.8266289941204834,-0.1836705217431953,34.246004499022305,34.246042151365444,-3.765234313846122e-05,372.59795754602584,-19.78228428065649,-5.307289377701359,5.307289377701359
52544,1,8,4,22,417.22440066007294,244.77559933992706,,0.7129173755125229,-0.6965223806774785,-0.08127354371327686,45.85134424581965,56.8287869936119,-10.977442747792253,477.0300626234521,23.69135998951984,6.356035603968428,6.356035603968428
52578,1,7,4,22,573.8204769080668,88.17952309193322,,0.3801629795771408,-0.8813811558358672,0.28043424736729505,28.190577137219226,28.190607825134652,-3.06879154265971e-05,312.8816208429574,-12.425523813786219,-3.3335811786794527,3.3335811786794527
52717,1,7,4,22,584.9067830716888,77.09321692831122,,0.3800979010721076,-0.8982600559023926,-0.22057755454898167,26.06970644061902,26.069734734780663,-2.8294161644737414e-05,291.08841222878783,-10.2085754421434,-2.73880727002436,2.73880727002436
52955,1,6,4,22,505.67758271106345,156.32241728893655,,0.5982671168486179,-0.7613785144082951,0.2497583125644869,40.41412415538404,40.41416913931267,-4.4983928631836534e-05,429.18279070051256,-28.46847298362284,-7.637663179934119,7.637663179934119
53012,1,7,4,22,598.360670576996,63.63932942300403,,0.39620254606581085,-0.917903519560074,-0.02183280261894669,23.378510046859425,23.37853533272507,-2.528586564309876e-05,262.84828358956776,-7.703732092836178,-2.0667954683547634,2.0667954683547634
53282,1,7,4,22,451.76027616897437,210.23972383102563,,0.7166352718365336,-0.6407732067145585,-0.27539713999335436,50.15050023267542,50.15055741858835,-5.7185912929469396e-05,508.9845586157365,-43.42006295255547,-11.64894991993182,11.64894991993182
53526,1,7,4,22,508.5906949940946,153.40930500590542,,-0.0011285947843578947,-0.9982851404712638,-0.05852781038174732,3.3559384583878744,39.89991483768534,-36.54397637929746,157.1278359177078,420.3429396336723,112.77168939943668,112.77168939943668
53584,1,7,4,22,559.1580488535999,102.8419511464001,,0.4686818195767685,-0.8580296309932723,0.21005357491782503,30.90393537461475,30.9039691578689,-3.378325414971073e-05,340.1186804510537,-15.547870975683017,-4.171259966969565,4.171259966969565
53646,1,6,4,22,497.1319168020201,164.8680831979799,,0.6591496919299773,-0.7440076857675513,-0.10942690321593022,41.926062686720414,41.926109510689585,-4.682396917132792e-05,442.35314678804986,-30.723332299451375,-8.242608024792581,8.242608024792581
53730,1,7,4,22,615.5667301069277,46.43326989307229,,0.30730509312486276,-0.9417741129696441,0.13647380657019656,19.648337734665752,19.648358898172724,-2.1163506971788593e-05,222.7347057805639,-4.839720242247519,-1.2984241591271934,1.2984241591271934
54028,1,6,4,22,534.2013064055045,127.79869359449549,,0.511047828061303,-0.8153354836696575,0.27213630133260536,35.37945273127498,35.37949171131015,-3.898003517122106e-05,383.3307870976217,-21.303046915389693,-5.715287122694679,5.715287122694679
54048,1,7,4,22,566.938656953286,95.061343046714,,0.481162810915879,-0.870571517410761,0.10289597885561495,29.474878429584848,29.474910577788602,-3.214820375418981e-05,325.8667585100678,-13.865255464278889,-3.719839529181057,3.719839529181057
54450,1,8,4,22,354.15439298454345,307.84560701545655,,0.638915819204437,-0.7474605774419476,-0.1819045385373146,41.62911850898189,70.79010166430629,-29.160983155324402,461.71934996408845,109.84318964152735,29.469275910029925,29.469275910029925
54517,1,7,4,22,563.4060790084696,98.59392099153035,,0.4114061892800106,-0.8649201423893238,0.287503208175721,30.12641219080387,30.126445083094488,-3.289229061920196e-05,332.3906340062554,-14.622172418903787,-3.9229089652527476,3.9229089652527476
54601,1,7,4,22,461.22942658082115,200.77057341917885,,0.6812071072130376,-0.663995544667207,-0.30832903487110064,48.394687609650404,48.394742529003175,-5.491935277035509e-05,495.47543986116665,-40.676471756612486,-10.912885661406266,10.912885661406266
54614,1,7,4,22,555.4275236187209,106.5724763812791,,0.5149697040904035,-0.8518916155310818,0.09532512395421153,31.581988141432955,31.58202270439731,-3.456296435544459e-05,346.80618687634006,-16.374362430404634,-4.392995195124896,4.392995195124896
54621,1,7,4,22,437.25041841667735,224.74958158332265,,-0.10559407789329125,-0.7000932134923156,-0.7062006677537684,45.565516989269256,52.89794230597276,-7.332425316703507,473.4282178995948,5.871845682578931,1.5753278932062014,1.5753278932062014
54787,1,6,4,22,434.8100014201554,227.1899985798446,,0.3266357570568562,-0.8589902171889374,0.3942649984282102,30.79660710217198,53.367699662241435,-22.571092560069456,364.4077353886549,136.37907662896404,36.58845533027597,36.58845533027597
55064,1,8,4,22,451.51650699594455,210.48349300405545,,0.47656781983637736,-0.8725257477272252,-0.1076193878882826,29.246512418115724,50.19611782576737,-20.949605407651642,347.14321278052256,136.26324264385792,36.55737881403504,36.55737881403504
55104,1,7,4,22,451.08490020407584,210.91509979592416,,0.2472304293715729,-0.936292286778548,0.24946716920618028,20.562064158610283,50.27683170058402,-29.714767541973735,287.2868690349932,231.51334294938212,62.11154831259011,62.11154831259011
55221,1,7,4,22,562.0716497437825,99.92835025621753,,0.47439591644259926,-0.8627668533869052,-0.17487673132651144,30.371320932870407,30.371354105446727,-3.317257631962889e-05,334.83164620892705,-14.911161256984494,-4.000440324566986,4.000440324566986
55332,1,7,4,22,537.3161622319188,124.68383776808116,,0.37377183134775194,-0.8738162014048942,-0.31103032690281035,29.094818432327475,34.82697984776409,-5.732161415436618,324.52125721154596,34.069934288467685,9.140451010754923,9.140451010754923
55380,1,7,4,22,592.3186293346898,69.68137066531017,,0.33058514388429594,-0.9091921742959328,0.2531463071862466,24.60604636531117,24.60607301951729,-2.665420612046887e-05,275.80736453611115,-8.802051969450968,-2.3614581742271965,2.3614581742271965
55542,1,7,4,22,546.581020493179,115.41897950682096,,0.5026213485828991,-0.8370011023649899,0.21633523658548898,33.175214750437895,33.1752511559019,-3.6405464001632026e-05,362.3251112923194,-18.383060960786096,-4.931898803123399,4.931898803123399
55641,1,7,4,22,586.3169053056857,75.68309469431426,,0.38601183789379273,-0.9003612088163476,0.20085953964056952,25.794412784389124,25.79444076937448,-2.798498535483418e-05,288.22888233303644,-9.936141352315955,-2.665717300708797,2.665717300708797
55734,1,7,4,22,606.0061806176684,55.993819382331594,,0.311521196667589,-0.9286777520584262,0.20127636934946347,21.770370033110844,21.770393535478146,-2.3502367302086213e-05,245.68449106778777,-6.380512113053877,-1.7117954469503718,1.7117954469503718
55838,1,7,4,22,610.7297226845761,51.27027731542387,,0.4706713307425303,-0.8797891942892844,-0.06662936311317665,28.383055492116455,20.739628604697707,7.643426887418748,315.9617674195144,-75.06227009978821,-20.138078247935066,20.138078247935066
55879,1,7,4,22,612.8397268339967,49.16027316600332,,0.33959185428040617,-0.9380802261600548,0.06843143863675319,20.268384974314863,20.268406819600997,-2.1845286134691833e-05,229.4742348587655,-5.265569988386367,-1.4126732418981607,1.4126732418981607
55901,1,7,4,22,622.7920740571055,39.20792594289446,,0.30701979122054207,-0.9514048668289065,0.023824927558454136,17.935298822249102,17.93531810866945,-1.9286420346986688e-05,203.97959774718387,-3.7679650328803946,-1.0108883539860156,1.0108883539860156
56044,1,7,4,22,480.6932386079884,181.3067613920116,,0.7053241619734884,-0.7088559149956968,0.006412356197991201,44.85809449134644,44.858144937752,-5.0446405559512186e-05,467.0837790165228,-35.18827665877604,-9.440485450578164,9.440485450578164
56325,1,7,4,22,633.5562722575715,28.44372774242845,,0.26093998066881563,-0.9653452075238714,0.004353940657813077,15.128000341243775,15.128016570221305,-1.622897753073005e-05,172.85390765996817,-2.3400791208907203,-0.6278080369832751,0.6278080369832751
56337,1,7,4,22,288.10387648566666,373.89612351433334,,-0.8075749259250574,-0.43499564186873346,-0.3982480766712462,64.21498343598392,90.10098400842077,-25.886000572436842,596.0863691027059,22.48237855358767,6.031684065908941,6.031684065908941
56519,1,7,4,22,489.02749706144914,172.97250293855086,,0.6748716032557156,-0.7377312599775747,-0.017346676078144496,42.46148933865383,43.3668313243281,-0.9053419856742764,446.91303284018977,-25.67989657109125,-6.889530064305557,6.889530064305557
56788,1,7,4,22,634.2845313655199,27.71546863448009,,0.25512013072460776,-0.9662712621030594,0.03512217152767967,14.923338100994687,14.923354107895667,-1.6006900979803618e-05,170.56756938628706,-2.251561608900289,-0.6040601196819989,0.6040601196819989
56917,1,7,4,22,188.80138385426565,473.1986161457344,,-0.8581326330090415,0.3767958075288367,-0.34875966451649987,112.13534827164192,159.17080892714617,-47.03546065550425,753.7099926909559,-56.03598744901845,-15.033612738443209,15.033612738443209
57049,1,6,4,22,536.5581514058126,125.44184859418738,,0.5210524593484266,-0.8195372244198222,0.2384597919927178,34.96150505997893,34.96154354948092,-3.848950198914736e-05,379.39023864453407,-20.73772900920645,-5.563620829968087,5.563620829968087
57079,1,7,4,22,589.8710895056428,72.12891049435723,,0.40950119530635604,-0.9056125517212923,0.11033891973150439,25.094089756966227,25.094116956957027,-2.7199990800141904e-05,280.9237779421869,-9.259491179754662,-2.484182235177165,2.484182235177165
57104,1,6,4,22,515.3967354961294,146.6032645038706,,0.6239257589732383,-0.7804345703184437,-0.04047874431766489,38.69961851262152,38.699661431456576,-4.291883505658234e-05,413.90908892053926,-25.9624614962262,-6.965337984382113,6.965337984382113
57244,1,7,4,22,587.5101638360728,74.48983616392718,,0.41982763232098286,-0.9021313451679194,-0.09951781350732142,25.560347154005072,25.56037487638399,-2.7722378916905654e-05,285.79220749247094,-9.707355831302973,-2.604337585999542,2.604337585999542
57305,1,7,4,22,587.9594352870314,74.0405647129686,,0.40131588550530756,-0.9027959539069119,-0.1546125015980265,25.47194805149699,25.471975674761293,-2.7623264301723793e-05,284.8706740807801,-9.62163590947525,-2.581340220067514,2.581340220067514
57496,1,7,4,22,552.5727807202898,109.42721927971024,,0.45991149013744326,-0.8471385906258563,-0.2661533947031193,32.09820266513558,32.09823782345708,-3.5158321502137824e-05,351.8645987760286,-17.015178295292944,-4.564916454800139,4.564916454800139
57499,1,7,4,22,632.3578626085645,29.64213739143554,,0.26474144446867887,-0.9638166663095866,0.03113521036563696,15.460025714405598,15.460042303884663,-1.6589479065132196e-05,176.5583645804416,-2.488105537681062,-0.6675212985209615,0.6675212985209615
57551,1,7,4,22,570.9911787113463,91.00882128865373,,0.47639604829481164,-0.8769685690957096,0.06303121438867502,28.72118177796241,28.721213068172418,-3.129021000702892e-05,318.2662761118806,-13.011757410025062,-3.4908588365085023,3.4908588365085023
57567,1,6,4,22,473.7313059698132,188.2686940301868,,0.6951382803100283,-0.6932334452722935,-0.19028967813184852,46.113387740066614,46.11343976057021,-5.202050359542909e-05,477.3419068392488,-37.1271516477346,-9.960656452450406,9.960656452450406
57705,1,7,4,22,520.6667449880493,141.33325501195065,,0.606754592729117,-0.7904698589402913,-0.08370344263552856,37.770557758664815,37.770599567560616,-4.180889580140956e-05,405.484114963818,-24.63078099564959,-6.608068132481687,6.608068132481687
57706,1,7,4,22,178.59299010435012,483.4070098956499,,-0.3245548737901963,0.6730730782943906,-0.6645575710006943,132.3046918468695,,,793.2795074977164,-85.24764072696959,-22.870660015069458,22.870660015069458
57786,1,7,4,22,555.4479508451514,106.55204915484865,,0.5185959330714798,-0.8519254499413266,0.0726724565704884,31.5782863967645,31.57832095546508,-3.4558700580333834e-05,346.7698100064153,-16.369802918281767,-4.391771946590303,4.391771946590303
58003,1,7,4,22,360.3578377085563,301.6421622914437,,0.5894290971328415,-0.09178786157897084,0.8025885171866858,84.73353018011157,69.27589304863021,15.457637131481363,724.0915120795943,-149.17329122075873,-40.02095070015902,40.02095070015902
58101,1,7,4,22,513.2140925624486,148.78590743755137,,0.5177912696137288,-0.7762179700629891,-0.3596913455493409,39.08441119611681,39.0844545765045,-4.3380387687363964e-05,417.368086106155,-26.51966290147412,-7.114826741967312,7.114826741967312
58106,1,7,4,22,592.6395474509422,69.36045254905775,,0.34213528280531635,-0.9096593370250948,0.2355065579188639,24.541683195878157,24.541709778182284,-2.6582304126776535e-05,275.13106636139884,-8.7425990013507,-2.345507836966099,2.345507836966099
58275,1,6,4,22,555.7765470949714,106.22345290502858,,0.48232823588691714,-0.8524693749047472,0.20163193624950368,31.518723317230368,31.518757807335362,-3.449010499423366e-05,346.1842850980943,-16.29650863086148,-4.372108191507569,4.372108191507569
58437,1,7,4,22,303.16114179608206,358.83885820391794,,0.4824990671378398,0.06472881802374136,-0.8735014770041111,93.71128276986066,85.04742735985701,8.663855410003649,745.7425006563253,-126.98656978384379,-34.06858699243001,34.06858699243001
58569,1,6,4,22,561.4353157408002,100.5646842591998,,0.5023565792265071,-0.8617364347702392,0.07105057562975332,30.487887675297426,30.487920981392588,-3.330609516183358e-05,335.9912853066924,-15.049551776186412,-4.037568419690617,4.037568419690617
58809,1,7,4,22,566.0052456942178,95.99475430578218,,0.4730643155945498,-0.869085114722353,-0.14457253085940913,29.6475026311866,29.64753497631776,-3.2345131160127494e-05,327.59948486860065,-14.06409962665106,-3.7731864276384646,3.7731864276384646
58899,1,7,4,22,515.0891850702578,146.91081492974217,,0.5788355683647262,-0.7798425832613379,0.23831686916407688,38.75383526662643,38.75387825042748,-4.2983801051832415e-05,414.39753876675087,-26.040776378611984,-6.986348689592148,6.986348689592148
59259,1,8,4,22,229.13987574696185,432.8601242530382,,-0.24337193480674202,-0.6315869860328557,-0.7361168252542231,50.832695221432004,117.26944274703405,-66.43674752560204,546.934610149518,130.9531126289851,35.13275078714408,35.13275078714408
59512,1,8,4,22,190.6362253860764,471.3637746139236,,0.6742301831022812,-0.6600037948296824,0.33137388401061896,48.69983779239709,155.3118479750865,-106.6120101826894,554.9771647681597,156.52366914402845,41.992946558716426,41.992946558716426
59555,1,7,4,22,637.332371605845,24.66762839415503,,0.24260857485743859,-0.9701239344384766,-0.0007945031485710759,14.040628695220818,14.040643745475768,-1.5050254949855457e-05,160.6821531284313,-1.893297118927353,-0.5079431447631723,0.5079431447631723
59643,1,6,4,22,540.7002191557009,121.29978084429911,,0.5158613122788097,-0.8268328717014959,-0.22413056187821,34.225241297829136,34.22527892592707,-3.762809793528277e-05,372.39998445519086,-19.75479727916465,-5.299915028562864,5.299915028562864
59792,1,6,4,22,528.4277598693116,133.57224013068844,,0.5834959583795345,-0.8048841413102212,0.1081387332182888,36.4009323002222,36.40097248398214,-4.018375993553036e-05,392.87667474617314,-22.705919303523785,-6.091656687411475,6.091656687411475
59820,1,7,4,22,606.3633695112599,55.63663048874014,,0.336611583430972,-0.9291744677834356,-0.15273326526812359,21.693506852799235,21.693530270168498,-2.341736926325666e-05,244.859040518782,-6.320602575522781,-1.6957226189770778,1.6957226189770778
60100,1,7,4,22,579.1387268671511,82.86127313284885,,0.4272776889808392,-0.8895588350414463,-0.16161328998228502,27.182137451998667,27.182166999054893,-2.954705622570941e-05,302.5723567832868,-11.3457323408738,-3.0438893648819816,3.0438893648819816
60310,1,7,4,22,583.2822075327892,78.71779246721076,,0.4422089375018937,-0.8958267623977334,0.04410971962551026,26.385176935680057,26.385205584563057,-2.864888299924928e-05,294.35676168148865,-10.525185850542961,-2.823749081269675,2.823749081269675
60341,1,7,4,22,568.4641113353307,93.5358886646693,,0.44488933876788167,-0.8729902066715196,-0.1999039151850067,29.191997667906662,29.192029493740574,-3.182583391136973e-05,323.02079929215734,-13.542097876086492,-3.6331412080567294,3.6331412080567294
60590,1,7,4,22,478.6875500277404,183.31244997225963,,0.6881409803970455,-0.7044017804678981,-0.17401184664225536,45.21876495668335,45.21881585388233,-5.0897198981658676e-05,470.051463741302,-35.74401665110548,-9.589582133054714,9.589582133054714
60821,1,7,4,22,267.42588059356854,394.57411940643146,,0.23275758136949673,0.10928795762610928,0.9663746947395384,96.27427108528408,97.98457514396539,-1.7103040586813023,740.5784176499916,-98.03259127935928,-26.300669982496895,26.300669982496895
60847,1,7,4,22,553.8768369484432,108.12316305155684,,0.49100092003543977,-0.8493158671999297,-0.19385730382625016,31.862662878441004,31.862697764921467,-3.488648046356957e-05,349.56008828021135,-16.721563862300684,-4.486144117932887,4.486144117932887
60876,1,7,4,22,547.5942431177386,114.40575688226136,,0.4497325550624107,-0.8387309642573911,-0.30703582610650265,32.99364579278895,32.993681987519274,-3.619473032046017e-05,360.5705358690921,-18.149608053394857,-4.869266898839093,4.869266898839093
61000,1,7,4,22,561.7904854755183,100.20951452448173,,0.5978077942718185,-0.7879384257000307,-0.14757668655048578,38.0067306018795,30.422876423113987,7.58385417876551,409.60419212400626,-79.78613453955023,-21.40542003754654,21.40542003754654
61029,1,7,4,22,545.218338635536,116.78166136446396,,0.4292663856773386,-0.8346644750707114,-0.3450588126427844,33.41908280503155,33.41911949384861,-3.668881706175853e-05,364.6759654289062,-18.69838313992379,-5.01649500183072,5.01649500183072
61055,1,7,4,22,506.5232165458542,155.4767834541458,,0.5999264307881759,-0.763065569510591,-0.24045626269498033,40.26479781452614,40.26484261770322,-4.480317708299708e-05,427.8667595689066,-28.247919139844523,-7.578491900435298,7.578491900435298
61156,1,7,4,22,526.1146506424324,135.88534935756763,,0.4837338944458649,-0.8006325638621901,-0.3535378580119715,36.809449719681496,36.80949038681042,-4.066712892125679e-05,396.6602563698572,-23.27499622592624,-6.244331467659922,6.244331467659922
61318,1,7,4,22,574.6560430694585,87.34395693054148,,0.43326038979872855,-0.8826759978935885,-0.18212225941386614,28.033128289446477,28.033158798910694,-3.0509464217232107e-05,311.27849329093,-12.253940710462242,-3.287548012400732,3.287548012400732
61324,1,7,4,22,614.1274623939983,47.87253760600174,,0.332191125271782,-0.9398286279143335,0.07981983740479914,19.97720340042361,19.97722492537643,-2.1524952821039278e-05,226.31263536983488,-5.063074562675322,-1.3583467643962572,1.3583467643962572
61424,1,6,4,22,494.28828715436447,167.71171284563553,,0.6741116974975495,-0.7380942342386959,-0.028112642717563804,42.43067438260896,42.43072182481006,-4.744220109387243e-05,446.6858219625091,-31.483933036544432,-8.446665764302118,8.446665764302118
