Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_5s1/2(1),J_total_Rb_relativistic
0.5,0.045485734776775054,0.16591616094493128,0.0836114964456132,0.17115280284670034,0.4067693317509651,0.2571309271620413,0.5243904458090451,0.37790393652365406,0.5707519408221554,0.8070794811137831,0.7894154599391231,1.6069047197115294,0.05826900066753644,5.864781438513853
0.55,0.04548040494333551,0.16567020803549204,0.08361107703365657,0.1711518748776804,0.4023194282076794,0.25703202402188075,0.5241728760547265,0.37789769696234077,0.570742138544221,0.7413160998043281,0.7662091584633874,1.555887213482745,0.05385871304328246,5.715348913474755
0.6000000000000001,0.045474568489469666,0.16540129730939107,0.08361052745867519,0.1711506589810049,0.3975062631244898,0.2569037644881408,0.5238908585105501,0.37788810339968587,0.570727071481805,0.6760460054009898,0.7394022343104517,1.497318109311742,0.05323684338242607,5.558556305648822
0.65,0.04546822568294123,0.165109554812809,0.08360982345110704,0.17114910150326246,0.392345354702805,0.2567413082714023,0.5235338295015503,0.37787391545886045,0.5707047956438782,0.6122777554207062,0.7093553359477958,1.4320864881373663,0.05279908411792154,5.393054572652406
0.7000000000000001,0.04546137681468421,0.16479511706961325,0.08360893877564146,0.17114714445694185,0.3868531590297085,0.2565396363732401,0.5230908575982837,0.37785361890330854,0.5706729394637421,0.5508708480972293,0.6765413270346886,1.3613070320560725,0.051244906368269214,5.219986902041423
0.75,0.045454022198774535,0.16445813096260956,0.08360784526664186,0.171144725601532,0.3810469783396999,0.2562936020547202,0.522550758679256,0.37782540726566577,0.5706286757972818,0.49252674373827476,0.6415074427259944,1.286231454866973,0.04840804056782273,5.041683828065247
0.8,0.04544616217239956,0.1640987536060701,0.08360651286611066,0.17114177853041848,0.37494486605442134,0.2559979824472973,0.5219022121135788,0.3777871688998495,0.5705687025449145,0.43778770792102667,0.6048386472729524,1.2081658371982111,0.04458096422022114,4.860867295847472
0.8500000000000001,0.04543779709582519,0.16371715220971253,0.08360490966413131,0.17113823276342252,0.36856552937943493,0.2556475302082535,0.521133876674967,0.3777364800219928,0.5704892327632911,0.3870422391260787,0.5671250654820325,1.1283997982279796,0.04017008904708268,4.680207932664205
0.9,0.0454289273523609,0.16331350393431532,0.08360300194171806,0.17113401384481836,0.36192823023901005,0.2552370246393976,0.5202345048431855,0.37767060410347914,0.5703859948088874,0.3405356723792272,0.528935174304086,1.048150541253275,0.03554413755767016,4.50210133120143
0.9500000000000001,0.04541955334832241,0.16288799573916563,0.08360075421600066,0.17112904344665633,0.3550526853232094,0.25476132171243576,0.5191930542132462,0.3775864977737778,0.5702542427280278,0.2983845172912737,0.4907954235022541,0.9685224731662008,0.030983647292716937,4.328571209753288
1.0,0.04540967551299223,0.1624408242215462,0.083598129287667,0.17112323947721017,0.3479589660067007,0.2542154024764645,0.5179987948141268,0.37748082319011544,0.5700887767894937,0.2605931643032365,0.453176183538998,0.8904814422464944,0.026677508107789585,4.161242929972836
1.05,0.045399294298577954,0.161972195448478,0.08359508829058344,0.17111651619435836,0.34066739887614694,0.2535944193615831,0.516641411235288,0.3773499666424246,0.5698839737581101,0.22707174464628982,0.41648340609725104,0.8148416352455918,0.022737736407821247,4.001354786502504
1.1,0.04538841018016833,0.16148232478094438,0.08359159074350933,0.1711087843237021,0.3331984675733272,0.25289373993670705,0.5151110985684403,0.37719006299153723,0.5696338262401095,0.19765412654524234,0.38105509823412226,0.7422627095126735,0.019218581449386606,3.84978882107987
1.1500000000000001,0.04537702365568716,0.16097143669083247,0.08358759460381855,0.171099951181215,0.32557271662496184,0.2521089877282962,0.5133986512912849,0.37699702539101293,0.5693319902010869,0.17211524582708568,0.3471616056213743,0.6732546645958778,0.016134072276918203,3.707110965689452
1.2000000000000002,0.04536513524584499,0.16043976457083514,0.0835830563231386,0.17108992080021201,0.3178106578882999,0.2512360797588391,0.5114955443467528,0.37676657962169524,0.5689718395701706,0.15018718240955492,0.31500872025146903,0.6081881412977275,0.013472083658641939,3.5736147057431813
1.25,0.04535274549408862,0.159887550537566,0.08357793090481451,0.1710785940624201,0.3099326801946399,0.2502712605185101,0.5093940058029879,0.3764943022751013,0.5685465267025772,0.1315735903408284,0.2847427254570275,0.5473081593407232,0.011204778378888417,3.449364850010173
1.3,0.045339854966548424,0.15931504522814718,0.08357217196310242,0.17106586883292554,0.3019589627219189,0.2492111321394019,0.5070870806134217,0.3761756619577706,0.5680490473778578,0.11596225903346243,0.25645662801636065,0.4907496823145249,0.009295957490628462,3.3342393526560707
1.35,0.04532646425198353,0.15872250759053674,0.08356573178399543,0.171051640098769,0.29390939257314813,0.24805268059813343,0.5045686851303554,0.37580606265325456,0.5674723089618104,0.10303572275001217,0.23019697612173143,0.4385537736317447,0.007706010319311047,3.227967956464785
1.4000000000000001,0.04531257396172481,0.15811020466786968,0.08355856138758207,0.17103580011095357,0.28580348698063535,0.24679329782849424,0.5018336521572258,0.375380888370014,0.5668092003535637,0.0924799435807035,0.20597080530061113,0.39068344643099767,0.006395103715952554,3.130166964846328
1.4500000000000002,0.04529818472961575,0.15747841137709245,0.0835506105918358,0.17101823852962697,0.27766032049744294,0.24543079968024242,0.49887776645212917,0.37489554821977333,0.5660526623717576,0.08399117198020868,0.18375238188536303,0.3470385976834808,0.005325129461884475,3.0403698234604537
1.5,0.04528329721195114,0.15682741028217656,0.08354182807773239,0.17099884257219547,0.2694984574781878,0.24396343971243337,0.49569779071636644,0.3743455211088998,0.5651957573001215,0.07728114184264996,0.16348952076659495,0.30746964783181757,0.004460802713225476,2.9580534576143527
1.55,0.045267912087413674,0.1561574913622022,0.08353216145559042,0.1709774971641237,0.2613358900918686,0.24238991885903083,0.49229148221517477,0.37372639928174023,0.5642317364075212,0.07208078830583571,0.14510934008823015,0.27178968488511956,0.003770196434852986,2.8826604986387045
1.6,0.04525203005700843,0.15546895177460746,0.08352155733252888,0.17095408509217147,0.25318998205062815,0.2407093910504522,0.48865760028210903,0.3730339300259504,0.5631541043748107,0.06814269038512093,0.12852338162236268,0.23978504251108262,0.0032249123534552142,2.813617658912288
1.6500000000000001,0.0452356518439952,0.1547620956139024,0.08350996138093496,0.17092848715981734,0.2450774181808957,0.2389214649166412,0.4847959050526757,0.37226405493200837,0.5619566796946778,0.06524244132519628,0.11363207431565622,0.21122433324449566,0.0028000263143631594,2.75035059397526
1.7000000000000002,0.04521877819381876,0.15403723366615155,0.08349731840783417,0.1709005823446161,0.23701415990781322,0.237026201734874,0.48070714785603796,0.37141294618874104,0.5606336502553615,0.06317914094830676,0.10032855285722046,0.1858660184556339,0.0024739009712658484,2.692295631787675
1.75,0.04520140987403704,0.1532946831595307,0.08348357242505436,0.17087024795723685,0.22901540667077436,0.23502410981851685,0.47639305376538654,0.370477039490443,0.5591796234693152,0.061775189419117686,0.08850186598315472,0.16346463346520013,0.002227927223144602,2.638908762720912
1.8,0.045183547674247225,0.1525347675112668,0.0834686667200749,0.1708373598019276,0.2210955632377632,0.23291613557120486,0.47185629686765085,0.3694530632259729,0.5575896704587648,0.06087554328536035,0.07803962324093865,0.14377580537622167,0.0020462341206538962,2.5896722770920477
