volume,theta_bin_left_deg,theta_bin_right_deg,theta_bin_center_deg,counts,mean_theta_deg,std_theta_deg,mean_Eprime_keV,std_Eprime_keV,mean_Et_keV,std_Et_keV,mean_qc_keV_c,std_qc_keV_c,mean_Q_keV_c,std_Q_keV_c,mean_Q_au,std_Q_au,mean_Abs_Q_au,std_Abs_Q_au
2,148.0,150.0,149.0,10,148.40265608605213,0.38830123522065074,191.69397427973007,9.825801012419587,470.30602572026993,9.825801012419598,831.3629679499938,8.716560748684206,-126.51908810859473,13.671061238616241,-33.94316868915826,3.6677401388149984,33.94316868915826,3.6677401388149984
2,150.0,152.0,151.0,11,151.04034408720645,0.7249016701094916,194.64526820330232,5.182202813009985,467.35473179669765,5.182202813009985,837.6194683591574,4.984048654711006,-133.66928545001787,7.2417156590786735,-35.86145910801095,1.9428434071864626,35.86145910801095,1.9428434071864626
2,152.0,154.0,153.0,5,153.28728642595576,0.5628343039314356,197.69976156398678,9.56274960016018,464.3002384360132,9.562749600160156,843.2978511733756,9.072296497258158,-140.22976237732456,13.256246881444602,-37.62153640823435,3.5564516849488386,37.62153640823435,3.5564516849488386
2,154.0,156.0,155.0,9,155.11881071831894,0.5721795298112019,190.73971576468102,0.29901134496353626,471.260284235319,0.2990113449635454,838.8761584103275,0.3501190019798591,-132.37128322028556,0.11273000037958548,-35.51322462970922,0.03024376381790886,35.51322462970922,0.03024376381790886
2,156.0,158.0,157.0,4,156.39602821185935,0.3814210423364134,190.08824230450594,0.18774176675814477,471.91175769549403,0.1877417667581584,839.6389014679622,0.2197735673434896,-132.61693330415184,0.07080755149893887,-35.579128853015206,0.018996601231677852,35.579128853015206,0.018996601231677852
2,158.0,160.0,159.0,6,159.25303276094465,0.7171443006461223,183.4269413638116,9.206682313518963,478.57305863618836,9.20668231351897,836.0530465656781,8.79706889204218,-125.44366921992878,13.198785354375115,-33.654649973957255,3.5410356213681218,33.654649973957255,3.5410356213681218
2,160.0,162.0,161.0,8,161.0630962925115,0.5320656686675653,189.10309871501437,3.030171321132347,472.89690128498563,3.0301713211323507,843.099935929699,3.0005908816634426,-134.92058784409912,4.324094114474232,-36.19716472270042,1.1600894232609045,36.19716472270042,1.1600894232609045
2,162.0,164.0,163.0,6,162.93394160633065,0.7439422419912438,175.8223331285158,21.230447891352746,486.17766687148423,21.230447891352743,831.6696427408468,20.436027675458895,-116.68309700139265,31.30722788087045,-31.304320193109543,8.399258428405599,31.304320193109543,8.399258428405599
2,164.0,166.0,165.0,5,164.8246876235891,0.37467587002950886,186.69943457180958,0.11543615540734412,475.3005654281904,0.11543615540731467,843.6034407811796,0.13495969360222335,-133.89620039048071,0.04361878861550695,-35.92233697408923,0.011702265026778999,35.92233697408923,0.011702265026778999
2,166.0,168.0,167.0,5,167.3111765799797,0.3541709644406842,185.98932623803032,0.09292893586382857,476.0106737619697,0.09292893586380734,844.4335556375311,0.108620756390503,-134.16456673571236,0.035126155301344414,-35.99433562870229,0.009423819224587461,35.99433562870229,0.009423819224587461
2,168.0,170.0,169.0,9,168.83074790828675,0.6498802150332076,185.62181684898027,0.1467372733761154,476.3781831510198,0.1467372733761084,844.8630842077414,0.17148796913083708,-134.3034994307758,0.05547806234778328,-36.03160918145608,0.014883929824106778,36.03160918145608,0.014883929824106778
2,170.0,172.0,171.0,5,170.30470402273323,0.32159970187964987,185.30524465313061,0.06227438623813579,476.69475534686933,0.06227438623815962,845.2330385232839,0.07276951191129771,-134.42319552327552,0.023548797533583396,-36.063721843030635,0.006317788240957128,36.063721843030635,0.006317788240957128
2,172.0,174.0,173.0,1,172.37187219119016,,184.94001509421923,,477.05998490578077,,845.6597978982119,,-134.56131626402473,,-36.100777560652446,,36.100777560652446,
2,174.0,176.0,175.0,0,,,,,,,,,,,,,,
2,176.0,178.0,177.0,1,177.26645230997238,,184.42528743089213,,477.5747125691079,,846.2611424484884,,-134.7560205940638,,-36.15301380435153,,36.15301380435153,
2,178.0,180.0,179.0,1,179.76122118677162,,184.35015757235206,,477.64984242764797,,846.3489053904168,,-134.78444427946968,,-36.16063945169789,,36.16063945169789,
