detector_volume,gamma_record_count,all_k_mean_keV,all_k_std_keV,curve_peak_keV,curve_FWHM_keV,curve_resolution_percent,gaussian_mean_keV,gaussian_sigma_keV,gaussian_FWHM_keV,gaussian_resolution_percent
4,668,425.20460530265035,185.7157783003927,642.5,,,635.6526512962827,19.154112954796815,45.10448826821464,7.095775999082726
5,478,382.5884431505306,159.24132259597226,507.5,,,500.00000000000097,20.456401356838782,48.1711430431111,9.6342286086222
