volume,theta_bin_left_deg,theta_bin_right_deg,theta_bin_center_deg,counts,mean_theta_deg,std_theta_deg,mean_Eprime_keV,std_Eprime_keV,mean_Et_keV,std_Et_keV,mean_qc_keV_c,std_qc_keV_c,mean_Q_keV_c,std_Q_keV_c,mean_Q_au,std_Q_au,mean_Abs_Q_au,std_Abs_Q_au
3,0.0,2.0,1.0,3,1.5751811534944575,0.30368462336838953,661.6680706378752,0.11790264803255053,0.33192936212484864,0.11790264803254948,18.19747199455687,3.5076791366785214,-0.003088187598373144,0.001501763706450015,-0.000828514291103441,0.0004029006182492837,0.000828514291103441,0.0004029006182492837
3,2.0,4.0,3.0,7,3.6631548852387423,0.37237331759560094,660.2371644489738,0.340505085446369,1.7628355510261957,0.3405050854463535,42.29669990887531,4.294796375450735,-0.03702316100620361,0.010193429999439523,-0.00993275732718521,0.0027347439755108197,0.00993275732718521,0.0027347439755108197
3,4.0,6.0,5.0,11,5.011045906977343,0.5606502286081758,658.7021289997299,0.727494374487571,3.2978710002701166,0.7274943744875555,57.82648986807894,6.454319732738952,-0.09505719566562987,0.031057578520586344,-0.025502416084657285,0.008332281259379603,0.025502416084657285,0.008332281259379603
3,6.0,8.0,7.0,33,7.024985148865031,0.6463454359121186,642.6018344386351,74.68538848882974,19.39816556136483,74.68538848882974,91.6289530805919,62.67173050427133,8.491428018635998,50.24661830778702,2.2781224395248127,13.480412060961593,2.4109979310356597,13.456558596002168
3,8.0,10.0,9.0,18,8.918672776365694,0.5169570320929957,651.7611347463364,1.164836961318437,10.238865253663542,1.1648369613184386,102.65131221832347,5.904106788613535,-0.5121533899458096,0.0869423670459051,-0.1374030525317541,0.02332532960039092,0.1374030525317541,0.02332532960039092
3,10.0,12.0,11.0,24,10.953082855963878,0.5542167881639691,646.7043188347325,1.504640026074758,15.295681165267487,1.5046400260747517,125.81868663755951,6.291888951335499,-0.9318240452410919,0.13645798336669313,-0.24999437815331194,0.03660962482137404,0.24999437815331194,0.03660962482137404
3,12.0,14.0,13.0,35,13.166435801498336,0.5883175072310822,640.1629743885757,1.858244383286027,21.83702561142428,1.858244383286038,150.8473180679302,6.629092707681256,-1.5832453045991204,0.19827896865013667,-0.42476090567613717,0.05319526548142037,0.42476090567613717,0.05319526548142037
3,14.0,16.0,15.0,27,14.956706702599247,0.5954079842546582,634.1336326297119,2.117559801683586,27.866367370288142,2.117559801683582,170.93161134237513,6.651462404876515,-2.2744564441748953,0.2575242690697281,-0.6102024596834492,0.06908988862679097,0.6102024596834492,0.06908988862679097
3,16.0,18.0,17.0,31,16.950601486108678,0.56996261051085,626.6995686995344,2.232293842897779,35.300431300465604,2.2322938428977683,193.10473309505346,6.304841068929919,-3.2294457714373075,0.303093494185435,-0.8664117346332564,0.08131542643503886,0.8664117346332564,0.08131542643503886
3,18.0,20.0,19.0,42,19.063515816398528,0.5761015998775012,606.3767333778081,75.51676316772864,55.62326662219179,75.51676316772864,224.17683681353867,50.55098317942968,1.1670472810406025,36.539855466715466,0.31310123492657116,9.803093719104428,2.6549291899376204,9.432947715885723
3,20.0,22.0,21.0,41,20.889537473613842,0.5279082197286555,610.0327259452528,2.3925144983229183,51.967274054747286,2.3925144983229174,236.188268050336,5.702459036831059,-5.719710152176606,0.38843405631691946,-1.5345122182810997,0.10421101586554615,1.5345122182810997,0.10421101586554615
3,22.0,24.0,23.0,45,22.93961232447561,0.5874363193180514,600.4585321715408,2.8198486019995572,61.54146782845917,2.819848601999534,258.1707791241814,6.252243857520282,-7.338312026951418,0.4946125541374953,-1.9687587600275305,0.13269711007128215,1.9687587600275305,0.13269711007128215
3,24.0,26.0,25.0,50,25.20026702874195,0.5621266317955769,589.3196982968632,2.8348127464219837,72.6803017031368,2.834812746421993,282.0204573357493,5.879160479342903,-9.368357537782334,0.53453510886371,-2.5133894418552263,0.14340773113117247,2.5133894418552263,0.14340773113117247
3,26.0,28.0,27.0,54,27.000346553767198,0.5660560393539984,576.0347969033136,30.502333182014766,85.9652030966864,30.502333182014784,302.0698770277514,12.796875866901907,-7.001512474878041,30.453998546941758,-1.8784005051478627,8.170349829355139,3.990953747571448,7.356720973315291
3,28.0,30.0,29.0,46,29.04277316575762,0.5305509096633337,562.4080400855784,38.22907445890738,99.5919599144216,38.22907445890738,323.57931477752066,15.077911145653779,-6.3419428468570604,35.80952012750559,-1.7014478928515633,9.607155730702424,5.144657739130349,8.25839135906444
3,30.0,32.0,31.0,51,30.916640647023108,0.6129667840595298,552.8610573707856,50.586669589407364,109.1389426292144,50.586669589407364,343.2244780965453,23.506158577401294,-12.042081265218783,33.568946847365325,-3.230709309278577,9.006043614379358,5.514340722847749,7.793519179303627
3,32.0,34.0,33.0,46,32.97916232645507,0.6252877145349439,547.668099532306,3.487763069003983,114.33190046769396,3.4877630690039636,360.40932530033353,6.045604354668565,-18.137958704765996,0.8028105553423543,-4.866141553790061,0.21538199897578325,4.866141553790061,0.21538199897578325
3,34.0,36.0,35.0,44,34.87458653003196,0.5284614217138978,537.044738106845,2.977179858150771,124.95526189315501,2.9771798581507727,378.5526281383541,4.995986503867394,-20.6253031423812,0.7111702635949356,-5.533458660609114,0.19079628682745933,5.533458660609114,0.19079628682745933
3,36.0,38.0,37.0,49,37.05435358293482,0.5922690851435427,524.7256166220012,3.355744642585344,137.27438337799876,3.3557446425853437,398.89879309675763,5.4560495956415425,-23.623020874229844,0.8314548720180541,-6.337701247050164,0.2230668383738857,6.337701247050164,0.2230668383738857
3,38.0,40.0,39.0,61,39.05427498439328,0.566295584744612,506.1300095338786,56.85669750099763,155.8699904661214,56.85669750099766,420.21033935385105,25.135388554471938,-22.898536360232693,27.956511143066887,-6.143332947065417,7.500311517223059,7.830244459754616,5.6823951327194315
3,40.0,42.0,41.0,61,41.02900224839878,0.5412202228967807,496.67004482408896,42.6228597179229,165.32995517591107,42.62285971792289,436.4665543042088,14.628551542484615,-25.788189466268832,28.26946184017577,-6.918583419524929,7.584271482965453,8.601300391807262,5.565100403274393
3,42.0,44.0,43.0,50,42.9883608185266,0.5829954437376448,489.3089426511452,13.160269828558198,172.69105734885486,13.160269828558164,451.5803271962157,4.975981044504735,-30.4145224578125,13.665245770940489,-8.159758988300762,3.6661799362931835,8.84746793502125,1.2272566489312537
3,44.0,46.0,45.0,50,45.02792626481223,0.5796173936653336,479.753536735862,3.223633104317229,182.24646326413801,3.2236331043172526,468.4625204878852,4.771557233838107,-35.45170778664565,0.8928450193153729,-9.511160060590992,0.23953689168138811,9.511160060590992,0.23953689168138811
3,46.0,48.0,47.0,44,46.95616497619855,0.5988773640273699,469.09551589605184,3.2889137841875455,192.90448410394814,3.288913784187542,484.0953695512983,4.781860411426574,-38.43663537692556,0.9309890124316236,-10.311971244392995,0.24977035140812667,10.311971244392995,0.24977035140812667
3,48.0,50.0,49.0,38,48.98074755726561,0.5440684238062652,458.0595199971074,2.9438800196359582,203.94048000289263,2.943880019635951,500.00960481346414,4.212577770954144,-41.59237138015275,0.8497826185547744,-11.158607756695789,0.22798389714887474,11.158607756695789,0.22798389714887474
3,50.0,52.0,51.0,41,50.887990130032534,0.5526352379436964,447.8345612373653,2.9359642279414975,214.16543876263472,2.935964227941497,514.524207369005,4.136880534160063,-44.5734660353734,0.8638757678013985,-11.958390621662776,0.23176487715269115,11.958390621662776,0.23176487715269115
3,52.0,54.0,53.0,38,53.07431919338949,0.6089602476833506,436.3424103492254,3.166871016992359,225.65758965077455,3.16687101699236,530.5976289459996,4.398043101788971,-47.98642657387683,0.9488577715859983,-12.874036608523097,0.2545642707708895,12.874036608523097,0.2545642707708895
3,54.0,56.0,55.0,54,55.034948055415434,0.5898918870321003,421.02242288836925,39.24702929806921,240.9775771116308,39.24702929806921,545.336346758161,8.038375437502026,-47.2602801573159,27.53211035772018,-12.67922244507292,7.386451168842503,14.181695604684265,3.6661129789143336
3,56.0,58.0,57.0,40,56.995179481627886,0.5176672937365991,417.5695542496154,7.333531337538083,244.43044575038456,7.3335313375380915,558.1196084898331,3.830642509925053,-55.25097914778287,7.763692419372736,-14.82300681652605,2.082881922254435,14.82300681652605,2.082881922254435
3,58.0,60.0,59.0,42,59.002197767105656,0.5138832577288956,394.5039155841747,49.86974406929591,267.49608441582535,49.86974406929593,572.1087504355239,6.982502205961037,-47.46935088414965,38.130483789479115,-12.73531297698374,10.229835377524996,15.735518682046052,4.140990926264384
