tree_entry,vector_index,vlm,pdg,pro,stp,E0_keV,k,Eprime_keV,Et_keV,px,py,pz,p_magnitude,cos_theta,theta_rad,theta_deg,Eprime_free_keV,Et_free_keV,Eprime_difference_keV,qc_keV_c,Q_keV_c,Abs_Q_keV_c,Q_au,Abs_Q_au,de,x,y,z
448,3,3,22,2013,3,662.0,463.3133950730688,463.3133950730688,198.68660492693118,-0.7178921368281129,-0.6689788702005378,0.19260880329200422,1.0,0.6689788702005378,0.8379622033341523,48.011697642530244,463.3134059579941,198.68659404200588,-1.0884925302434567e-05,492.47704928850766,-40.079381505690684,40.079381505690684,-10.752695326392985,10.752695326392985,0.0,0.0,0.5656593545114241,0.0
500,3,3,22,2013,3,662.0,526.7200248800656,526.7200248800656,135.27997511993442,-0.27337199412002405,-0.8017488709531866,0.5314757762646687,1.0,0.8017488709531866,0.6405806336069332,36.70256674349341,526.7200333055591,135.27996669444087,-8.425493547292717e-06,395.6722271409472,-23.126036641855315,23.126036641855315,-6.20436785137424,6.20436785137424,0.0,0.0,-2.1401192498551405,0.0
544,3,3,22,2013,3,662.0,191.08806965783558,191.08806965783558,470.9119303421644,-0.42935087152541684,0.9022522404330757,-0.039984043740726276,1.0,-0.9022522404330757,2.6957607193500652,154.45571179590954,191.0880802981702,470.9119197018298,-1.0640334636491389e-05,838.4682536389003,-132.23995512245864,132.23995512245864,-35.47799127603267,35.47799127603267,0.0,0.0,1.7045745563093218,0.0
578,3,3,22,2013,3,662.0,373.05727971362234,373.05727971362234,288.94272028637766,-0.45632952219162287,-0.40214175570769073,0.7937539766783541,1.0,0.40214175570769073,1.1569414386630033,66.28786157918368,373.05729245948646,288.94270754051354,-1.274586412591816e-05,615.4565182399481,-67.82597146734967,67.82597146734967,-18.196688147532495,18.196688147532495,0.0,0.0,0.9003050986364174,0.0
590,3,3,22,2013,3,662.0,194.3167128797953,194.3167128797953,467.6832871202047,0.40522437149054047,0.8578201954936908,-0.316129278861137,1.0,-0.8578201954936908,2.601809589020999,149.0727085475705,194.3167236257257,467.6832763742743,-1.0745930410394067e-05,834.6849447179715,-131.0240594496418,131.0240594496418,-35.1517847521964,35.1517847521964,0.0,0.0,-0.3792379692131256,0.0
601,3,3,22,2013,3,662.0,243.90100642719696,243.90100642719696,418.098993572803,-0.810441604285186,0.3232061601898275,-0.48859204256618993,0.9999999999999999,-0.32320616018982756,1.8999118615551767,108.85693111395518,243.90101848518174,418.09898151481826,-1.2057984775992736e-05,775.9529807934173,-112.64003058531343,112.64003058531343,-30.219626275108364,30.219626275108364,0.0,0.0,-2.4190479805278615,0.0
628,3,3,22,2013,3,662.0,629.6105565814886,629.6105565814886,32.389443418511405,-0.2303697580121121,-0.9602905869001316,0.15739048034885,1.0,0.9602905869001316,0.28275444569176766,16.20063637669933,629.6105589928231,32.389441007176856,-2.41133454892406e-06,184.79993671452635,-2.8384031738767623,2.8384031738767623,-0.7615008863804501,0.7615008863804501,0.0,0.0,-0.4543199883903859,0.0
651,4,3,22,2013,4,662.0,355.3356834606011,355.3356834606011,306.6643165393989,-0.7986071674247791,-0.3422203538866645,0.49508769074120285,0.9999999999999999,0.34222035388666455,1.221517408503845,69.987792109028,357.4215597813802,304.5784402186198,-2.085876320779107,635.2203862558356,-70.91605807698869,70.91605807698869,-19.025711914800393,19.025711914800393,0.0,-0.7978195735178923,0.8505724455691517,-0.754591811914856
658,3,3,22,2013,3,662.0,600.3872486728618,600.3872486728618,61.6127513271382,0.16147342241451418,-0.9207861490014397,-0.35507633216090617,0.9999999999999999,0.9207861490014398,0.40070519534481397,22.958716522223042,600.387253046915,61.61274695308498,-4.374053219180496e-06,258.3877486775195,-7.345793708310226,7.345793708310226,-1.9707659826232435,1.9707659826232435,0.0,0.0,2.219686102655286,0.0
698,3,3,22,2013,3,662.0,268.8017302756189,268.8017302756189,393.1982697243811,0.07977742232986693,0.12912369789878952,-0.9884142013990614,1.0,-0.12912369789878952,1.700281555532665,97.41895711596021,268.8017427731916,393.1982572268084,-1.2497572697611758e-05,745.9575415533625,-103.62845017723156,103.62845017723156,-27.801954771778448,27.801954771778448,0.0,0.0,2.3883941745558794,0.0
708,3,3,22,2013,3,662.0,315.24804175206174,315.24804175206174,346.75195824793826,0.6062442415536913,-0.15095930018817694,-0.7808195753627628,0.9999999999999998,0.15095930018817696,1.4192577045237071,81.31747651063367,315.24805467773973,346.75194532226027,-1.2925677992825513e-05,688.9242817312391,-87.26422917368562,87.26422917368562,-23.411680368968447,23.411680368968447,0.0,0.0,-1.1837245184903207,0.0
725,3,3,22,2013,3,662.0,281.1951916071991,281.1951916071991,380.8048083928009,0.910172869511468,0.04533746977645858,-0.4117400410933201,1.0,-0.04533746977645858,1.6161493427123332,92.59853640025877,281.19520426890807,380.80479573109193,-1.2661708979067043e-05,730.8857544911093,-99.2031044110719,99.2031044110719,-26.614701053037763,26.614701053037763,0.0,0.0,1.0199435167025495,0.0
748,3,3,22,2013,3,662.0,314.2971024927376,314.2971024927376,347.7028975072624,0.40205449427008494,-0.14605496689735964,-0.9038916584867002,1.0,0.14605496689735964,1.4242170355336554,81.60162524671205,314.2971154147662,347.7028845852338,-1.292202858849123e-05,690.1078960532558,-87.59302553276702,87.59302553276702,-23.499891487523946,23.499891487523946,0.0,0.0,2.3669407398109152,0.0
749,3,3,22,2013,3,662.0,231.2784124658464,231.2784124658464,430.7215875341536,0.47455376840570906,0.4375518755932406,0.7637716131519802,1.0,-0.4375518755932406,2.0236706119971104,115.9477851920908,231.27842424499102,430.721575755009,-1.1779144614365578e-05,791.0231409097876,-117.26651340240133,117.26651340240133,-31.460842039824577,31.460842039824577,0.0,0.0,-2.4379936307100616,0.0
783,3,3,22,2013,3,662.0,186.43360308944332,186.43360308944332,475.5663969105567,0.24700273133394524,0.9690146684500505,0.0004722734479681961,1.0,-0.9690146684500505,2.8920062671048274,165.69975343049046,186.43361357321058,475.56638642678945,-1.0483767255209386e-05,843.9142247754405,-133.996651072778,133.996651072778,-35.94928638152751,35.94928638152751,0.0,0.0,2.4974908034820795,0.0
841,3,3,22,2013,3,662.0,660.8014590639231,660.8014590639231,1.1985409360769381,-0.008801272829819769,-0.9985999489778572,-0.05216013322448582,1.0,0.9985999489778572,0.052922166143196364,3.032216762695289,660.8014591575727,1.1985408424272919,-9.364964626001893e-08,35.01917652125591,-0.02050882737554065,0.02050882737554065,-0.005502209963980235,0.005502209963980235,0.0,0.0,-1.7112227596929914,0.0
872,4,3,22,2013,4,662.0,210.72054189463765,210.72054189463765,451.2794581053623,-0.43611377799691775,0.6765861063769569,0.5933262283928835,0.9999999999999999,-0.676586106376957,2.313912875335306,132.57744191769405,208.69981092567423,453.3001890743258,2.02073096896342,819.3964908553886,-128.26754390287266,128.26754390287266,-34.41225308470632,34.41225308470632,0.0,-2.1080204487870318,0.3900798490211692,-1.0319792086844122
917,3,3,22,2013,3,662.0,270.2222725152849,270.2222725152849,391.7777274847151,-0.9301673583620618,0.1191301218023022,0.34727035507960147,1.0,-0.1191301218023022,1.690210045688074,96.84190210854068,270.2222850335141,391.7777149664859,-1.2518229198121844e-05,744.2350241469562,-103.11914343644317,103.11914343644317,-27.66531543240645,27.66531543240645,0.0,0.0,-0.3045103190266394,0.0
925,3,3,22,2013,3,662.0,423.6978919136729,423.6978919136729,238.3021080863271,0.6904268062051011,-0.5658562378702743,-0.45068563693191194,0.9999999999999999,0.5658562378702744,0.9693249543022278,55.53822885822904,423.69790385262456,238.30209614737544,-1.1938951672618714e-05,548.0256651690851,-51.81132861423362,51.81132861423362,-13.900200305370962,13.900200305370962,0.0,0.0,1.792917304047633,0.0
943,3,3,22,2013,3,662.0,423.29627450567733,423.29627450567733,238.70372549432267,-0.6223798852818607,-0.5647119593300292,0.5419812555671804,1.0,0.5647119593300292,0.970712133243728,55.61770835700643,423.29628645341427,238.70371354658573,-1.194773693669049e-05,548.5746582243341,-51.93408829074052,51.93408829074052,-13.933134880463092,13.933134880463092,0.0,0.0,-1.1276625889382368,0.0
1016,3,3,22,2013,3,662.0,431.369762344621,431.369762344621,230.630237655379,0.39363241597834714,-0.5873056419511999,-0.7071955910661055,1.0,0.5873056419511999,0.9430704994799468,54.03395940349545,431.3697741084296,230.63022589157038,-1.1763808629439154e-05,537.4885176734996,-49.480394763398806,49.480394763398806,-13.274845806813044,13.274845806813044,0.0,0.0,-2.118700043419288,0.0
1032,3,3,22,2013,3,662.0,539.8907610182955,539.8907610182955,122.1092389817045,0.16541360449835146,-0.825415930183176,-0.5397470533932587,1.0,0.825415930183176,0.5998577442743249,34.36931705515664,539.8907688136599,122.10923118634014,-7.795364354024059e-06,373.77271474233095,-19.94615429089144,19.94615429089144,-5.351253237097221,5.351253237097221,0.0,0.0,-0.1545399935023073,0.0
1069,3,3,22,2013,3,662.0,587.0958122734849,587.0958122734849,74.90418772651515,0.38482534502815874,-0.9015174918778017,0.19792843570926405,1.0,0.9015174918778017,0.44753283653072545,25.641742726728758,587.0958174734099,74.90418252659015,-5.199924999033101e-06,286.64011216914173,-9.786891485939638,9.786891485939638,-2.6256758060459724,2.6256758060459724,0.0,0.0,-1.7381656551507803,0.0
1079,3,3,22,2013,3,662.0,289.4118474956678,289.4118474956678,372.5881525043322,-0.9871789313528856,-0.006255541577993684,-0.1594949080458079,1.0,0.006255541577993684,1.5645407444177504,89.64158153139311,289.41186024617207,372.58813975382793,-1.2750504254199768e-05,720.8371598383691,-96.29213733283865,96.29213733283865,-25.833732362366767,25.833732362366767,0.0,0.0,1.6442190453903098,0.0
1098,3,3,22,2013,3,662.0,378.45712411443736,378.45712411443736,283.54287588556264,-0.33167533379005404,-0.42168555596601354,-0.8439032911684196,1.0,0.42168555596601354,1.135492894119129,65.05895050012134,378.4571368031462,283.5428631968538,-1.2688708864061482e-05,608.4215343797679,-66.06976844103868,66.06976844103868,-17.725525286136286,17.725525286136286,0.0,0.0,0.8587911952577723,0.0
1117,3,3,22,2013,3,662.0,593.1735046399172,593.1735046399172,68.82649536008284,0.17332355280920145,-0.9104355019959278,-0.37558772976099575,0.9999999999999999,0.9104355019959279,0.4264606571865581,24.434395785165222,593.1735094673851,68.82649053261491,-4.827467932955187e-06,274.002946480136,-8.64421536024486,8.64421536024486,-2.3191129855944017,2.3191129855944017,0.0,0.0,-0.5303021582398473,0.0
1150,3,3,22,2013,3,662.0,599.3820728623701,599.3820728623701,62.61792713762986,0.3706671827378569,-0.9193588111160601,-0.131853009311296,1.0,0.9193588111160601,0.4043487394296303,23.167476220752874,599.3820773003409,62.61792269965906,-4.4379708015185315e-06,260.6077317091534,-7.522800194499468,7.522800194499468,-2.0182541609654683,2.0182541609654683,0.0,0.0,-0.430726298695308,0.0
1153,3,3,22,2013,3,662.0,579.4054424341107,579.4054424341107,82.59455756588932,0.40297729770071244,-0.8899650006623403,0.2134750456936641,1.0,0.8899650006623403,0.4735279111010569,27.131150787736605,579.405448092802,82.59455190719802,-5.658691293319862e-06,302.0485370196458,-11.292645876143805,11.292645876143805,-3.029647064732816,3.029647064732816,0.0,0.0,-1.3493194333492782,0.0
1199,3,3,22,2013,3,662.0,274.0081487300994,274.0081487300994,387.9918512699006,-0.8851192822152482,0.0930023867669465,-0.4559763286689509,1.0,-0.0930023867669465,1.663933307919479,95.33635593502818,274.00816130104937,387.99183869895063,-1.2570949991186353e-05,739.6380890864446,-101.76439520470836,101.76439520470836,-27.301856855139096,27.301856855139096,0.0,0.0,-0.859222503675332,0.0
1255,3,3,22,2013,3,662.0,484.1486040588972,484.1486040588972,177.8513959411028,-0.6969912762108975,-0.7164428657109562,-0.030212266677247662,1.0,0.7164428657109562,0.7721062180478223,44.23842762994789,484.14861424054254,177.85138575945746,-1.0181645336615475e-05,461.9468129275955,-34.23673886786305,34.23673886786305,-9.185202170925168,9.185202170925168,0.0,0.0,-0.7551889215422438,0.0
1293,3,3,22,2013,3,662.0,348.6944835876066,348.6944835876066,313.3055164123934,0.9484385466306294,-0.3064385448215222,0.0809922311882262,0.9999999999999999,0.3064385448215223,1.2593470139765064,72.15526884325651,348.69449650560216,313.30550349439784,-1.2917995547923056e-05,646.805922500619,-75.88081535377502,75.88081535377502,-20.357681629931754,20.357681629931754,0.0,0.0,1.0448964790884425,0.0
1323,3,3,22,2013,3,662.0,319.6884017908264,319.6884017908264,342.3115982091736,-0.9756142902758739,-0.1734736226147937,0.13447549541237266,1.0,0.1734736226147937,1.3964406466718422,80.01015539481597,319.68841473071416,342.31158526928584,-1.2939887767515756e-05,683.3878381995174,-85.73257843767799,85.73257843767799,-23.000761510143313,23.000761510143313,0.0,0.0,-1.6016148443725156,0.0
1343,3,3,22,2013,3,662.0,197.48988686818916,197.48988686818916,464.51011313181084,-0.03497785614175712,0.8155670696551875,-0.5776044533015453,1.0,-0.8155670696551875,2.5245048121181957,144.64347109483944,197.48989771549918,464.5101022845008,-1.084731002265471e-05,830.9620738580021,-129.83120098318122,129.83120098318122,-34.83175876438174,34.83175876438174,0.0,0.0,2.313914172186552,0.0
1385,3,3,22,2013,3,662.0,309.70769403250983,309.70769403250983,352.29230596749017,0.8955355654366015,-0.12196233119942657,0.4279500447558659,0.9999999999999999,0.12196233119942658,1.4485295924999209,82.99463215005045,309.7077069339195,352.2922930660805,-1.2901409661481011e-05,695.8102022429964,-89.18368849754559,89.18368849754559,-23.926642439876154,23.926642439876154,0.0,0.0,0.19065562719807216,0.0
1398,3,3,22,2013,3,662.0,508.02655065405565,508.02655065405565,153.97344934594435,0.6421519958641314,-0.7660508814546741,-0.028405302854032144,0.9999999999999999,0.7660508814546743,0.6981216844657012,39.999426106448446,508.02655990347034,153.97344009652966,-9.249414688383695e-06,425.5212717043927,-27.85737442766643,27.85737442766643,-7.473714627343181,7.473714627343181,0.0,0.0,-0.5263523760209083,0.0
1400,3,3,22,2013,3,662.0,304.2717215338543,304.2717215338543,357.7282784661457,-0.35144873869979887,-0.09248530697391044,-0.931627743286052,1.0,0.09248530697391044,1.4781786637294252,84.6933987979838,304.27173440439753,357.72826559560247,-1.2870543230292242e-05,702.5432669658902,-91.07588002996488,91.07588002996488,-24.43428897240552,24.43428897240552,0.0,0.0,2.3127024643688427,0.0
1407,3,3,22,2013,3,662.0,184.8594710048281,184.8594710048281,477.1405289951719,-0.035641215611625574,0.9923543671777002,-0.1181630809223921,1.0,-0.9923543671777002,3.0178558736760093,172.91040474040105,184.85948143448525,477.14051856551475,-1.04296571521445e-05,845.7539032582143,-134.5917798082234,134.5917798082234,-36.108950471436614,36.108950471436614,0.0,0.0,-2.4278600631456397,0.0
1445,3,3,22,2013,3,662.0,363.5319775228697,363.5319775228697,298.4680224771303,-0.9265558373735823,-0.36625116565425786,-0.08575758791988754,1.0,0.36625116565425786,1.1958192855915322,68.51539812474405,363.5319903527451,298.4680096472549,-1.282987540207614e-05,627.7872480010619,-70.95010041030345,70.95010041030345,-19.03484496088498,19.03484496088498,0.0,0.0,-1.7150762843829979,0.0
1457,3,3,22,2013,3,662.0,271.0121985462654,271.0121985462654,390.9878014537346,-0.5386582548559014,0.11361828413930808,0.8348282278318302,0.9999999999999999,-0.11361828413930809,1.6846604938949237,96.52393621260391,271.01221107577464,390.98778892422536,-1.2529509263004002e-05,743.276625233119,-102.83616113896669,102.83616113896669,-27.589395537607295,27.589395537607295,0.0,0.0,1.9174955934604845,0.0
1464,3,3,22,2013,3,662.0,206.01614302153874,206.01614302153874,455.9838569784613,0.14721318628579272,0.7084811830981275,-0.6902048181369513,1.0,-0.7084811830981275,2.3581400819062646,135.11147419386322,206.01615412945864,455.98384587054136,-1.110791990299731e-05,820.9359205273777,-126.63670583002049,126.63670583002049,-33.97472375502913,33.97472375502913,0.0,0.0,0.679430224817323,0.0
1487,3,3,22,2013,3,662.0,374.7980723500541,374.7980723500541,287.2019276499459,0.8063024080420521,-0.40850376277260536,-0.427786281437602,1.0,0.40850376277260536,1.1499821180997205,65.88912188262898,374.7980850782458,287.2019149217542,-1.2728191677524592e-05,613.1922139132943,-67.25862005266265,67.25862005266265,-18.044476295055144,18.044476295055144,0.0,0.0,-1.4443482433320396,0.0
1487,4,3,22,2013,4,662.0,256.18731068601426,256.18731068601426,405.81268931398574,0.6910029948396136,0.6892570306476073,-0.21780635166479462,0.9999999999999999,-0.6892570306476075,2.3312594100472954,133.5713251458682,207.62534976773205,454.374650232268,48.56196091828221,858.8750831446649,-187.99398102932105,187.99398102932105,-50.43595797297862,50.43595797297862,0.0,0.11041725591607077,-1.5002898653176062,-0.05858222280345276
1502,3,3,22,2013,3,662.0,403.07526624481284,403.07526624481284,258.92473375518716,-0.4170129460685827,-0.5041510782927534,0.7562617887130458,1.0,0.5041510782927534,1.0423976295809165,59.724984749427854,403.07527858556676,258.92472141443324,-1.2340753926309844e-05,575.901494347841,-58.2061322068067,58.2061322068067,-15.615829941354704,15.615829941354704,0.0,0.0,-0.003980221159764152,0.0
1531,3,3,22,2013,3,662.0,568.5507224829487,568.5507224829487,93.44927751705131,-0.0864753846869311,-0.8731271438891691,0.4797613974124944,0.9999999999999999,0.8731271438891692,0.5092156440154354,29.175907264120603,568.5507287653717,93.44927123462833,-6.2824229871694115e-06,322.8586770886919,-13.52412156188944,13.52412156188944,-3.628318433293477,3.628318433293477,0.0,0.0,-1.747496702267778,0.0
1534,3,3,22,2013,3,662.0,193.32034855823417,193.32034855823417,468.6796514417658,-0.1521568232260528,0.8713736629308262,-0.4664292451125579,1.0,-0.8713736629308262,2.6287915752520754,150.61866248149127,193.32035927184057,468.6796407281594,-1.0713606400258868e-05,835.8529761431848,-131.39905249531245,131.39905249531245,-35.25238974703745,35.25238974703745,0.0,0.0,-0.4401892973121617,0.0
1599,3,3,22,2013,3,662.0,188.72832854922893,188.72832854922893,473.27167145077107,-0.18588890629490964,0.9356881902854166,0.2998881876247951,1.0,-0.9356881902854166,2.781000871657635,159.33961276818562,188.72833911082668,473.2716608891733,-1.0561597747482665e-05,841.2304627676358,-133.13000839220797,133.13000839220797,-35.716779183289056,35.716779183289056,0.0,0.0,2.390540430185366,0.0
1611,3,3,22,2013,3,662.0,187.12882412217763,187.12882412217763,474.87117587782234,-0.04877832621135458,0.9588316156730219,-0.2797545489851436,1.0,-0.9588316156730219,2.853655161524539,163.5023969410793,187.12883462965627,474.87116537034376,-1.050747863473589e-05,843.1013819272015,-133.73397347210314,133.73397347210314,-35.87881393152915,35.87881393152915,0.0,0.0,-2.3640546996888023,0.0
1622,3,3,22,2013,3,662.0,208.18817700125098,208.18817700125098,453.811822998749,0.44752142544134993,0.6826032685505323,-0.5777346722632043,1.0,-0.6826032685505323,2.322115332450663,133.04740809204105,208.18818817281263,453.8118118271874,-1.1171561652645323e-05,818.3763587056967,-125.82544216832862,125.82544216832862,-33.75707391474135,33.75707391474135,0.0,0.0,1.7286479757745354,0.0
1624,3,3,22,2013,3,662.0,363.7296406001904,363.7296406001904,298.2703593998096,-0.7839069622866628,-0.3670150440261154,-0.5007892090860238,1.0,0.3670150440261154,1.1949982337427651,68.46835531904829,363.7296534285404,298.2703465714596,-1.2828350008931011e-05,627.5323612163069,-70.88493672455961,70.88493672455961,-19.017362523960426,19.017362523960426,0.0,0.0,-0.29857763033503026,0.0
1641,3,3,22,2013,3,662.0,446.3957810567697,446.3957810567697,215.6042189432303,-0.7734805804721406,-0.627180038037321,-0.09150405193205839,0.9999999999999999,0.6271800380373211,0.8928689773481873,51.15762406021303,446.39579243721727,215.60420756278273,-1.1380447574538266e-05,516.5580518866242,-44.995099590457485,44.995099590457485,-12.071508563778709,12.071508563778709,0.0,0.0,-0.06172990126167566,0.0
1669,3,3,22,2013,3,662.0,205.54192584556418,205.54192584556418,456.45807415443585,-0.1209751285914651,0.7142038119500662,0.6894040420959779,1.0,-0.7142038119500662,2.3662822595574813,135.5779866093237,205.54193693944083,456.4580630605592,-1.1093876651102619e-05,821.4944492618365,-126.81396516516286,126.81396516516286,-34.02227976894302,34.02227976894302,0.0,0.0,2.3302736748334523,0.0
1676,3,3,22,2013,3,662.0,562.462864883418,562.462864883418,99.53713511658202,0.04025768859225016,-0.8633991925670894,-0.5029126691421756,1.0,0.8633991925670894,0.5288275447548616,30.299586404719225,562.4628715034637,99.5371284965363,-6.620045724048396e-06,334.1173092873357,-14.826578912326926,14.826578912326926,-3.977748153482319,3.977748153482319,0.0,0.0,1.319219609622975,0.0
1685,3,3,22,2013,3,662.0,597.2709056333163,597.2709056333163,64.72909436668374,0.20351897732316834,-0.9163453367574615,0.34480610445899323,1.0,0.9163453367574615,0.41194114541428645,23.60248904002354,597.2709102047548,64.72908979524516,-4.57143858056952e-06,265.22226337707036,-7.89875334343009,7.89875334343009,-2.119116737072713,2.119116737072713,0.0,0.0,-0.5218054550675286,0.0
1696,3,3,22,2013,3,662.0,416.90387375148134,416.90387375148134,245.09612624851866,0.8375437359464482,-0.5462020798449297,0.013556487374662597,1.0,0.5462020798449297,0.9929728260677247,56.8931521048586,416.90388583391405,245.09611416608595,-1.2082432704119128e-05,557.2789407634749,-53.89768668814275,53.89768668814275,-14.459938801019147,14.459938801019147,0.0,0.0,1.6402064302233894,0.0
1696,4,3,22,2013,4,662.0,400.95682380691363,400.95682380691363,261.04317619308637,0.6583345662289319,-0.7360021603705179,-0.157785990626844,1.0,0.7360021603705179,0.7436504931145215,42.60803468828457,493.29004611012283,168.70995388987717,-92.3332223032092,456.38934840121925,64.08381434567512,64.08381434567512,17.19272366801215,17.19272366801215,0.0,1.2017774211577328,0.8564702517117513,0.019451975745086426
1716,3,3,22,2013,3,662.0,192.07502870001696,192.07502870001696,469.92497129998304,0.3891363451576073,0.8885113579945889,-0.2431470164159762,0.9999999999999999,-0.888511357994589,2.664886979397253,152.68677679882896,192.0750393728926,469.9249606271074,-1.0672875646378088e-05,837.3122326130408,-131.8680370691223,131.8680370691223,-35.378211255391804,35.378211255391804,0.0,0.0,-2.0083930964004573,0.0
1720,3,3,22,2013,3,662.0,304.4539361124747,304.4539361124747,357.5460638875253,0.8448713504385094,-0.09349043159161818,-0.5267370695223781,1.0,0.09349043159161818,1.4771691651545777,84.63555879022057,304.45394898416583,357.54605101583417,-1.2871691126292717e-05,702.3179377205838,-91.01231246683447,91.01231246683447,-24.417234751174945,24.417234751174945,0.0,0.0,0.445889256917805,0.0
1729,3,3,22,2013,3,662.0,221.16171516071338,221.16171516071338,440.83828483928664,0.7271885534664726,0.5386198781742233,0.425541342930301,1.0,-0.5386198781742233,2.139594545179766,122.58973730801353,221.1617266891727,440.8382733108273,-1.1528459310738981e-05,803.0405714895942,-121.0015813724671,121.0015813724671,-32.46290460657811,32.46290460657811,0.0,0.0,0.5682251597892229,0.0
1764,3,3,22,2013,3,662.0,387.8058242658159,387.8058242658159,274.1941757341841,-0.3253541736427467,-0.4542347464701635,0.829346403375834,0.9999999999999999,0.45423474647016354,1.0992832850921377,62.98429272505594,387.80583683926886,274.19416316073114,-1.2573452977449051e-05,596.1613002062292,-63.05543822201043,63.05543822201043,-16.916825819210928,16.916825819210928,0.0,0.0,1.3368721947506907,0.0
1799,3,3,22,2013,3,662.0,641.0315087795145,641.0315087795145,20.968491220485475,-0.16539238891254518,-0.9747506740151392,0.15002160243389387,0.9999999999999999,0.9747506740151393,0.2251945914852513,12.902699661277605,641.0315103688977,20.96848963110233,-1.5893831459834473e-06,147.88316313931335,-1.486565262909545,1.486565262909545,-0.3988231044083364,0.3988231044083364,0.0,0.0,2.4482103101956487,0.0
