tree_entry,vector_index,vlm,pdg,pro,stp,E0_keV,k,Eprime_keV,Et_keV,px,py,pz,p_magnitude,cos_theta,theta_rad,theta_deg,Eprime_free_keV,Et_free_keV,Eprime_difference_keV,qc_keV_c,Q_keV_c,Abs_Q_keV_c,Q_au,Abs_Q_au,de,x,y,z
260,2,2,22,2013,2,662.0,314.58624373870794,314.58624373870794,347.41375626129206,-0.6618493898592782,-0.14754930860109372,0.7349725074274822,1.0,0.14754930860109372,1.4227063264707247,81.51506799333396,314.5862566618688,347.4137433381312,-1.2923160852551518e-05,689.7480841413279,-87.49302319319645,87.49302319319645,-23.473062363696872,23.473062363696872,0.0,0.0,3.7408884143693895,0.0
373,4,2,22,2013,4,662.0,647.389362336889,647.389362336889,14.610637663110992,-0.1443724691903752,-0.982579300238045,-0.11702353986949791,0.9999999999999999,0.9825793002380451,0.18693055494978064,10.710331860660752,647.3893634553395,14.610636544660451,-1.1184505410710699e-06,123.06709785085519,-0.8672893397158352,0.8672893397158352,-0.23268068716252038,0.23268068716252038,0.0,0.0,-8.56621812001027,0.0
396,4,2,22,2013,4,662.0,575.9961546978486,575.9961546978486,86.00384530215138,-0.3826582051777876,-0.8847448687753852,0.26608121915261257,1.0,0.8847448687753852,0.4848500035063085,27.779858897814645,575.9961605554449,86.00383944455507,-5.857596306668711e-06,308.69467733858403,-11.980534601728964,11.980534601728964,-3.214197265030387,3.214197265030387,0.0,0.0,-5.912004193742952,0.0
486,4,2,22,2013,4,662.0,205.3929355824788,205.3929355824788,456.6070644175212,-0.4409781607055978,0.7160072114183444,-0.5411764360886697,0.9999999999999999,-0.7160072114183446,2.3688621721419425,135.725804711926,205.39294667193235,456.60705332806765,-1.1089453550994222e-05,821.6699067796585,-126.86966689856554,126.86966689856554,-34.0372237063475,34.0372237063475,0.0,0.0,-4.3417866200827255,0.0
490,2,2,22,2013,2,662.0,301.6626362636428,301.6626362636428,360.3373637363572,-0.9358100739532977,-0.07796000623672605,0.3437757160054985,1.0,0.07796000623672605,1.4927571333887077,85.52868358122022,301.6626491168892,360.3373508831108,-1.2853246403210505e-05,705.7669699749144,-91.98715185133533,91.98715185133533,-24.678769497967828,24.678769497967828,0.0,0.0,2.519433813827302,0.0
563,2,2,22,2013,2,662.0,206.96569120898567,206.96569120898567,455.0343087910143,-0.5935333043599688,0.6971013112219102,0.4022039016571448,1.0,-0.6971013112219102,2.34214287873299,134.1949019680213,206.9657023448651,455.0342976551349,-1.1135879418588956e-05,819.8172319404732,-126.28191852230175,126.28191852230175,-33.879539655817695,33.879539655817695,0.0,0.0,4.881153496795932,0.0
603,4,2,22,2013,4,662.0,340.75992186496654,340.75992186496654,321.24007813503346,-0.02778700780165606,-0.27231537796316785,-0.9618067462449031,0.9999999999999999,0.2723153779631679,1.2949977944340376,74.19790809982052,340.7599348087204,321.2400651912796,-1.2943753858962737e-05,656.8880021364648,-78.5485210304982,78.5485210304982,-21.073386944850856,21.073386944850856,0.0,0.0,-6.6384853878679895,0.0
606,4,2,22,2013,4,662.0,640.2040063969489,640.2040063969489,21.7959936030511,0.0167410143982149,-0.9737203081514053,0.2271310193048298,1.0,0.9737203081514053,0.22976339597284365,13.164472875837076,640.2040080469227,21.795991953077305,-1.6499737967023975e-06,150.8327659502288,-1.5748023662895683,1.5748023662895683,-0.42249579229634976,0.42249579229634976,0.0,0.0,-3.5556510121166696,0.0
644,4,2,22,2013,4,662.0,329.371942302946,329.371942302946,332.628057697054,0.7149344203203463,-0.22046743365278976,-0.6635230857624801,1.0,0.22046743365278976,1.3485026569217733,77.26351090379562,329.37195525765,332.62804474235,-1.2954703947798407e-05,671.2574577645585,-82.41353364291196,82.41353364291196,-22.110311704980965,22.110311704980965,0.0,0.0,-5.770996595958918,0.0
649,4,2,22,2013,4,662.0,339.3705862632968,339.3705862632968,322.6294137367032,-0.8503374685767839,-0.26617628189240095,0.4539563596782889,0.9999999999999999,0.266176281892401,1.3013723045351384,74.56314062507711,339.3705992100291,322.6294007899709,-1.2946732340424205e-05,658.6473230150392,-79.01779082715474,79.01779082715474,-21.19928497420567,21.19928497420567,0.0,0.0,-8.035186063779747,0.0
651,2,2,22,2013,2,662.0,604.3975084505375,604.3975084505375,57.60249154946246,-0.27350284969977884,-0.9264334164360524,-0.2586838149493009,1.0,0.9264334164360524,0.38597076481065573,22.114495839087084,604.3975125672064,57.60248743279362,-4.116668833376025e-06,249.37455327844705,-6.652728558077443,6.652728558077443,-1.7848270254380938,1.7848270254380938,0.0,0.0,3.5530185590376835,0.0
733,2,2,22,2013,2,662.0,350.8233603452969,350.8233603452969,311.1766396547031,0.5008161498531998,-0.3153313118188985,-0.8060703119658917,1.0,0.3153313118188985,1.2499905694597477,71.61918406119793,350.8233732538481,311.1766267461519,-1.2908551184409589e-05,644.0906368119513,-75.1686724184848,75.1686724184848,-20.16662438991592,20.16662438991592,0.0,0.0,2.97269311546811,0.0
754,2,2,22,2013,2,662.0,190.97003193251783,190.97003193251783,471.0299680674822,-0.09544478497922904,0.903905123046846,0.4169482240637738,0.9999999999999999,-0.9039051230468461,2.699609363933483,154.67622288738525,190.97004256894516,471.02995743105487,-1.0636427333565734e-05,838.6064818121129,-132.28444923048232,132.28444923048232,-35.48992837609321,35.48992837609321,0.0,0.0,9.102866395800813,0.0
758,4,2,22,2013,4,662.0,517.2021939107691,517.2021939107691,144.7978060892309,-0.5428246355472252,-0.7838956009389577,0.3014118475965611,1.0,0.7838956009389577,0.6698809303008778,38.381350082537566,517.2022027660909,144.79779723390914,-8.855321766532143e-06,411.03460537068054,-25.504413485480026,25.504413485480026,-6.842450591428839,6.842450591428839,0.0,0.0,-6.609595720559496,0.0
800,4,2,22,2013,4,662.0,186.50786026507384,186.50786026507384,475.4921397349261,-0.12138059514703915,0.9679233862588124,0.21997970237052444,1.0,-0.9679233862588124,2.887625802451472,165.44877129354694,186.50787075137922,475.4921292486208,-1.048630537070494e-05,843.8274143365622,-133.9685894704469,133.9685894704469,-35.94175787562494,35.94175787562494,0.0,0.0,-7.984233647262239,0.0
833,2,2,22,2013,2,662.0,206.31576236010096,206.31576236010096,455.68423763989904,0.5179781070901068,0.7048790798785602,0.4846072258282001,1.0,-0.7048790798785602,2.3530489866946875,134.8197759251406,206.31577347686616,455.6842265231338,-1.1116765193719402e-05,820.5829768584008,-126.52473536174068,126.52473536174068,-33.944683762251415,33.944683762251415,0.0,0.0,6.672803434259967,0.0
872,2,2,22,2013,2,662.0,574.183614118131,574.183614118131,87.816385881869,-0.4233463198628008,-0.8819443574485807,-0.20724874866506032,1.0,0.8819443574485807,0.49082486120602126,28.122193027199426,574.1836200803558,87.81637991964419,-5.962224804534344e-06,312.18563797987593,-12.351161722147356,12.351161722147356,-3.3136309477829884,3.3136309477829884,0.0,0.0,4.7816539645029525,0.0
908,2,2,22,2013,2,662.0,547.651294731992,547.651294731992,114.34870526800796,0.5421001997272417,-0.8388281773855862,0.04994659427488623,0.9999999999999999,0.8388281773855863,0.575669205351137,32.98341586227006,547.651302136861,114.34869786313902,-7.40486893846537e-06,360.47157155619954,-18.136821708469544,18.136821708469544,-4.865836514782379,4.865836514782379,0.0,0.0,7.114594664547132,0.0
934,4,2,22,2013,4,662.0,253.00046551066745,253.00046551066745,408.9995344893325,0.9592498551196029,0.24785314453787954,-0.13567805347846656,0.9999999999999999,-0.24785314453787957,1.8212599516580712,104.35050862620781,253.0004777462922,408.9995222537078,-1.2235624751610885e-05,765.0341507681885,-109.32883605559158,109.32883605559158,-29.33128257800159,29.33128257800159,0.0,0.0,-7.6974140878236454,0.0
953,4,2,22,2013,4,662.0,194.84917101487267,194.84917101487267,467.1508289851273,0.44396804354086417,0.85063403813635,-0.28162760780566964,1.0,-0.85063403813635,2.587986396670081,148.28069796646537,194.84918177798085,467.15081822201915,-1.0763108178935e-05,834.0605648605409,-130.82374880408977,130.82374880408977,-35.09804441835546,35.09804441835546,0.0,0.0,-6.088218088464462,0.0
1004,4,2,22,2013,4,662.0,417.94125783822045,417.94125783822045,244.05874216177955,-0.606837947205543,-0.5492444242727459,-0.5745243843708139,1.0,0.5492444242727459,0.9893365224127311,56.684807252399466,417.9412698994511,244.05873010054893,-1.2061230620474817e-05,555.8706432857115,-53.577798018625494,53.577798018625494,-14.374117481615905,14.374117481615905,0.0,0.0,-4.980745125500194,0.0
1020,4,2,22,2013,4,662.0,599.5912603294499,599.5912603294499,62.40873967055006,-0.1551610348951752,-0.9196562492117025,-0.3607733866793963,1.0,0.9196562492117025,0.40359203855583436,23.124120454330505,599.5912647541385,62.40873524586152,-4.42468854089384e-06,260.14697130567606,-7.485856504535069,7.485856504535069,-2.0083427245236787,2.0083427245236787,0.0,0.0,-2.693329834647333,0.0
1050,2,2,22,2013,2,662.0,494.27482267234615,494.27482267234615,167.72517732765385,-0.6583693040398483,-0.7380660724123569,0.14767644447197192,1.0,0.7380660724123569,0.7405967107866339,42.43306584934497,494.2748324751148,167.7251675248852,-9.802768659028516e-06,446.70628011879177,-31.487940671102283,31.487940671102283,-8.447740952385397,8.447740952385397,0.0,0.0,5.3655924976283975,0.0
1099,2,2,22,2013,2,662.0,245.3416745110143,245.3416745110143,416.6583254889857,-0.5046103793288881,0.3109035010560621,-0.8054237258143311,0.9999999999999999,-0.3109035010560622,1.8869398235994352,108.1136880874077,245.34168659842854,416.6583134015715,-1.2087414233974414e-05,774.2273958817781,-112.11443032760393,112.11443032760393,-30.078615630175598,30.078615630175598,0.0,0.0,4.596629599558945,0.0
1123,2,2,22,2013,2,662.0,625.5482058668936,625.5482058668936,36.45179413310643,-0.07456896760695839,-0.9550199317214414,-0.28701289010217945,0.9999999999999999,0.9550199317214415,0.301069338916606,17.25000246071531,625.548208563153,36.451791436846975,-2.696259457479755e-06,196.42399913107874,-3.3823015142162838,3.3823015142162838,-0.9074206317081391,0.9074206317081391,0.0,0.0,6.69339499147998,0.0
1169,2,2,22,2013,2,662.0,199.60227696620822,199.60227696620822,462.39772303379175,0.46765381933631034,0.7881838982711338,0.40008255118947733,1.0,-0.7881838982711338,2.4786488220240814,142.016116397053,199.6022878796867,462.39771212031326,-1.0913478490692796e-05,828.4812123279164,-129.0383017100874,129.0383017100874,-34.619035813382965,34.619035813382965,0.0,0.0,6.713306472211627,0.0
1185,2,2,22,2013,2,662.0,274.737511172243,274.737511172243,387.262488827757,0.6113113533567899,0.08805151210728623,0.7864765479483229,1.0,-0.08805151210728623,1.658962015940889,95.05152188592774,274.7375237529604,387.2624762470396,-1.2580717395849206e-05,738.7514159734726,-101.50383541021519,101.50383541021519,-27.231952580690777,27.231952580690777,0.0,0.0,3.6773956253706572,0.0
1194,2,2,22,2013,2,662.0,292.28290244675793,292.28290244675793,369.71709755324207,0.36804243688635024,-0.02359924193058327,-0.9295094622600991,0.9999999999999999,0.023599241930583274,1.5471948938169247,88.64773749990133,292.28291522452474,369.71708477547526,-1.2777766812632763e-05,717.3149935274839,-95.27941272608325,95.27941272608325,-25.562033580177832,25.562033580177832,0.0,0.0,8.5887199600855,0.0
1208,4,2,22,2013,4,662.0,317.0524891411444,317.0524891411444,344.9475108588556,0.9841361620405344,-0.1601846030619709,-0.07626865349542979,1.0,0.1601846030619709,1.4099186586681494,80.78238859843106,317.0525020731593,344.9474979268407,-1.2932014897160116e-05,686.6763352263547,-86.64107931773725,86.64107931773725,-23.244498633822484,23.244498633822484,0.0,0.0,-5.62274537698041,0.0
1225,4,2,22,2013,4,662.0,393.68867283604396,393.68867283604396,268.31132716395604,-0.6472074047745071,-0.47392450528622754,-0.597091398777651,1.0,0.47392450528622754,1.077054065321784,61.710652250345895,393.68868532637464,268.31131467362536,-1.2490330675518635e-05,588.3915020862837,-61.176059277127514,61.176059277127514,-16.41261671123618,16.41261671123618,0.0,0.0,-5.518874136035228,0.0
1226,4,2,22,2013,4,662.0,650.0557530571475,650.0557530571475,11.944246942852487,0.14866395478249933,-0.9858169330873686,-0.07787170851240828,0.9999999999999999,0.9858169330873687,0.16862218632599,9.661339608747808,650.0557539752505,11.944246024749532,-9.181029554383713e-07,111.12902128682997,-0.6418848912734657,0.6418848912734657,-0.17220806337788627,0.17220806337788627,0.0,0.0,-7.428267517330579,0.0
1282,4,2,22,2013,4,662.0,453.3903092621538,453.3903092621538,208.60969073784622,0.36171661783666603,-0.6448398504012636,0.6733072520887319,0.9999999999999999,0.6448398504012637,0.8699825948511297,49.84633093480956,453.3903204459364,208.60967955406358,-1.1183782646639884e-05,506.6721348512199,-42.944917815288136,42.944917815288136,-11.52147562504712,11.52147562504712,0.0,0.0,-5.987923857341657,0.0
1447,2,2,22,2013,2,662.0,489.491260994184,489.491260994184,172.50873900581598,0.43372077185762026,-0.7279628963754173,0.5309955871379192,1.0,0.7279628963754173,0.7554502817600086,43.284112776817366,489.4912709789536,172.5087290210464,-9.984769576476538e-06,453.94142819120356,-32.7787346390235,32.7787346390235,-8.794041562444264,8.794041562444264,0.0,0.0,7.973386020446657,0.0
1470,2,2,22,2013,2,662.0,354.4244929938498,354.4244929938498,307.5755070061502,0.4783317699330976,-0.3301308056453952,0.8137643203265873,1.0,0.3301308056453952,1.2343541801828326,70.72328494880706,354.42450588398543,307.57549411601457,-1.2890135622001253e-05,639.4874433136044,-73.9675726968548,73.9675726968548,-19.844387397274975,19.844387397274975,0.0,0.0,6.3125842045707135,0.0
1475,4,2,22,2013,4,662.0,591.9119181105164,591.9119181105164,70.08808188948365,0.18639520428311424,-0.9085993941421491,-0.3737699409861308,1.0,0.9085993941421491,0.43087798243027275,24.687489878366666,591.911923016016,70.08807698398402,-4.905499622509524e-06,276.6626214760151,-8.877841158470993,8.877841158470993,-2.3817912738897005,2.3817912738897005,0.0,0.0,-3.648641869126783,0.0
1488,2,2,22,2013,2,662.0,636.5386514807622,636.5386514807622,25.461348519237845,-0.24619432676450514,-0.9691241724783417,0.013663520305595103,0.9999999999999999,0.9691241724783418,0.2491426698389053,14.274823478390584,636.5386533971711,25.46134660282894,-1.916408905344724e-06,163.30867383375394,-1.9848248604669443,1.9848248604669443,-0.5324986613833159,0.5324986613833159,0.0,0.0,4.330638730055966,0.0
1499,4,2,22,2013,4,662.0,285.38780194919855,285.38780194919855,376.61219805080145,0.16850784711353578,0.018640548648359845,0.985524041009274,0.9999999999999999,-0.01864054864835985,1.5894379551174918,91.06808662613625,285.3878146582109,376.6121853417891,-1.2709012366940442e-05,725.764144274146,-97.71543462892791,97.71543462892791,-26.215581622729076,26.215581622729076,0.0,0.0,-9.621562916151873,0.0
1544,2,2,22,2013,2,662.0,562.9768877030951,562.9768877030951,99.02311229690486,-0.4504829827903315,-0.8642286955516651,0.22399518745141223,1.0,0.8642286955516651,0.5271810860783616,30.205251271413076,562.9768942949728,99.0231057050272,-6.5918776499529486e-06,333.1771025536078,-14.715250195710356,14.715250195710356,-3.947880333024901,3.947880333024901,0.0,0.0,6.211385182336819,0.0
1556,2,2,22,2013,2,662.0,232.70077882792745,232.70077882792745,429.2992211720725,0.1001181273644889,0.42404675357669985,-0.9000892796573513,1.0,-0.42404675357669985,2.008705386446684,115.09034092859002,232.70079064037668,429.2992093596233,-1.1812449230319544e-05,789.3292655568423,-116.74328762217833,116.74328762217833,-31.320468431492987,31.320468431492987,0.0,0.0,2.9231428731709626,0.0
1585,2,2,22,2013,2,662.0,580.2967726879561,580.2967726879561,81.70322731204385,-0.4005053223421248,-0.8913196469026082,0.21247299551011287,1.0,0.8913196469026082,0.47054871849994445,26.96045562533626,580.2967782941921,81.70322170580789,-5.606235959021433e-06,300.29308608936833,-11.114826025263039,11.114826025263039,-2.981940672875596,2.981940672875596,0.0,0.0,2.5193257666556566,0.0
1619,4,2,22,2013,4,662.0,499.0617545015541,499.0617545015541,162.9382454984459,-0.015472771008038039,-0.747982481585914,0.6635380928009413,1.0,0.747982481585914,0.7257791970905236,41.58408485168056,499.06176411677626,162.93823588322374,-9.615222154479852e-06,439.3989116283158,-30.210428506374864,30.210428506374864,-8.105003650385758,8.105003650385758,0.0,0.0,-9.542494300828883,0.0
1637,2,2,22,2013,2,662.0,261.7195139778597,261.7195139778597,400.2804860221403,0.8620878387841276,0.1805660710182797,0.47349810159865835,0.9999999999999999,-0.18056607101827973,1.75235827877692,100.40273356872686,261.71952636532745,400.28047363467255,-1.2387467734242819e-05,754.5265082111356,-106.17548470732278,106.17548470732278,-28.48528583276263,28.48528583276263,0.0,0.0,8.6488485402984,0.0
1639,2,2,22,2013,2,662.0,406.1504155258268,406.1504155258268,255.84958447417318,0.7281260797399354,-0.5137497939219474,-0.45375495727067267,1.0,0.5137497939219474,1.0312465328481268,59.08607396969688,406.1504278130465,255.84957218695348,-1.2287219703921437e-05,571.783811817122,-57.24103066123237,57.24103066123237,-15.356907710303851,15.356907710303851,0.0,0.0,9.086636260266731,0.0
1682,4,2,22,2013,4,662.0,517.9001494469329,517.9001494469329,144.09985055306709,0.6024937648435491,-0.785227101443646,-0.14289738445141742,1.0,0.785227101443646,0.6677335237690539,38.25831275136523,517.9001582714626,144.0998417285374,-8.824529686535243e-06,409.92011423809953,-25.327807394890485,25.327807394890485,-6.795069833204686,6.795069833204686,0.0,0.0,-9.636863771190384,0.0
1707,2,2,22,2013,2,662.0,575.2948209442302,575.2948209442302,86.7051790557698,-0.14660126266247536,-0.8836633484982607,0.4445752538171793,1.0,0.8836633484982607,0.48716539939545345,27.91252131016459,575.294826842403,86.70517315759696,-5.8981728443541215e-06,310.0488543000917,-12.123542845609801,12.123542845609801,-3.252564226241972,3.252564226241972,0.0,0.0,4.6922552354644695,0.0
1710,2,2,22,2013,2,662.0,532.6414341845231,532.6414341845231,129.35856581547694,-0.5802478632129593,-0.8125341224980833,0.05568408222342064,1.0,0.8125341224980833,0.6223099531145584,35.655733862448336,532.6414423317937,129.35855766820634,-8.14727059150755e-06,385.9246180429296,-21.67991807054202,21.67991807054202,-5.816395986065821,5.816395986065821,0.0,0.0,5.812491907266813,0.0
1768,4,2,22,2013,4,662.0,583.6653140835386,583.6653140835386,78.33468591646135,0.43677253833895363,-0.8964018009181527,0.0754556894053711,1.0,0.8964018009181527,0.4592125628532182,26.310941750875447,583.6653194898366,78.33468051016337,-5.406297987065045e-06,293.58848964943917,-10.450540411483553,10.450540411483553,-2.803722832521383,2.803722832521383,0.0,0.0,-5.8168133838032485,0.0
1827,4,2,22,2013,4,662.0,600.2832226371665,600.2832226371665,61.716777362833454,-0.3805672480408249,-0.9206386550003913,-0.0871380320968042,1.0,0.9206386550003913,0.4010831507857285,22.98037177383145,600.2832270178458,61.716772982154225,-4.380679229143425e-06,258.61819837415675,-7.364051900943097,7.364051900943097,-1.9756643811318129,1.9756643811318129,0.0,0.0,-5.739870962846355,0.0
1877,2,2,22,2013,2,662.0,227.6197065550854,227.6197065550854,434.3802934449146,0.6818832042280556,0.4730661150842175,-0.5578922356072054,0.9999999999999999,-0.47306611508421753,2.0635640266955084,118.23350948467417,227.61971824636348,434.3802817536365,-1.169127807543191e-05,795.3753530786286,-118.61456597349053,118.61456597349053,-31.822504272033044,31.822504272033044,0.0,0.0,2.6902922691485243,0.0
1922,2,2,22,2013,2,662.0,220.61671720159893,220.61671720159893,441.38328279840107,-0.32649861444092204,0.5443276484098125,-0.772726384915645,1.0,-0.5443276484098125,2.1463837387372493,122.97872944515473,220.61672871586646,441.38327128413357,-1.1514267526990807e-05,803.6864781357856,-121.20346199871935,121.20346199871935,-32.51706614263084,32.51706614263084,0.0,0.0,9.723526959063742,0.0
1948,4,2,22,2013,4,662.0,236.14541839537728,236.14541839537728,425.8545816046227,-0.8002716926219704,0.392014580763278,0.45375079774801264,1.0,-0.392014580763278,1.973616759747093,113.07991070979341,236.14543028650013,425.85456971349987,-1.1891122852603075e-05,785.2226300295889,-115.47813554383163,115.47813554383163,-30.981047154792808,30.981047154792808,0.0,0.0,-8.856879509537746,0.0
1950,2,2,22,2013,2,662.0,204.10429094274033,204.10429094274033,457.89570905725964,0.3905105793469091,0.7317150166686448,-0.5586542954276341,1.0,-0.7317150166686448,2.3916310145732464,137.0303632876381,204.10430199371868,457.89569800628135,-1.1050978343973838e-05,823.1870363513533,-127.35164335842568,127.35164335842568,-34.16653074235138,34.16653074235138,0.0,0.0,3.640542245974932,0.0
1974,5,2,22,2013,5,662.0,150.25404680250546,150.25404680250546,511.74595319749454,-0.2562660461691222,0.19790406539372057,-0.9461298507506691,1.0,-0.19790406539372057,1.770015558485823,101.41442117372898,259.41590249023176,402.58409750976824,-109.1618556877263,707.2415376494255,16.12793911994607,16.12793911994607,4.326883526752322,4.326883526752322,0.0,-6.882936219940491,0.42777650750631446,5.740019641237528
1990,4,2,22,2013,4,662.0,600.3467318296056,600.3467318296056,61.653268170394426,0.17611420431452976,-0.9207287080050922,0.34819884160337705,1.0,0.9207287080050922,0.40085242877506283,22.967152376379534,600.3467362062397,61.65326379376029,-4.376634137770452e-06,258.47752541006184,-7.352903386472256,7.352903386472256,-1.9726734023556107,1.9726734023556107,0.0,0.0,-3.6324860874656872,0.0
2058,2,2,22,2013,2,662.0,450.2380164589682,450.2380164589682,211.76198354103178,0.7284344161385036,-0.6369488488553565,0.25234790533466617,1.0,0.6369488488553565,0.8802624408981036,50.4353227273454,450.2380277328159,211.7619722671841,-1.1273847690063121e-05,511.1393383521196,-43.86584769316025,43.86584769316025,-11.768547261926674,11.768547261926674,0.0,0.0,4.531302751019948,0.0
2066,2,2,22,2013,2,662.0,452.34742661925617,452.34742661925617,209.65257338074383,-0.6927421406409551,-0.6422414201969784,-0.32807664464809977,1.0,0.6422414201969784,0.8733774126400679,50.04083966633164,452.34743783309546,209.65256216690454,-1.1213839286483562e-05,508.1522158543425,-43.249033834343535,43.249033834343535,-11.603065379527585,11.603065379527585,0.0,0.0,5.476067645175588,0.0
2118,2,2,22,2013,2,662.0,276.7368926853724,276.7368926853724,385.2631073146276,0.8809202222038269,0.07461363620654837,0.46734608953579265,1.0,-0.07461363620654837,1.6454793684596956,94.27902308859267,276.73690529221994,385.26309470778006,-1.2606847519691655e-05,736.319032525778,-100.79029909598138,100.79029909598138,-27.04052151805863,27.04052151805863,0.0,0.0,2.6924344163019747,0.0
2133,4,2,22,2013,4,662.0,185.64858506921874,185.64858506921874,476.3514149307813,-0.19197890705256557,0.9806046771867056,0.03947868192403639,1.0,-0.9806046771867056,2.9443195153031816,168.69708176487651,185.64859552607464,476.35140447392536,-1.0456855903839823e-05,844.8318046331655,-134.29337718705494,134.29337718705494,-36.02889353568859,36.02889353568859,0.0,0.0,-9.772396947902248,0.0
2174,2,2,22,2013,2,662.0,283.5434785247462,283.5434785247462,378.4565214752538,-0.08798552881172766,0.030287224445423533,0.9956612027969721,1.0,-0.030287224445423533,1.6010881836452135,91.73559555113762,283.54349121346206,378.45650878653794,-1.2688715855802002e-05,728.0185976742913,-98.36926476066948,98.36926476066948,-26.390994414486713,26.390994414486713,0.0,0.0,6.246824260391483,0.0
2188,2,2,22,2013,2,662.0,495.9097707294252,495.9097707294252,166.0902292705748,-0.48580473860958384,-0.7414744898551988,0.4628275454620723,1.0,0.7414744898551988,0.7355311150562375,42.14282859327377,495.90978046874784,166.09021953125216,-9.73932264969335e-06,444.21820820063164,-31.05000027314787,31.05000027314787,-8.330248129556919,8.330248129556919,0.0,0.0,3.1879774544961297,0.0
